dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Art Museum,0.0,0.0,0.0,2550000.0,0.0,0.0,0.0,2014,2550000.0,Art Museum,34,,34
Atwater Kent Museum,220674.0,0.0,0.0,50000.0,0.0,0.0,0.0,2014,270674.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,7173947.0,497450.0,25000.0,0.0,0.0,0.0,0.0,2014,7696397.0,City Controller's Office,61,,61
Board of Building Standards,71198.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,71198.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,890000.0,96000.0,14000.0,0.0,0.0,0.0,0.0,2014,1000000.0,Board of Ethics,45,,45
Board of L.&I. Review,151598.0,10436.0,0.0,0.0,0.0,0.0,0.0,2014,162034.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,874660.0,110200.0,65727.0,0.0,0.0,0.0,0.0,2014,1050587.0,Board of Revision of Taxes,63,BRT,63
City Commissioners,5371047.0,2976350.0,541617.0,0.0,0.0,0.0,0.0,2014,8889014.0,City Commissioner's Office,73,City Commissioners,73
City Counci,13399124.0,1804485.0,610650.0,100.0,0.0,100.0,100.0,2014,15814559.0,City Council,01,,01
City Planning,2152290.0,79592.0,40652.0,0.0,0.0,0.0,0.0,2014,2272534.0,City Planning Commission,51,,51
City Representative,390185.0,561730.0,54000.0,0.0,0.0,0.0,0.0,2014,1005915.0,Office of the City Representative,41,City Rep,41
City Treasurer,758592.0,118444.0,22224.0,0.0,0.0,0.0,0.0,2014,899260.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,137348.0,29500.0,1094.0,0.0,0.0,84708000.0,0.0,2014,84875942.0,Civil Service Commission,55,,55
Commerce,1850054.0,333481.0,26654.0,500000.0,0.0,0.0,0.0,2014,2710189.0,Office of the Director of Commerce,42,Commerce,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,0.0,2014,1294448.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,26409207.0,0.0,0.0,0.0,2014,26409207.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,2014,15000000.0,Commerce: Convention Center Subsidy,42-CC,,42
Debt Service (Sinking Fund),0.0,96728215.0,0.0,0.0,129530143.0,0.0,0.0,2014,226258358.0,Sinking Fund Commission,37,Sinking Fund,37
Director of Finance,8382857.0,4430961.0,110774.0,4425000.0,0.0,0.0,0.0,2014,17349592.0,Office of the Director of Finance,35,Finance,35
District Attorney,29933823.0,1645672.0,502121.0,0.0,0.0,0.0,0.0,2014,32081616.0,District Attorney's Office,69,DAO,69
Finance-Contribution  to School District,0.0,0.0,0.0,69050100.0,0.0,0.0,0.0,2014,69050100.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,1177304676.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1177304676.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Fire,173249142.0,4945593.0,11418414.0,0.0,0.0,7567429.0,0.0,2014,197180578.0,Fire Department,13,Fire,13
First Judicial District,92760968.0,10320360.0,1891868.0,0.0,0.0,0.0,0.0,2014,104973196.0,First Judicial District,84,FJD,84
Fleet Management,15652172.0,4864396.0,26963211.0,0.0,0.0,0.0,0.0,2014,47479779.0,Office of Fleet Management,25,Fleet,25
