0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Net Accrual / Adjust.,Estimated Revenues,
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,8.2,7.4,7.1,6.9,6.1,13.0,39.2,293.4,110.6,26.9,13.7,7.7,540.2,(10.0),530.2,
"Total Wage, Earnings, Net Profits",111.4,90.4,94.8,115.9,96.7,97.6,134.8,98.4,106.6,140.0,98.5,97.5,1282.6,1.4,1283.9,
Realty Transfer Tax,15.2,13.0,12.7,12.2,11.7,12.1,12.8,9.8,17.5,14.8,15.6,20.5,167.8,(0.3),167.5,
Sales Tax,21.6,23.6,21.4,21.2,22.7,21.0,20.5,26.7,19.6,19.2,24.1,22.1,263.7,(0.6),263.1,
Business Income & Receipts Tax,5.3,5.4,18.8,17.1,(3.3),7.1,9.8,4.4,51.0,236.8,102.0,10.9,465.3,(7.0),458.3,
Other Taxes,7.8,10.7,7.3,7.6,8.2,7.4,7.5,7.9,7.1,11.5,8.2,7.7,98.8,(0.4),98.4,
Locally Generated Non-tax,27.4,23.3,19.9,19.9,23.0,17.1,23.7,27.4,23.3,24.4,22.5,48.1,300.1,0.8,300.8,
Total Other Governments,2.9,54.0,70.2,61.8,56.9,3.9,15.8,9.5,9.7,10.1,15.6,21.0,331.5,20.0,351.4,
Total PICA Other Governments,20.2,28.0,24.4,18.7,34.9,20.2,28.6,28.2,30.9,24.6,41.1,18.3,318.1,(0.0),318.1,
Interfund Transfers,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.6,27.1,19.2,46.3,
Total Current Revenue,220.0,264.3,276.5,281.3,256.9,199.4,292.7,505.6,376.3,508.2,354.4,259.5,3795.1,23.0,3818.0,
Collection of prior year(s) revenue,5.0,15.1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,224.9,279.4,276.5,297.4,256.9,199.4,292.7,505.6,376.3,508.2,354.4,259.5,3831.2,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable / Adjust.,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS Payroll,84.7,108.3,105.6,149.2,139.0,113.8,111.6,104.9,106.5,143.5,102.3,121.8,1391.1,64.5,3.1,1458.7
Employee Benefits,34.0,42.6,41.0,76.8,49.5,35.2,41.5,37.3,56.2,47.8,46.9,33.1,541.9,6.1,0.4,548.4
Pension,3.7,(5.0),4.7,56.2,(5.5),(3.6),(5.7),120.4,511.6,(2.5),(2.5),(17.6),654.2,13.3,,667.5
Purchase of Services,35.1,60.7,58.2,75.2,63.0,50.1,47.9,64.9,62.3,64.7,44.2,49.3,675.4,4.1,104.7,784.2
"Materials, Equipment",2.6,4.6,8.3,5.9,4.9,4.8,6.5,4.7,6.4,6.6,5.2,6.3,66.8,1.3,22.2,90.3
"Contributions, Indemnities",16.6,3.0,11.0,5.4,90.3,38.2,3.7,5.4,8.9,4.9,4.1,16.8,208.2,0.7,0.0,208.9
Debt Service-Short Term,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,0.3
Debt Service-Long Term,8.2,64.0,0.1,0.0,5.5,17.0,22.4,(0.3),0.1,0.0,5.0,0.1,122.2,0.0,,122.2
Interfund Charges/Payments to Other Funds,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,5",2.7,3.4,32.8,,36.3
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,,,0.0
Current Year Appropriation,185.1,278.1,228.9,368.7,346.6,255.5,227.7,337.2,752.1,265.1,205.9,212.5,3663.4,122.9,130.3,3916.6
Prior Yr. Expenditures against Encumbrances,39.3,17.5,11.8,12.2,2.3,1.4,4.4,1.4,4.4,0.7,0.6,0.2,96.2,,,
Prior Yr. Salaries & Vouchers Payable,20.1,20.4,(19.3),25.4,20.2,(14.2),12.1,(14.9),(93.2),94.2,18.1,(12.0),56.9,,,
TOTAL DISBURSEMENTS,244.4,316.0,221.5,406.2,369.2,242.6,244.3,"323,7",663.3,360.0,224.6,200.8,3816.6,,,
Excess (Def) of Receipts over Disbursements,(19.5),(36.6),55.1,(108.8),(112.3),(43.2),48.4,181.9,(287.1),148.2,129.8,58.7,,,,
Opening Balance,434.3,414.8,378.2,433.3,324.4,212.1,268.9,317.3,499.2,212.1,360.4,390.2,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,(100.0),0.0,,,,
CLOSING BALANCE,414.8,378.2,433.3,324.4,212.1,268.9,317.3,499.2,212.1,360.4,390.2,448.9,,,,
