0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Accrued,Estimated Revenues,
REVENUES Real Estate Tax,10.2,7.1,8.6,8.3,6.9,11.2,48.5,321.5,116.8,24.5,10.0,7.5,581.3,,581.3,
"Total Wage, Earnings, Net Profits",125.5,102.5,102.0,110.0,122.4,98.0,132.0,111.2,120.2,143.4,117.4,107.7,1392.2,,1392.2,
Realty Transfer Tax,25.0,23.2,18.6,20.1,"20,0",14.4,18.9,13.5,19.2,20.6,20.5,23.4,237.5,,237.5,
Sales Tax,15.1,27.0,11.7,11.0,13.1,10.0,12.4,13.7,11.2,9.3,14.8,12.4,161.6,9.2,170.8,
Business Income & Receipts Tax,5.3,3.8,18.2,22.2,5.8,8.9,5.6,3.0,46.0,225.6,86.4,6.8,437.5,,437.5,
Other Taxes,9.8,12.1,8.8,8.2,9.4,8.7,8.9,9.6,7.6,14.6,9.0,8.7,115.4,,115.4,
Locally Generated Non-tax,22.9,29.2,25.2,21.2,22.6,24.4,29.1,21.2,23.9,16.0,21.1,27.1,283.9,,283.9,
Total Other Governments,11.8,59.8,69.6,13.7,56.3,6.3,7.8,24.3,9.4,11.4,13.2,20.4,304.1,5.9,309.9,
Total PICA Other Governments,25.7,28.8,27.4,30.8,30.8,25.6,15.9,46.1,34.0,30.4,39.6,26.1,361.2,5.0,366.2,
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.5,18.5,43.9,62.4,
Total Current Revenue,251.3,293.4,290.2,245.5,287.4,207.5,279.0,564.1,388.2,495.7,346.0,244.8,3893.2,49.8,3957.1,
Collection of prior year(s) revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,251.3,293.4,290.2,245.5,287.4,207.5,279.0,564.1,388.2,495.7,346.0,244.8,3893.2,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,81.1,118.2,170.6,125.0,112.8,124.0,122.3,114.6,161.2,114.6,114.6,125.4,1484.3,65.7,3.5,1553.5
Employee Benefits,49.6,42.0,44.0,47.8,31.9,47.5,40.8,43.5,61.1,43.5,43.5,47.6,542.8,17.2,0.5,560.5
Pension,3.7,(7.9),(6.5),67.8,(6.6),(1.1),(7.2),(1.8),461.1,114.4,(1.8),(3.9),610.3,10.4,,620.8
Purchase of Services,44.4,32.0,77.9,68.1,55.6,75.4,50.6,61.0,68.8,83.2,54.3,73.9,745.1,22.5,75.1,842.7
"Materials, Equipment",3.1,3.0,7.6,7.5,5.7,8.2,3.1,6.7,7.4,8.8,6.9,10.8,78.7,4.8,17.5,101.0
"Contributions, Indemnities",14.2,5.8,10.4,39.0,14.6,3.4,3.0,5.8,13.1,7.2,65.8,7.7,189.9,,,189.9
Debt Service-Short Term,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,,,4.5
Debt Service-Long Term,77.4,0.9,0.1,0.0,13.0,8.9,23.0,0.0,0.9,4.9,1.0,6.8,136.9,,,136.9
Interfund Charges,"0,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7,4.5,7.0,25.7,,"32,7"
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0",0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,0",,,"0,0"
Current Year Appropriation,273.7,194.1,304.2,355.2,227.1,266.1,235.5,229.8,773.5,377.9,285.0,277.4,3799.5,146.3,96.5,4042.4
,,,,,,,,,,,,,,,,
Prior Yr. Expenditures against Encumbrances,27.9,21.2,10.9,7.5,7.6,2.6,13.8,5.1,3.2,2.1,"0,9",1.4,104.2,,,
Prior Yr. Salaries & Vouchers Payable,73.9,7.1,(25.0),3.4,8.3,(4.3),23.1,0.0,0.0,0.0,0.0,0.0,86.6,,,
TOTAL DISBURSEMENTS,375.5,222.4,290.2,366.1,242.9,264.5,272.5,234.9,776.7,380.1,285.9,278.8,3990.4,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(124.2),71.0,0.0,(120.6),44.5,(56.9),6.6,329.2,(388.5),115.6,60.1,(34.0),,,,
Opening Balance,400.4,276.2,522.2,522.3,401.7,446.1,389.2,395.8,725.0,336.5,452.1,337.2,,,,
TRAN,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(175.0),0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,276.2,522.2,522.3,401.7,446.1,389.2,395.8,725.0,"336,5",452.1,337.2,303.2,,,,
