0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,8.6,9.3,6.9,7.0,7.5,20.9,57.8,372.8,147.7,31.2,15.3,5.9,690.9,,,690.9
"Total Wage, Earnings, Net Profits",159.2,114.7,128.7,156.6,131.4,121.5,170.1,131.2,148.0,169.9,138.2,117.5,1686.9,,,1686.9
Realty Transfer Tax,31.2,30.0,21.2,38.7,25.7,26.6,29.0,18.3,24.5,31.3,30.7,31.9,339.3,,,339.3
Sales Tax,28.0,34.8,13.9,13.8,15.6,14.2,13.7,16.6,13.2,13.2,"28,5",30.0,"235,6",1.7,,237.2
Business Income & Receipts Tax,10.3,8.7,19.7,19.6,2.9,10.6,22.7,6.4,49.4,325.6,44.2,9.4,529.4,,,529.4
Beverage Tax,6.8,6.7,6.8,7.7,6.3,5.7,6.1,5.7,5.6,6.1,6.3,6.2,75.9,,,75.9
Other Taxes,9.7,10.5,14.1,10.0,10.7,10.4,10.4,10.9,10.1,13.9,10.9,10.1,131.8,,,131.8
Locally Generated Non-tax,34.2,31.5,27.4,31.5,29.2,28.5,32.7,30.0,32.9,33.4,32.1,33.8,377.2,,,377.2
Total Other Governments,9.9,54.7,90.8,52.5,23.8,2.5,5.7,19.2,8.4,8.8,9.9,11.4,297.8,15.9,,313.7
Total PICA Other Governments,33.0,44.7,32.7,45.8,49.8,38.6,39.4,28.9,54.3,44.7,44.4,47.0,503.3,,,503.3
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,,55.5,81.0
Total Current Revenue,330.7,345.6,362.1,383.3,303.0,279.7,387.6,640.2,494.1,678.1,360.5,328.7,4893.6,17.6,55.5,4966.7
Collection of prior year(s) revenue,10.9,2.5,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,341.6,348.1,362.1,387.2,303.0,279.7,387.6,640.2,494.1,678.1,360.5,328.7,4910.9,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,77.3,198.1,100.3,143.6,192.6,139.5,202.6,138.8,139.5,139.5,152.6,143.9,1768.2,69.8,4.2,1842.2
Employee Benefits,42.8,51.0,55.7,48.9,55.4,50.5,72.7,50.3,50.5,50.5,55.4,52.2,635.9,26.5,0.5,662.9
Pension,3.5,(0.6),10.7,81.5,(5.5),(2.3),(5.3),(2.7),609.4,(3.0),(2.2),(1.8),681.8,67.2,,749.1
Purchase of Services,51.3,50.3,77.0,78.8,60.0,78.7,56.4,58.0,82.6,79.8,89.5,71.1,833.5,26.4,169.5,1029.5
"Materials, Equipment",4.3,4.1,4.7,10.8,8.7,9.4,9.4,8.6,10.8,9.7,9.1,12.0,101.7,3.0,21.8,126.5
"Contributions, Indemnities",10.6,72.0,4.8,16.2,58.9,12.6,6.0,56.6,11.6,5.0,64.1,13.4,331.7,,,331.7
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,5.8,6.1,,,6.1
Debt Service-Long Term,106.6,10.4,0.0,0.0,0.2,0.2,7.1,56.0,0.4,0.2,0.2,0.2,181.4,,,181.4
Interfund Charges,34.6,10.0,0.0,0.0,0.0,13.3,0.2,3.2,0.0,4.2,0.5,20.1,86.2,22.0,,108.2
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,"0,0",0.0,6.9,6.9,6.9,6.9,6.9,6.9,6.9,31.9,80.1,,,80.1
Current Year Appropriation,330.8,395.3,"253,3",379.8,377.3,308.8,356.1,375.8,911.9,292.8,376.1,348.7,4706.6,215.0,196.1,5117.6
Prior Yr. Expenditures against Encumbrances,44.2,36.0,23.7,14.0,17.7,24.9,11.0,7.1,4.6,4.1,1.7,1.8,190.8,,,
Prior Yr. Salaries & Vouchers Payable,43.2,(64.3),60.2,89.3,0.0,0.0,"0,0",0.0,0.0,"0,0",0.0,0.0,128.5,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,418.2,367.0,337.2,483.1,394.9,333.7,367.2,382.8,916.4,296.9,377.8,350.5,5025.9,,,
Excess (Def) of Receipts over Disbursements,(76.6),(18.9),24.9,(95.9),(91.9),(54.0),20.5,257.4,(422.3),381.1,(17.3),(21.9),,,,
Opening Balance,966.4,889.8,870.8,895.8,799.9,707.9,653.9,674.4,931.7,509.4,890.6,873.2,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,889.8,870.8,895.8,"799,9",707.9,653.9,674.4,931.7,509.4,890.6,873.2,851.4,,,,
