0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,7.8,9.5,6.1,7.0,7.3,14.4,48.9,281.2,160.9,23.4,8.7,8.0,583.1,,,583.1
"Total Wage, Earnings, Net Profits",109.9,131.7,110.1,125.7,114.5,96.7,157.2,107.9,133.1,142.2,110.6,110.3,1450.0,,,1450.0
Realty Transfer Tax,25.6,19.0,17.8,22.8,16.8,20.0,19.5,14.2,21.0,17.8,19.7,18.9,"232,9",,,232.9
Sales Tax,25.1,27.3,11.7,11.8,13.8,11.9,11.3,15.2,11.4,11.1,13.6,18.8,182.8,3.8,,186.6
Business Income & Receipts Tax,1.9,5.9,11.6,16.2,4.0,14.5,12.7,0.2,55.8,281.6,105.7,7.7,517.9,(52.8),,465.1
Beverage Tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.2,7.0,7.7,7.7,34.6,11.6,,46.2
Other Taxes,9.9,12.7,9.2,10.2,9.7,9.5,9.8,8.9,9.7,12.0,10.1,9.7,121.2,,,121.2
Locally Generated Non-tax,25.0,28.0,23.5,21.7,28.7,21.2,28.9,22.5,31.5,22.8,22.0,21.9,297.6,,,297.6
Total Other Governments,11.9,57.3,78.7,56.1,7.5,6.5,12.0,12.6,14.3,13.5,29.5,23.8,323.8,(7.5),,316.3
Total PICA Other Governments,29.7,33.8,31.8,17.8,31.3,39.0,31.8,25.5,50.3,40.7,31.9,31.2,394.7,,,394.7
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,30.5,,44.9,75.4
Total Current Revenue,246.7,325.1,300.5,289.4,233.6,233.8,332.1,494.0,494.0,572.1,359.6,288.3,4169.2,(44.9),"44,9",4169.2
Collection of prior year(s) revenue Other fund balance adjustments,24.7,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,
TOTAL CASH RECEIPTS,271.4,325.1,300.5,294.7,233.7,233.8,332.1,494.0,494.0,572.1,359.6,288.3,4199.2,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,72.3,178.4,118.0,122.1,127.0,120.8,120.8,103.8,160.1,119.3,138.8,138.1,1519.5,67.9,3.5,1590.8
Employee Benefits,57.1,43.5,53.1,47.0,43.3,42.4,46.1,48.8,50.5,50.3,51.3,55.3,588.7,18.5,"0,5",607.6
Pension,3.7,(7.8),4.5,60.4,(6.3),(2.5),(7.0),(3.1),475.6,113.1,(0.3),(2.6),627.5,23.5,,651.0
Purchase of Services,38.2,34.9,64.9,97.6,46.0,76.9,57.8,42.3,73.6,67.3,82.8,87.3,769.6,24.3,105.6,899.5
"Materials, Equipment",3.1,2.5,8.1,6.0,5.8,4.7,6.9,4.7,6.0,5.3,13.2,13.7,79.8,4.5,24.8,109.1
"Contributions, Indemnities",13.9,2.3,11.9,6.2,2.0,14.1,7.7,2.8,10.4,4.8,106.9,6.4,189.4,,,189.4
Debt Service-Short Term,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.2,0.0,4.5,,,4.5
Debt Service-Long Term,92.3,0.5,0.0,0.0,13.2,8.5,22.9,"0,5",0.0,0.0,0.0,11.5,149.5,,,149.5
Interfund Charges,"0,0",0.3,"0,0",0.0,0.0,0.0,"0,0",0.2,0.0,0.5,0.2,5.0,6.1,26.2,,32.3
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0","0,0",0.0,0.0,"0,0","0,0",0.0,0.0,0.0,0.0,"0,0","0,0",,,0.0
Current Year Appropriation,280.6,254.6,260.6,339.3,231.0,264.8,255.2,199.9,776.1,361.0,396.9,314.6,3934.6,"164,7",134.4,4233.7
Prior Yr. Expenditures against Encumbrances,"32,6",22.7,10.8,5.0,2.9,2.9,2.8,10.6,1.4,4.5,0.9,1.8,98.9,,,
Prior Yr. Salaries & Vouchers Payable,63.3,(11.1),57.6,21.7,(1.8),10.4,(21.5),14.1,7.6,(15.9),15.9,0.0,140.4,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,376.5,266.2,329.0,366.0,232.1,278.2,236.5,224.7,785.1,349.6,413.7,316.4,4173.9,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(105.1),58.9,(28.5),(71.3),1.6,(44.4),95.6,269.3,(291.1),222.6,(54.1),(28.1),,,,
Opening Balance,447.2,342.1,401.0,372.5,476.2,477.8,433.4,528.9,798.3,507.2,729.8,500.7,,,,
TRAN,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,(175.0),0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,342.1,401.0,372.5,476.2,477.8,433.4,528.9,798.3,507.2,729.8,500.7,472.5,,,,
