0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,,Estimated Revenues
REVENUES Real Estate Tax,8.3,7.8,7.5,7.4,5.8,14.9,43.8,312.1,105.2,21.3,8.2,5.1,547.4,,,547.4
"City, PICA Wage, Earnings, NP",150.8,124.7,125.4,158.9,130.8,131.5,163.8,143.3,144.3,183.1,141.7,129.1,1727.4,,,1727.4
"Total Wage, Earnings, Net Profits",117.0,97.3,96.6,124.8,98.7,102.9,125.5,109.9,110.8,141.4,106.8,97.5,1329.1,,,1329.1
Realty Transfer Tax,15.8,17.0,20.0,13.3,13.6,15.3,13.7,10.4,15.5,14.9,16.3,18.6,184.3,,,184.3
Sales Tax,22.3,22.2,10.8,10.5,13.3,12.6,13.0,14.9,11.7,12.0,14.3,13.4,171.0,(18.3),,152.7
Business Income & Receipts Tax,4.1,1.9,17.7,7.1,(1.3),7.6,11.4,7.0,44.6,230.3,114.3,8.6,453.2,,,453.2
Other Taxes,7.9,10.3,8.6,7.4,8.1,7.7,7.3,8.1,6.4,13.5,8.0,7.4,100.7,,,100.7
Locally Generated Non-tax,26.4,19.2,19.4,24.8,22.2,20.1,20.5,23.8,726.9,18.1,24.2,24.4,969.7,28.0,,997.7
Total Other Governments,2.4,48.4,66.0,69.6,12.1,7.9,14.7,11.4,18.5,9.6,10.5,10.5,281.7,24.1,,305.8
Total PICA Other Governments,24.8,13.7,31.1,26.5,31.9,24.6,31.9,28.3,36.2,28.2,32.8,22.6,332.6,,,332.6
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.5,18.5,49.4,,67.9
Total Current Revenue,228.9,237.8,277.6,291.3,204.3,213.6,281.7,526.0,1075.8,489.2,349.4,212.6,4388.2,73.5,,4472.0
Collection of prior year(s) revenue Other fund balance adjustments,10.3,8.7,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS Payroll,79.5,108.8,122.7,154.3,111.4,122.0,111.4,111.4,111.4,154.9,111.4,111.4,1410.7,61.2,,1471.9
Employee Benefits,42.8,42.3,51.8,54.3,42.0,44.1,42.0,42.0,42.2,56.2,42.0,42.0,543.7,16.6,,560.3
Pension,3.7,(6.5),4.0,55.8,(1.6),(2.8),2.1,(1.6),1110.9,111.8,0.8,0.8,1277.4,,,1277.4
Purchase of Services,39.6,31.6,84.1,68.8,87.8,50.6,46.4,58.4,71.3,80.7,51.9,59.0,730.3,15.1,70.4,815.7
"Materials, Equipment",3.2,5.0,8.5,9.1,6.0,5.6,6.5,5.1,6.0,6.9,5.6,7.1,74.7,4.7,"13,9",93.3
"Contributions, Indemnities",19.4,4.6,4.2,9.9,21.8,14.9,3.5,3.4,9.8,4.7,30.9,17.7,144.6,"0,5",,145.1
Debt Service-Short Term,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,"0,0",0.0,1.0,1.0,,,1.0
Debt Service-Long Term,18.7,66.5,0.1,0.0,0.3,10.6,32.3,1.2,"0,5",0.1,0.0,5.2,135.6,,,135.6
Interfund Charges,0.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.4,5.9,20.6,22.1,,42.7
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,17.8,,,17.8
Current Year Appropriation,207.2,252.3,275.5,352.2,270.0,261.2,246.4,222.1,1354.4,417.5,245.4,252.4,4356.5,120.1,84.3,4560.9
Prior Yr. Expenditures against Encumbrances,48.1,19.0,18.2,7.1,12.4,6.9,5.7,5.0,2.7,2.0,1.7,1.5,130.3,,,
Prior Yr. Salaries & Vouchers Payable,22.8,33.6,2.1,18.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,,,
TOTAL DISBURSEMENTS,278.2,304.9,295.7,377.4,295.1,268.1,252.1,227.1,1357.1,419.5,247.1,253.9,4576.2,,,
Excess (Def) of Receipts over Disbursements,(39.0),(58.5),(18.0),(74.3),(90.9),(54.5),29.6,"298,9",(281.3),69.7,102.3,(41.3),,,,
Opening Balance,448.9,409.9,351.5,333.4,259.1,298.2,243.8,273.3,572.3,290.9,360.7,333.0,,,,
TRAN,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,(130.0),"0,0",,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,409.9,351.5,333.4,259.1,298.2,243.8,273.3,572.3,290.9,360.7,333.0,291.6,,,,
