0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,,Estimated Revenues
"REVENUES Real Estate Tax",8.2,7.4,7.1,6.9,5.8,14.8,43.0,288.6,117.9,20.9,7.6,8.4,536.6,,,536.6
"Total Wage, Earnings, Net Profits",111.4,90.4,94.8,115.9,102.8,107.3,126.5,106.5,107.1,115.5,112.2,96.5,1286.9,,,1286.9
Realty Transfer Tax,15.2,13.0,12.7,12.2,12.5,13.9,12.3,9.0,13.2,13.4,14.8,15.5,157.6,,,157.6
Sales Tax,21.6,23.6,21.4,21.2,22.0,23.3,21.3,26.5,20.5,20.6,25.1,23.6,270.8,,,270.8
Business Income & Receipts Tax,5.3,5.4,18.8,17.1,(3.3),7.5,8.3,5.5,33.4,205.5,100.7,5.8,410.0,,,410.0
Other Taxes,7.8,10.7,7.3,7.6,8.6,7.5,7.2,7.5,6.2,13.2,8.1,7.4,98.9,,,98.9
Non-tax Locally Generated,27.4,23.3,19.9,19.9,"23,3",21.0,21.5,22.3,26.8,19.6,24.1,24.3,273.3,,,273.3
Total Other Governments,2.9,54.0,70.2,61.8,53.4,9.9,11.4,14.9,12.7,13.1,10.9,10.3,325.5,26.5,,352.0
Total PICA Other Governments,20.2,28.0,24.4,18.7,28.0,25.0,32.1,25.1,36.0,32.3,29.8,25.6,325.1,,,325.1
Interfund Transfers,0.0,8.4,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,14.0,3.0,26.9,40.3,,67.2
Total Current Revenue,220.0,264.3,276.5,281.3,253.0,230.9,283.6,505.9,374.6,454.0,347.3,220.3,3711.7,66.8,,3778.5
Collection of prior year(s) revenue,5.0,15.1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,224.9,279.4,276.5,297.4,253.0,230.9,283.6,505.9,374.6,454.0,347.3,"220,3",3747.8,,,
EXPENSES AND OBLIGATIONS,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
Payroll,84.7,108.3,105.6,149.2,138.6,106.0,114.2,105.7,105.7,143.9,105.7,130.3,1397.6,52.0,,1449.6
Employee Benefits,34.0,42.6,41.0,76.8,41.0,39.5,43.1,39.5,39.5,54.9,39.5,49.8,541.4,17.7,,559.1
Pension,3.7,(5.0),4.7,56.2,(1.8),3.7,3.7,122.5,372.7,110.7,(1.8),(1.8),667.5,,,667.5
Purchase of Services,35.1,60.7,58.2,75.2,59.5,57.2,50.1,56.6,61.8,71.4,50.5,51.5,687.8,23.7,79.1,790.6
"Materials, Equipment",2.6,4.6,8.3,5.9,5.9,6.2,6.6,5.1,5.9,7.4,5.9,6.2,70.6,4.7,13.3,88.6
"Contributions, Indemnities",16.6,3.0,11.0,5.4,82.4,44.8,3.5,3.6,10.2,3.1,1.0,1.0,185.5,1.2,,186.7
Debt Service-Short Term,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,5.0
Debt Service-Long Term,8.2,64.0,0.1,0.0,0.3,5.5,11.5,29.5,"0,6","0,3",0.0,4.6,124.5,,,124.5
Interfund Charges,0.3,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.3,9.0,9.6,22.1,,31.6
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,0.0,0.0,27.8,1.6,1.6,1.6,"1,6",1.6,1.6,37.2,,,37.2
Current Year Appropriation,185.1,278.1,228.9,368.7,325.9,290.7,234.3,364.1,597.9,393.2,202.8,257.1,3726.8,121.4,92.3,3940.5
Prior Yr. Expenditures against Encumbrances,39.3,17.5,11.8,12.2,5.9,5.7,5.5,5.4,2.7,2.0,1.5,1.4,110.8,,,
Prior Yr. Salaries & Vouchers Payable,20.1,20.4,(19.3),25.4,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,46.6,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,244.4,316.0,221.5,406.2,331.9,296.4,239.8,369.5,600.5,395.2,204.3,258.5,3884.2,,,
Excess (Def) of Receipts over Disbursements,(19.5),(36.6),55.1,(108.8),(78.8),(65.5),43.8,136.5,(226.0),58.8,143.0,(38.2),,,,
Opening Balance TRAN,434.3,414.8,378.2,433.3,324.4,245.6,280.1,323.9,460.3,234.3,293.1,336.1,,,,
,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,"0,0",0.0,(100.0),"0,0",,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,414.8,378.2,433.3,324.4,245.6,280.1,323.9,460.3,234.3,293.1,336.1,297.9,,,,
