0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,8.7,9.5,6.5,6.7,5.4,22.3,52.2,355.2,143.5,30.9,15.8,3.4,660.0,,,660.0
"Total Wage, Earnings, Net Profits",142.8,119.6,122.3,145.1,113.4,119.1,170.3,125.3,142.4,167.0,134.4,123.5,1625.2,(16.9),,1608.2
Realty Transfer Tax,38.0,"30,7",20.0,29.2,22.6,26.3,25.3,20.8,24.7,26.4,28.7,30.4,323.0,,,323.0
Sales Tax,25.9,27.8,14.7,13.3,14.4,13.3,12.9,15.6,13.9,12.3,17.9,28.4,210.4,,,210.4
Business Income & Receipts Tax,5.6,2.3,15.8,16.7,1.3,12.8,27.2,5.1,42.5,270.5,46.8,7.5,454.2,,,454.2
Beverage Tax,7.1,6.5,6.6,6.6,7.0,5.6,6.2,6.0,5.6,6.7,6.4,6.5,76.6,,,76.6
Other Taxes,10.9,14.6,9.4,10.3,11.4,9.2,11.3,9.2,9.6,13.2,10.3,9.6,129.2,,,129.2
Locally Generated Non-tax,27.0,28.3,27.5,22.7,30.8,22.2,32.2,21.0,26.2,20.1,27.6,25.0,310.6,,,310.6
Total Other Governments,3.3,63.5,80.2,53.9,23.8,7.2,7.7,12.7,13.2,11.7,12.1,14.0,303.3,12.6,,315.9
Total PICA Other Governments,34.1,41.6,25.4,36.8,49.8,38.6,39.4,28.9,54.3,44.7,44.4,38.7,476.7,,,476.7
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.1,,44.8,72.9
Total Current Revenue,303.4,344.3,328.3,341.2,279.9,276.8,384.8,599.7,475.9,603.4,344.4,315.0,4597.2,(4.3),44.8,4637.7
Collection of prior year(s) revenue Other fund balance adjustments,32.3,23.3,16.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,,,
TOTAL CASH RECEIPTS,335.7,367.6,344.7,351.9,279.9,276.8,384.8,599.7,475.9,603.5,344.4,315.0,4680.0,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,73.4,186.7,138.4,144.4,129.4,130.7,202.3,133.8,133.9,133.9,146.9,135.3,1689.0,67.2,3.5,1759.7
Employee Benefits,47.8,48.5,49.6,51.5,48.9,66.8,47.0,53.5,58.8,53.8,53.5,59.9,639.7,18.7,"0,5",658.9
Pension,3.7,(5.7),4.2,69.6,(5.5),(2.3),(5.3),(3.1),497.1,113.1,(2.0),(2.5),661.3,58.5,,719.8
Purchase of Services,38.0,55.6,55.4,63.1,84.9,62.9,55.7,58.3,83.0,80.5,72.3,92.2,802.0,24.8,127.8,954.6
"Materials, Equipment",3.6,3.8,8.0,7.1,4.2,5.6,5.6,6.8,9.0,8.7,8.2,10.8,81.3,8.1,29.0,118.4
"Contributions, Indemnities",16.7,5.5,56.3,5.6,15.8,48.2,4.7,2.8,55.6,4.8,4.1,62.1,282.1,,,282.1
Debt Service-Short Term,0.0,"0,0",0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.9,7.2,,,7.2
Debt Service-Long Term,111.0,0.5,0.0,0.0,10.1,7.2,29.2,0.0,0.6,0.1,0.1,3.5,162.3,,,162.3
Interfund Charges,3.8,"0,0","0,0",0.0,2.6,0.0,19.1,2.8,0.0,3.6,0.5,5.4,"37,8",49.1,,86.9
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0","0,0",0.0,0.0,"0,0","0,0",10.7,10.7,10.7,10.7,"10,7","53,6",,,53.6
Current Year Appropriation,298.0,294.8,312.0,341.4,290.4,319.0,358.5,265.5,848.6,409.3,294.3,384.3,4416.3,226.3,160.8,4803.4
Prior Yr. Expenditures against Encumbrances,39.1,25.7,17.8,11.6,5.4,5.6,8.0,6.3,4.1,3.7,1.6,1.8,130.6,,,
Prior Yr. Salaries & Vouchers Payable,90.5,27.8,(36.1),144.2,21.3,1.2,(9.5),9.5,0.0,0.0,0.0,0.0,248.9,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,427.6,348.2,293.7,497.2,317.1,325.8,357.0,281.3,852.7,413.0,295.9,386.1,4795.8,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(91.9),19.4,51.0,(145.4),(37.2),(49.0),27.7,318.4,(376.8),190.5,48.5,(71.1),,,,
Opening Balance,768.9,677.1,696.4,747.4,602.0,564.8,515.8,543.5,861.9,485.1,675.6,724.1,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,677.1,696.4,747.4,602.0,564.8,515.8,543.5,861.9,485.1,675.6,724.1,653.1,,,,
