0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued Not Accrued,Estimated Revenues,
REVENUES Real Estate Tax,8.7,9.5,6.5,6.7,5.4,22.3,52.2,390.9,145.1,31.8,13.2,9.2,701.4,(11.9),689.4,
"City, PICA Wage, Earnings, NP",187.0,156.7,160.2,190.7,148.5,160.7,224.1,155.8,186.3,245.6,178.2,150.9,2144.6,(20.1),2124.5,
Tax to PICA,(44.3),(37.1),(37.9),(45.6),(35.1),(41.5),(53.8),(37.4),(45.8),(67.7),(46.0),(38.0),(530.3),8.6,(521.7),
"Total Wage, Earnings, Net Profits",142.8,119.6,122.3,145.1,113.4,119.1,170.3,118.3,140.5,177.8,132.3,112.9,1614.3,(11.5),1602.8,
Realty Transfer Tax,38.0,30.7,20.0,29.2,22.6,26.3,25.3,13.9,23.6,41.7,28.4,30.9,330.5,4.2,334.7,
Sales Tax,25.9,27.8,14.7,13.3,14.4,13.3,12.9,15.5,12.3,12.3,24.2,28.5,215.3,(0.1),215.2,
Business Income & Receipts Tax,5.6,2.3,15.8,16.7,1.3,12.8,27.2,7.9,44.8,355.6,46.2,12.4,548.7,(45.4),503.3,
Beverage Tax,7.1,6.5,6.6,6.6,7.0,5.6,6.2,5.8,5.9,6.3,7.0,6.4,76.9,(0.3),76.6,
Other Taxes,10.9,14.6,9.4,10.3,11.4,9.2,11.3,9.5,9.5,14.1,11.7,9.6,131.5,(1.3),130.2,
Locally Generated Non-tax,27.0,28.3,27.5,22.7,30.8,22.2,32.2,19.4,37.0,30.5,39.6,35.9,353.1,(27.5),325.6,
Total Other Governments,3.3,63.5,80.2,53.9,23.8,7.2,7.7,8.2,5.3,13.1,6.0,9.4,281.6,35.1,316.7,
Total PICA Other Governments,34.1,41.6,25.4,36.8,49.8,38.6,39.4,37.2,46.3,45.6,62.3,29.7,486.8,(12.1),474.7,
Interfund Transfers,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,24.9,48.0,72.9,
Total Current Revenue,303.4,344.3,328.3,341.2,279.9,276.8,384.8,626.7,470.2,728.8,370.9,309.8,"4764,9",(70.8) 48.0,4742.1,
Collection of prior year(s) revenue,32.3,23.3,16.4,10.6,0.0,"0,0",0.0,0.0,"0,0",0.0,0.0,0.0,82.7,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,73.4,186.7,138.4,144.4,129.4,130.7,202.3,124.5,128.6,124.5,139.5,120.5,1642.7,124.6,4.2,1771.5
Employee Benefits,47.8,48.5,49.6,51.5,48.9,66.8,47.0,45.7,52.2,53.5,49.4,62.4,623.3,35.0,"0,5",658.9
Pension,3.7,(5.7),4.2,69.6,(5.5),(2.3),(5.3),(1.7),606.2,17.0,(0.3),(0.3),679.5,39.5,,719.1
Purchase of Services,38.0,55.6,55.4,63.1,84.9,62.9,55.7,56.2,96.8,52.4,87.4,50.3,758.7,24.8,172.3,955.8
"Materials, Equipment",3.6,3.8,8.0,7.1,4.2,5.6,5.6,6.2,7.0,7.6,8.1,7.9,74.6,7.1,41.5,123.2
"Contributions, Indemnities",16.7,5.5,56.3,5.6,15.8,48.2,4.7,3.6,55.5,5.7,4.4,57.6,"279,6",7.4,,287.0
Debt Service-Short Term,"0,0","0,0",0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,"0,5",6.7,,7.2
Debt Service-Long Term,111.0,"0,5","0,0",0.0,10.1,7.2,29.2,"0,5",0.0,0.1,0.8,"0,0",159.3,3.0,,162.3
Interfund Charges,3.8,"0,0",0.0,0.0,2.6,0.0,19.1,0.0,0.0,0.0,0.5,24.1,50.1,44.1,,94.2
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,53.6,,53.6
Current Year Appropriation,298.0,294.8,312.0,341.4,290.4,319.0,358.5,235.1,946.4,260.7,289.6,322.6,4268.4,345.8,218.5,4832.7
,,,,,,,,,,,,,,,,
Prior Yr. Expenditures against Encumbrances,39.1,25.7,17.8,11.6,5.4,5.6,8.0,2.0,6.1,2.3,2.2,"0,4",126.1,,,
Prior Yr. Salaries & Vouchers Payable,90.5,27.8,(36.1),144.2,21.3,1.2,(9.5),11.0,(108.4),111.5,8.4,(6.3),255.6,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,427.6,348.2,293.7,497.2,317.1,325.8,357.0,248.0,844.0,374.5,300.2,316.7,4650.1,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(91.9),19.4,51.0,(145.4),(37.2),(49.0),27.7,378.7,(373.9),354.3,70.7,(6.9),,,,
Opening Balance,768.9,677.1,696.4,747.4,602.0,564.8,515.8,543.5,922.2,548.4,902.7,973.3,,,,
TRAN,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,677.1,696.4,747.4,602.0,564.8,515.8,543.5,922.2,548.4,902.7,973.3,966.4,,,,
