0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,9.1,11.0,8.5,7.9,5.3,25.1,41.8,30.6,365.0,146.3,15.1,8.9,674.6,,,674.6
"Total Wage, Earnings, Net Profits",134.1,135.4,120.8,110.6,134.8,112.7,138.5,135.8,132.0,146.7,128.3,109.7,1539.5,(12.2),,1527.3
Realty Transfer Tax,36.4,22.8,24.6,28.8,26.2,32.4,27.2,15.0,19.0,20.9,20.2,22.2,295.7,(7.5),,288.2
Sales Tax,24.4,29.7,12.5,13.4,15.2,12.5,14.2,15.2,11.0,12.2,15.8,25.9,201.9,2.4,,204.3
Business Income & Receipts Tax,266.4,26.8,19.6,34.6,2.8,21.8,15.7,5.1,50.0,250.3,49.7,8.7,751.4,(269.2),,482.1
Beverage Tax,5.7,6.2,5.6,6.9,5.3,4.9,5.1,4.3,4.4,4.7,4.8,5.0,63.0,,,63.0
Other Taxes,2.7,2.6,4.2,4.3,4.9,4.1,3.9,3.8,4.1,4.4,4.2,4.5,47.7,2.1,,49.8
Locally Generated Non-tax,22.8,20.8,28.5,23.5,34.7,29.0,23.2,34.1,32.8,32.4,35.9,30.0,347.6,,,347.6
Total Other Governments,14.4,45.2,82.7,13.2,19.0,12.6,49.4,15.8,5.0,9.2,9.8,13.6,289.9,88.3,,378.2
Total PICA Other Governments,53.0,37.8,32.6,23.2,62.1,30.5,28.3,26.5,45.9,41.7,41.4,38.7,461.6,,,461.6
Interfund Transfers,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,25.5,59.8,,65.8,125.6
Total Current Revenue,568.9,338.2,339.4,266.4,344.4,285.4,347.4,286.2,669.4,668.9,325.2,292.7,4732.6,(196.1),65.8,4602.4
Collection of prior year(s) revenue,(71.3),17.7,11.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(39.9),,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,497.6,356.0,351.3,268.2,344.5,285.4,347.4,286.2,669.4,668.9,325.2,292.7,4692.7,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS Payroll,50.4,202.6,136.7,150.8,158.5,183.1,134.6,142.1,142.8,142.8,156.4,165.7,1766.4,65.1,4.1,1835.6
Employee Benefits,45.9,41.5,46.3,48.8,60.9,45.9,43.8,51.7,51.9,51.9,56.6,53.5,598.7,37.8,0.5,637.0
Pension,3.6,(0.5),16.8,81.0,(0.3),3.2,(0.3),(0.3),542.6,(5.2),(0.3),(0.3),640.0,13.9,,653.9
Purchase of Services,33.3,49.4,68.6,77.6,63.1,74.7,48.7,42.2,191.1,67.8,65.3,48.2,830.0,25.5,144.5,1000.0
"Materials, Equipment",5.1,2.1,3.6,6.1,5.7,2.7,6.0,7.4,9.2,7.7,7.8,10.0,73.5,3.0,59.0,135.5
"Contributions, Indemnities",19.4,1.6,11.9,65.4,13.9,66.0,7.8,16.5,71.2,10.0,7.6,103.0,394.3,,,394.3
Debt Service-Short Term,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.9,5.2,,,5.2
Debt Service-Long Term,118.6,0.3,0.0,0.0,0.0,5.2,43.0,0.0,0.4,0.2,0.2,12.6,180.5,,,180.5
Interfund Charges,0.0,0.4,0.0,"0,0",20.2,4.4,0.0,3.7,0.0,4.8,"0,0",11.7,45.2,22.0,,67.2
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,"0,0","0,0","0,0",0.0,5.0,5.0,5.0,5.0,5.0,25.0,,,25.0
Current Year Appropriation,276.3,297.2,283.9,429.7,322.0,385.2,284.6,268.3,1014.5,285.1,298.7,413.4,4558.8,167.3,208.0,4934.1
Prior Yr. Expenditures against Encumbrances,41.0,25.1,24.5,24.3,8.0,7.3,5.1,12.9,5.8,7.6,3.0,3.5,168.2,,,
Prior Yr. Salaries & Vouchers Payable,173.8,8.8,(22.3),59.2,(8.5),(35.8),44.1,0.0,0.0,0.0,0.0,0.0,219.3,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,491.1,331.1,286.1,513.2,"321,5",356.7,333.8,281.2,1020.2,292.8,301.7,416.9,4946.3,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,6.5,24.9,65.2,(245.1),23.0,(71.3),13.6,5.0,(350.8),376.1,23.6,(124.2),,,,
Opening Balance,758.8,765.3,790.1,1155.4,910.3,933.3,862.0,875.6,880.6,529.8,905.8,629.4,,,,
TRAN,0.0,0.0,300.0,0.0,"0,0",0.0,0.0,"0,0",0.0,0.0,(300.0),0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,765.3,790.1,1155.4,910.3,933.3,862.0,875.6,880.6,529.8,905.8,629.4,505.2,,,,
