dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Art Museum,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,2005,2000000.0,,34,Art Museum,34
Atwater Kent Museum,279409.0,5524.0,0.0,0.0,0.0,0.0,0.0,2005,284933.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,6632884.0,432754.0,70927.0,0.0,0.0,0.0,0.0,2005,7136565.0,,61,City Controller's Office,61
Board of Building Standards,97529.0,7.0,529.0,0.0,0.0,0.0,0.0,2005,98065.0,,29,L&I: Board of Building and Standards,29
Board of L.&I. Review,167181.0,7889.0,560.0,0.0,0.0,0.0,0.0,2005,175630.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,7273595.0,218871.0,123873.0,0.0,0.0,0.0,0.0,2005,7616339.0,BRT,63,Board of Revision of Taxes,63
Camp William Penn,145253.0,93865.0,39496.0,0.0,0.0,0.0,0.0,2005,278614.0,,19,Camp William Penn,19
Capital Program Office,891231.0,328573.0,71062.0,0.0,0.0,572000.0,0.0,2005,1862866.0,,07,Capital Program Office,07
City Commissioners,4702564.0,3780943.0,537375.0,0.0,0.0,0.0,0.0,2005,9020882.0,City Commissioners,73,City Commissioner's Office,73
City Council,10893841.0,1251907.0,395114.0,0.0,0.0,0.0,0.0,2005,12540862.0,,01,City Council,01
City Planning,3189139.0,105958.0,58451.0,0.0,0.0,0.0,0.0,2005,3353548.0,,51,City Planning Commission,51
City Representative/Commerce,1247251.0,1299752.0,93809.0,2000000.0,0.0,0.0,0.0,2005,4640812.0,City Rep,41,Office of the City Representative,41
City Treasurer,503135.0,57847.0,16000.0,0.0,0.0,0.0,0.0,2005,576982.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,116762.0,24500.0,1604.0,0.0,0.0,0.0,0.0,2005,142866.0,,55,Civil Service Commission,55
Clerk of Quarter Sessions,4334899.0,24359.0,53773.0,0.0,0.0,0.0,0.0,2005,4413031.0,,64,Clerk of Quarter Sessions,64
Commerce-Economic Stimulus,0.0,4131250.0,0.0,0.0,0.0,0.0,0.0,2005,4131250.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,22467924.0,0.0,0.0,0.0,2005,22467924.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,0.0,36740403.0,2005,36740403.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,70738604.0,0.0,0.0,89659766.0,0.0,0.0,2005,160398370.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,8537269.0,10890585.0,2108093.0,2504294.0,0.0,247200.0,0.0,2005,24287441.0,Finance,35,Office of the Director of Finance,35
District Attorney,27439298.0,1667645.0,409385.0,0.0,0.0,768246.0,0.0,2005,30284574.0,DAO,69,District Attorney's Office,69
Fairmount Park Commission,9465641.0,2745208.0,614825.0,850000.0,0.0,0.0,0.0,2005,13675674.0,,17,Fairmount Park Commission,17
Finance-Contribution to School District,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,2005,35000000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,704732847.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,704732847.0,,35EB,Finance: Employee Benefits,35
Finance-PGW  Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,2005,18000000.0,,35PGW,Finance: PGW Reimbursement,35
Fire,152199383.0,5185129.0,7811965.0,0.0,0.0,7567200.0,0.0,2005,172763677.0,Fire,13,Fire Department,13
First Judicial District,90183427.0,28320600.0,2495554.0,0.0,0.0,0.0,0.0,2005,120999581.0,FJD,84,First Judicial District,84
Fleet Management,16510174.0,4823846.0,20915676.0,0.0,0.0,0.0,0.0,2005,42249696.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Purch.,0.0,0.0,2176478.0,0.0,0.0,0.0,0.0,2005,2176478.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,30765441.0,1417236.0,3752302.0,0.0,0.0,0.0,0.0,2005,35934979.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,14500.0,0.0,0.0,0.0,2005,14500.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,275864.0,12229.0,6037.0,0.0,0.0,0.0,0.0,2005,294130.0,,32,Historical Commission,32
Human Relations,2106329.0,40870.0,15528.0,0.0,0.0,0.0,0.0,2005,2162727.0,Human Relations,54,Commission on Human Relations,54
Human Services,84567438.0,511773104.0,4305854.0,556.0,0.0,0.0,0.0,2005,600646952.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,27523492.0,0.0,0.0,0.0,2005,27523492.0,,35IN,Finance: Indemnities,35
Labor Relations,450680.0,9203.0,12665.0,0.0,0.0,0.0,0.0,2005,472548.0,,03,Labor,03
Law,9434053.0,5602048.0,186943.0,0.0,0.0,0.0,0.0,2005,15223044.0,Law,44,Law Department,44
Legal Services,0.0,33483015.0,0.0,0.0,0.0,0.0,0.0,2005,33483015.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,16396204.0,3109128.0,763329.0,0.0,0.0,0.0,0.0,2005,20268661.0,L&I,26,Department of Licenses and Inspections,26
Licenses & Inspection-Demolition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,0.0,,26D,L&I: Demolition,26
Managing Director,7628825.0,4508114.0,746843.0,0.0,0.0,0.0,0.0,2005,12883782.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,481214.0,305331.0,0.0,0.0,0.0,0.0,0.0,2005,786545.0,Mural Arts,50,Mural Arts Program,50
