dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,2012,2300000.0,,34,Art Museum,34
Atwater Kent Museum,215694.0,0.0,0.0,50000.0,0.0,0.0,0.0,2012,265694.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing,6600290.0,688217.0,0.0,0.0,0.0,0.0,0.0,2012,7288507.0,,61,City Controller's Office,61
Board of Building Standards,57935.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,57935.0,,29,L&I: Board of Building and Standards,29
Board of Ethics,657532.0,17123.0,7917.0,0.0,0.0,0.0,0.0,2012,682572.0,,45,Board of Ethics,45
Board of L.&I. Review,117161.0,7282.0,0.0,0.0,0.0,0.0,0.0,2012,124443.0,,27,L&I: Board of Review,27
Board of Revision of Taxes,503932.0,20185.0,15592.0,0.0,0.0,0.0,0.0,2012,539709.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,4948351.0,3050843.0,536167.0,0.0,0.0,0.0,0.0,2012,8535361.0,City Commissioners,73,City Commissioner's Office,73
City Counci,11817917.0,1600959.0,339306.0,0.0,0.0,0.0,0.0,2012,13758182.0,,01,City Council,01
City Planning,2091813.0,77649.0,39748.0,0.0,0.0,0.0,0.0,2012,2209210.0,,51,City Planning Commission,51
City Representative,328571.0,505266.0,44810.0,0.0,0.0,0.0,0.0,2012,878647.0,City Rep,41,Office of the City Representative,41
City Treasurer,717071.0,102015.0,5949.0,0.0,0.0,0.0,0.0,2012,825035.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service,136782.0,29500.0,438.0,0.0,0.0,0.0,0.0,2012,166720.0,,55,Civil Service Commission,55
Commerce,1594665.0,452041.0,20547.0,0.0,0.0,0.0,0.0,2012,2067253.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,0.0,2012,1294448.0,,42ES,Commerce: Economic Stimulus,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,0.0,2012,25409207.0,,35CC,Finance: Community College Subsidy,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,2012,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Debt Service (Sinking Fund),0.0,89711552.0,0.0,0.0,111333976.0,0.0,0.0,2012,201045528.0,Sinking Fund,37,Sinking Fund Commission,37
Director of Finance,8807264.0,4134423.0,134622.0,2318860.0,0.0,0.0,0.0,2012,15395169.0,Finance,35,Office of the Director of Finance,35
District Attorney,28495977.0,1638672.0,497591.0,0.0,0.0,0.0,0.0,2012,30632240.0,DAO,69,District Attorney's Office,69
Finance-Contribution  to School District,0.0,0.0,0.0,48930000.0,0.0,0.0,0.0,2012,48930000.0,,35SD,Finance: School District Contribution,35
Finance-Employee Benefits,1066249915.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1066249915.0,,35EB,Finance: Employee Benefits,35
Fire,173513212.0,6766957.0,7818339.0,0.0,0.0,6951000.0,0.0,2012,195049508.0,Fire,13,Fire Department,13
First Judicial District,89990406.0,24146489.0,2812361.0,0.0,0.0,0.0,0.0,2012,116949256.0,FJD,84,First Judicial District,84
Fleet Management,15307822.0,4861835.0,29457254.0,0.0,0.0,0.0,0.0,2012,49626911.0,Fleet,25,Office of Fleet Management,25
Free Library,28981009.0,2360191.0,1927596.0,0.0,0.0,0.0,0.0,2012,33268796.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,2012,28000.0,,35HA,Finance: Hero Scholarship Awards,35
Historica Commission,357778.0,0.0,807.0,0.0,0.0,0.0,0.0,2012,358585.0,,32,Historical Commission,32
Human Relations,1787026.0,31763.0,11080.0,0.0,0.0,0.0,0.0,2012,1829869.0,Human Relations,54,Commission on Human Relations,54
Human Services (1),23237096.0,78163844.0,528386.0,0.0,0.0,0.0,0.0,2012,101929326.0,DHS,22,Department of Human Services,22
