full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
4,225971,6932,2009,Actual,Full Year,Atwater Kent Museum,2009-06-30,Atwater Kent Museum,18,Atwater Kent
4,248059,82,2010,Actual,Full Year,Atwater Kent Museum,2010-06-30,Atwater Kent Museum,18,Atwater Kent
4,182101,874,2011,Actual,Full Year,Atwater Kent Museum,2011-06-30,Atwater Kent Museum,18,Atwater Kent
4,218630,1433,2012,Adopted Budget,Full Year,Atwater Kent Museum,2012-06-30,Atwater Kent Museum,18,Atwater Kent
4,218630,1433,2012,Target Budget,Full Year,Atwater Kent Museum,2012-06-30,Atwater Kent Museum,18,Atwater Kent
4,218630,0,2012,Current Projection,Full Year,Atwater Kent Museum,2012-06-30,Atwater Kent Museum,18,Atwater Kent
124,7362568,58793,2009,Actual,Full Year,Auditing,2009-06-30,City Controller's Office,61,
120,6886798,43683,2010,Actual,Full Year,Auditing,2010-06-30,City Controller's Office,61,
113,6725248,36360,2011,Actual,Full Year,Auditing,2011-06-30,City Controller's Office,61,
122,7033602,0,2012,Adopted Budget,Full Year,Auditing,2012-06-30,City Controller's Office,61,
115,6757481,6307,2012,Target Budget,Full Year,Auditing,2012-06-30,City Controller's Office,61,
111,6757481,58522,2012,Current Projection,Full Year,Auditing,2012-06-30,City Controller's Office,61,
1,91313,596,2009,Actual,Full Year,Board of Building Standards,2009-06-30,L&I: Board of Building and Standards,29,
1,61224,0,2010,Actual,Full Year,Board of Building Standards,2010-06-30,L&I: Board of Building and Standards,29,
1,61104,0,2011,Actual,Full Year,Board of Building Standards,2011-06-30,L&I: Board of Building and Standards,29,
1,71542,0,2012,Adopted Budget,Full Year,Board of Building Standards,2012-06-30,L&I: Board of Building and Standards,29,
1,70169,0,2012,Target Budget,Full Year,Board of Building Standards,2012-06-30,L&I: Board of Building and Standards,29,
1,70169,0,2012,Current Projection,Full Year,Board of Building Standards,2012-06-30,L&I: Board of Building and Standards,29,
9,677611,0,2009,Actual,Full Year,Board of Ethics,2009-06-30,Board of Ethics,45,
7,679563,0,2010,Actual,Full Year,Board of Ethics,2010-06-30,Board of Ethics,45,
8,642747,0,2011,Actual,Full Year,Board of Ethics,2011-06-30,Board of Ethics,45,
9,700000,0,2012,Adopted Budget,Full Year,Board of Ethics,2012-06-30,Board of Ethics,45,
11,744000,0,2012,Target Budget,Full Year,Board of Ethics,2012-06-30,Board of Ethics,45,
8,744000,0,2012,Current Projection,Full Year,Board of Ethics,2012-06-30,Board of Ethics,45,
2,194190,0,2009,Actual,Full Year,Board of L & I Review,2009-06-30,L&I: Board of Review,27,
2,120849,0,2010,Actual,Full Year,Board of L & I Review,2010-06-30,L&I: Board of Review,27,
2,126917,952,2011,Actual,Full Year,Board of L & I Review,2011-06-30,L&I: Board of Review,27,
2,140645,0,2012,Adopted Budget,Full Year,Board of L & I Review,2012-06-30,L&I: Board of Review,27,
2,140645,0,2012,Target Budget,Full Year,Board of L & I Review,2012-06-30,L&I: Board of Review,27,
2,140645,0,2012,Current Projection,Full Year,Board of L & I Review,2012-06-30,L&I: Board of Review,27,
133,7914757,9591,2009,Actual,Full Year,Bd. of Revision of Taxes,2009-06-30,Board of Revision of Taxes,63,BRT
112,7074332,0,2010,Actual,Full Year,Bd. of Revision of Taxes,2010-06-30,Board of Revision of Taxes,63,BRT
8,1848725,0,2011,Actual,Full Year,Bd. of Revision of Taxes,2011-06-30,Board of Revision of Taxes,63,BRT
10,687073,0,2012,Adopted Budget,Full Year,Bd. of Revision of Taxes,2012-06-30,Board of Revision of Taxes,63,BRT
10,672613,0,2012,Target Budget,Full Year,Bd. of Revision of Taxes,2012-06-30,Board of Revision of Taxes,63,BRT
8,672613,0,2012,Current Projection,Full Year,Bd. of Revision of Taxes,2012-06-30,Board of Revision of Taxes,63,BRT
1,31822,0,2009,Actual,Full Year,Camp William Penn,2009-06-30,Camp William Penn,19,
1,30466,0,2010,Actual,Full Year,Camp William Penn,2010-06-30,Camp William Penn,19,
0,0,0,2011,Actual,Full Year,Camp William Penn,2011-06-30,Camp William Penn,19,
0,0,0,2012,Adopted Budget,Full Year,Camp William Penn,2012-06-30,Camp William Penn,19,
0,0,0,2012,Target Budget,Full Year,Camp William Penn,2012-06-30,Camp William Penn,19,
0,0,0,2012,Current Projection,Full Year,Camp William Penn,2012-06-30,Camp William Penn,19,
24,2004347,4575,2009,Actual,Full Year,"Capital Program Office, Mayor -",2009-06-30,Capital Program Office,07,
0,0,0,2010,Actual,Full Year,"Capital Program Office, Mayor -",2010-06-30,Capital Program Office,07,
0,0,0,2011,Actual,Full Year,"Capital Program Office, Mayor -",2011-06-30,Capital Program Office,07,
0,0,0,2012,Adopted Budget,Full Year,"Capital Program Office, Mayor -",2012-06-30,Capital Program Office,07,
0,0,0,2012,Target Budget,Full Year,"Capital Program Office, Mayor -",2012-06-30,Capital Program Office,07,
0,0,0,2012,Current Projection,Full Year,"Capital Program Office, Mayor -",2012-06-30,Capital Program Office,07,
100,6081795,1122061,2009,Actual,Full Year,City Commissioners,2009-06-30,City Commissioner's Office,73,City Commissioners
102,5858757,847165,2010,Actual,Full Year,City Commissioners,2010-06-30,City Commissioner's Office,73,City Commissioners
95,5320735,859335,2011,Actual,Full Year,City Commissioners,2011-06-30,City Commissioner's Office,73,City Commissioners
98,5511210,890423,2012,Adopted Budget,Full Year,City Commissioners,2012-06-30,City Commissioner's Office,73,City Commissioners
98,5329126,890423,2012,Target Budget,Full Year,City Commissioners,2012-06-30,City Commissioner's Office,73,City Commissioners
91,5329126,756828,2012,Current Projection,Full Year,City Commissioners,2012-06-30,City Commissioner's Office,73,City Commissioners
185,12291886,0,2009,Actual,Full Year,City Council,2009-06-30,City Council,01,
176,11916408,0,2010,Actual,Full Year,City Council,2010-06-30,City Council,01,
182,11603703,0,2011,Actual,Full Year,City Council,2011-06-30,City Council,01,
195,12283837,0,2012,Adopted Budget,Full Year,City Council,2012-06-30,City Council,01,
195,12283837,0,2012,Target Budget,Full Year,City Council,2012-06-30,City Council,01,
175,12283837,2559,2012,Current Projection,Full Year,City Council,2012-06-30,City Council,01,
42,2885063,168,2009,Actual,Full Year,City Planning Commission,2009-06-30,City Planning Commission,51,
40,2745493,0,2010,Actual,Full Year,City Planning Commission,2010-06-30,City Planning Commission,51,
33,2129152,0,2011,Actual,Full Year,City Planning Commission,2011-06-30,City Planning Commission,51,
38,2136956,0,2012,Adopted Budget,Full Year,City Planning Commission,2012-06-30,City Planning Commission,51,
36,2091813,0,2012,Target Budget,Full Year,City Planning Commission,2012-06-30,City Planning Commission,51,
34,2091813,0,2012,Current Projection,Full Year,City Planning Commission,2012-06-30,City Planning Commission,51,
6,387224,11393,2009,Actual,Full Year,City Representative,2009-06-30,Office of the City Representative,41,City Rep
7,329524,0,2010,Actual,Full Year,City Representative,2010-06-30,Office of the City Representative,41,City Rep
6,327235,0,2011,Actual,Full Year,City Representative,2011-06-30,Office of the City Representative,41,City Rep
7,338082,0,2012,Adopted Budget,Full Year,City Representative,2012-06-30,Office of the City Representative,41,City Rep
6,338082,0,2012,Target Budget,Full Year,City Representative,2012-06-30,Office of the City Representative,41,City Rep
6,338082,0,2012,Current Projection,Full Year,City Representative,2012-06-30,Office of the City Representative,41,City Rep
11,556470,9987,2009,Actual,Full Year,City Treasurer,2009-06-30,Office of the City Treasurer,40,City Treasurer
11,619313,996,2010,Actual,Full Year,City Treasurer,2010-06-30,Office of the City Treasurer,40,City Treasurer
13,666050,449,2011,Actual,Full Year,City Treasurer,2011-06-30,Office of the City Treasurer,40,City Treasurer
14,745937,0,2012,Adopted Budget,Full Year,City Treasurer,2012-06-30,Office of the City Treasurer,40,City Treasurer
14,745937,0,2012,Target Budget,Full Year,City Treasurer,2012-06-30,Office of the City Treasurer,40,City Treasurer
14,745937,0,2012,Current Projection,Full Year,City Treasurer,2012-06-30,Office of the City Treasurer,40,City Treasurer
2,139532,0,2009,Actual,Full Year,Civil Service Commission,2009-06-30,Civil Service Commission,55,
2,128307,0,2010,Actual,Full Year,Civil Service Commission,2010-06-30,Civil Service Commission,55,
2,137932,0,2011,Actual,Full Year,Civil Service Commission,2011-06-30,Civil Service Commission,55,
2,139309,0,2012,Adopted Budget,Full Year,Civil Service Commission,2012-06-30,Civil Service Commission,55,
2,136309,0,2012,Target Budget,Full Year,Civil Service Commission,2012-06-30,Civil Service Commission,55,
2,136309,0,2012,Current Projection,Full Year,Civil Service Commission,2012-06-30,Civil Service Commission,55,
110,4881702,163348,2009,Actual,Full Year,Clerk of Quarter Sessions (*),2009-06-30,Clerk of Quarter Sessions,64,
106,4445754,118277,2010,Actual,Full Year,Clerk of Quarter Sessions (*),2010-06-30,Clerk of Quarter Sessions,64,
0,0,0,2011,Actual,Full Year,Clerk of Quarter Sessions (*),2011-06-30,Clerk of Quarter Sessions,64,
0,0,0,2012,Adopted Budget,Full Year,Clerk of Quarter Sessions (*),2012-06-30,Clerk of Quarter Sessions,64,
0,0,0,2012,Target Budget,Full Year,Clerk of Quarter Sessions (*),2012-06-30,Clerk of Quarter Sessions,64,
0,0,0,2012,Current Projection,Full Year,Clerk of Quarter Sessions (*),2012-06-30,Clerk of Quarter Sessions,64,
23,1299648,0,2009,Actual,Full Year,Commerce,2009-06-30,Office of the Director of Commerce,42,Commerce
24,1431917,0,2010,Actual,Full Year,Commerce,2010-06-30,Office of the Director of Commerce,42,Commerce
23,1595054,1066,2011,Actual,Full Year,Commerce,2011-06-30,Office of the Director of Commerce,42,Commerce
24,1761678,0,2012,Adopted Budget,Full Year,Commerce,2012-06-30,Office of the Director of Commerce,42,Commerce
24,1821678,0,2012,Target Budget,Full Year,Commerce,2012-06-30,Office of the Director of Commerce,42,Commerce
18,1821678,133,2012,Current Projection,Full Year,Commerce,2012-06-30,Office of the Director of Commerce,42,Commerce
441,29456083,174690,2009,Actual,Full Year,District Attorney,2009-06-30,District Attorney's Office,69,DAO
410,29075731,153796,2010,Actual,Full Year,District Attorney,2010-06-30,District Attorney's Office,69,DAO
410,28386002,208293,2011,Actual,Full Year,District Attorney,2011-06-30,District Attorney's Office,69,DAO
422,28907203,199990,2012,Adopted Budget,Full Year,District Attorney,2012-06-30,District Attorney's Office,69,DAO
422,28907203,205000,2012,Target Budget,Full Year,District Attorney,2012-06-30,District Attorney's Office,69,DAO
414,28907203,278995,2012,Current Projection,Full Year,District Attorney,2012-06-30,District Attorney's Office,69,DAO
159,8757179,1329249,2009,Actual,Full Year,Fairmount Park,2009-06-30,Fairmount Park Commission,17,
155,8675357,1741485,2010,Actual,Full Year,Fairmount Park,2010-06-30,Fairmount Park Commission,17,
0,0,0,2011,Actual,Full Year,Fairmount Park,2011-06-30,Fairmount Park Commission,17,
0,0,0,2012,Adopted Budget,Full Year,Fairmount Park,2012-06-30,Fairmount Park Commission,17,
0,0,0,2012,Target Budget,Full Year,Fairmount Park,2012-06-30,Fairmount Park Commission,17,
0,0,0,2012,Current Projection,Full Year,Fairmount Park,2012-06-30,Fairmount Park Commission,17,
143,10598489,14037,2009,Actual,Full Year,Finance,2009-06-30,Office of the Director of Finance,35,Finance
141,9559489,6222,2010,Actual,Full Year,Finance,2010-06-30,Office of the Director of Finance,35,Finance
140,8827172,8375,2011,Actual,Full Year,Finance,2011-06-30,Office of the Director of Finance,35,Finance
146,7593274,10000,2012,Adopted Budget,Full Year,Finance,2012-06-30,Office of the Director of Finance,35,Finance
160,7710574,10000,2012,Target Budget,Full Year,Finance,2012-06-30,Office of the Director of Finance,35,Finance
156,7710574,14580,2012,Current Projection,Full Year,Finance,2012-06-30,Office of the Director of Finance,35,Finance
2259,169950366,20521021,2009,Actual,Full Year,Fire,2009-06-30,Fire Department,13,Fire
2187,169463842,19490200,2010,Actual,Full Year,Fire,2010-06-30,Fire Department,13,Fire
2146,174356738,27080170,2011,Actual,Full Year,Fire,2011-06-30,Fire Department,13,Fire
2229,168444509,21229855,2012,Adopted Budget,Full Year,Fire,2012-06-30,Fire Department,13,Fire
2276,172444509,25229865,2012,Target Budget,Full Year,Fire,2012-06-30,Fire Department,13,Fire
2072,173644509,28017048,2012,Current Projection,Full Year,Fire,2012-06-30,Fire Department,13,Fire
1898,90353679,126110,2009,Actual,Full Year,First Judicial District,2009-06-30,First Judicial District,84,FJD
1756,81332197,76951,2010,Actual,Full Year,First Judicial District,2010-06-30,First Judicial District,84,FJD
1869,84989346,3265,2011,Actual,Full Year,First Judicial District,2011-06-30,First Judicial District,84,FJD
1909,84859031,256000,2012,Adopted Budget,Full Year,First Judicial District,2012-06-30,First Judicial District,84,FJD
1948,90934031,256000,2012,Target Budget,Full Year,First Judicial District,2012-06-30,First Judicial District,84,FJD
1957,90934031,112897,2012,Current Projection,Full Year,First Judicial District,2012-06-30,First Judicial District,84,FJD
302,16978931,2179011,2009,Actual,Full Year,Fleet Management,2009-06-30,Office of Fleet Management,25,Fleet
292,16666891,2564572,2010,Actual,Full Year,Fleet Management,2010-06-30,Office of Fleet Management,25,Fleet
265,15732183,2608404,2011,Actual,Full Year,Fleet Management,2011-06-30,Office of Fleet Management,25,Fleet
283,15824382,2240168,2012,Adopted Budget,Full Year,Fleet Management,2012-06-30,Office of Fleet Management,25,Fleet
283,15582207,2451653,2012,Target Budget,Full Year,Fleet Management,2012-06-30,Office of Fleet Management,25,Fleet
268,15582207,2438629,2012,Current Projection,Full Year,Fleet Management,2012-06-30,Office of Fleet Management,25,Fleet
629,32664879,681781,2009,Actual,Full Year,Free Library,2009-06-30,The Free Library of Philadelphia,52,Free Library
602,29099281,472152,2010,Actual,Full Year,Free Library,2010-06-30,The Free Library of Philadelphia,52,Free Library
619,29004685,745424,2011,Actual,Full Year,Free Library,2011-06-30,The Free Library of Philadelphia,52,Free Library
641,29518037,565349,2012,Adopted Budget,Full Year,Free Library,2012-06-30,The Free Library of Philadelphia,52,Free Library
610,29283037,769204,2012,Target Budget,Full Year,Free Library,2012-06-30,The Free Library of Philadelphia,52,Free Library
608,29283037,791993,2012,Current Projection,Full Year,Free Library,2012-06-30,The Free Library of Philadelphia,52,Free Library
6,360867,0,2009,Actual,Full Year,Historical Commission,2009-06-30,Historical Commission,32,
6,360053,0,2010,Actual,Full Year,Historical Commission,2010-06-30,Historical Commission,32,
6,375835,0,2011,Actual,Full Year,Historical Commission,2011-06-30,Historical Commission,32,
6,385995,0,2012,Adopted Budget,Full Year,Historical Commission,2012-06-30,Historical Commission,32,
6,385995,0,2012,Target Budget,Full Year,Historical Commission,2012-06-30,Historical Commission,32,
4,385995,0,2012,Current Projection,Full Year,Historical Commission,2012-06-30,Historical Commission,32,
34,2020865,0,2009,Actual,Full Year,Human Relations Commission,2009-06-30,Commission on Human Relations,54,Human Relations
33,1947511,0,2010,Actual,Full Year,Human Relations Commission,2010-06-30,Commission on Human Relations,54,Human Relations
30,1908658,0,2011,Actual,Full Year,Human Relations Commission,2011-06-30,Commission on Human Relations,54,Human Relations
32,1991572,0,2012,Adopted Budget,Full Year,Human Relations Commission,2012-06-30,Commission on Human Relations,54,Human Relations
31,1950787,0,2012,Target Budget,Full Year,Human Relations Commission,2012-06-30,Commission on Human Relations,54,Human Relations
29,1950787,0,2012,Current Projection,Full Year,Human Relations Commission,2012-06-30,Commission on Human Relations,54,Human Relations
1741,98395991,8573925,2009,Actual,Full Year,Human Services,2009-06-30,Department of Human Services,22,DHS
1751,94110384,7137162,2010,Actual,Full Year,Human Services,2010-06-30,Department of Human Services,22,DHS
1668,92981141,8687587,2011,Actual,Full Year,Human Services,2011-06-30,Department of Human Services,22,DHS
807,42292544,4927740,2012,Adopted Budget,Full Year,Human Services,2012-06-30,Department of Human Services,22,DHS
804,40492544,4010344,2012,Target Budget,Full Year,Human Services,2012-06-30,Department of Human Services,22,DHS
804,40492544,4010344,2012,Current Projection,Full Year,Human Services,2012-06-30,Department of Human Services,22,DHS
7,511008,8911,2009,Actual,Full Year,"Labor Relations, Mayor's Office of",2009-06-30,Labor,03,
7,509093,2897,2010,Actual,Full Year,"Labor Relations, Mayor's Office of",2010-06-30,Labor,03,
6,448006,7167,2011,Actual,Full Year,"Labor Relations, Mayor's Office of",2011-06-30,Labor,03,
8,540979,4977,2012,Adopted Budget,Full Year,"Labor Relations, Mayor's Office of",2012-06-30,Labor,03,
8,529931,18331,2012,Target Budget,Full Year,"Labor Relations, Mayor's Office of",2012-06-30,Labor,03,
8,529931,5068,2012,Current Projection,Full Year,"Labor Relations, Mayor's Office of",2012-06-30,Labor,03,
182,10604942,1623,2009,Actual,Full Year,Law,2009-06-30,Law Department,44,Law
176,10065455,1606,2010,Actual,Full Year,Law,2010-06-30,Law Department,44,Law
160,9232600,1670,2011,Actual,Full Year,Law,2011-06-30,Law Department,44,Law
148,6685874,5000,2012,Adopted Budget,Full Year,Law,2012-06-30,Law Department,44,Law
115,6573489,5000,2012,Target Budget,Full Year,Law,2012-06-30,Law Department,44,Law
105,6573489,286,2012,Current Projection,Full Year,Law,2012-06-30,Law Department,44,Law
309,16560604,578879,2009,Actual,Full Year,Licenses & Inspections,2009-06-30,Department of Licenses and Inspections,26,L&I
305,14202452,439024,2010,Actual,Full Year,Licenses & Inspections,2010-06-30,Department of Licenses and Inspections,26,L&I
290,13663965,514771,2011,Actual,Full Year,Licenses & Inspections,2011-06-30,Department of Licenses and Inspections,26,L&I
311,14344790,503000,2012,Adopted Budget,Full Year,Licenses & Inspections,2012-06-30,Department of Licenses and Inspections,26,L&I
309,14244790,507949,2012,Target Budget,Full Year,Licenses & Inspections,2012-06-30,Department of Licenses and Inspections,26,L&I
298,14244790,531314,2012,Current Projection,Full Year,Licenses & Inspections,2012-06-30,Department of Licenses and Inspections,26,L&I
128,11876751,933811,2009,Actual,Full Year,Managing Director,2009-06-30,Managing Director's Office,10,MDO
112,12308160,797420,2010,Actual,Full Year,Managing Director,2010-06-30,Managing Director's Office,10,MDO
153,12027922,496628,2011,Actual,Full Year,Managing Director,2011-06-30,Managing Director's Office,10,MDO
145,14673379,484950,2012,Adopted Budget,Full Year,Managing Director,2012-06-30,Managing Director's Office,10,MDO
145,14666584,488723,2012,Target Budget,Full Year,Managing Director,2012-06-30,Managing Director's Office,10,MDO
145,14666584,1088415,2012,Current Projection,Full Year,Managing Director,2012-06-30,Managing Director's Office,10,MDO
71,5214185,0,2009,Actual,Full Year,Mayor,2009-06-30,Mayor's Office,05,Mayor
38,3146395,0,2010,Actual,Full Year,Mayor,2010-06-30,Mayor's Office,05,Mayor
33,2952968,0,2011,Actual,Full Year,Mayor,2011-06-30,Mayor's Office,05,Mayor
35,3090676,0,2012,Adopted Budget,Full Year,Mayor,2012-06-30,Mayor's Office,05,Mayor
35,3090676,0,2012,Target Budget,Full Year,Mayor,2012-06-30,Mayor's Office,05,Mayor
33,3090676,0,2012,Current Projection,Full Year,Mayor,2012-06-30,Mayor's Office,05,Mayor
0,0,0,2009,Actual,Full Year,Mayor - Office of Arts and Culture,2009-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,194947,0,2010,Actual,Full Year,Mayor - Office of Arts and Culture,2010-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,198750,0,2011,Actual,Full Year,Mayor - Office of Arts and Culture,2011-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,198750,0,2012,Adopted Budget,Full Year,Mayor - Office of Arts and Culture,2012-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,198750,0,2012,Target Budget,Full Year,Mayor - Office of Arts and Culture,2012-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,198750,0,2012,Current Projection,Full Year,Mayor - Office of Arts and Culture,2012-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
87,0,0,2009,Actual,Full Year,Mayor's Office of Community Services,2009-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2010,Actual,Full Year,Mayor's Office of Community Services,2010-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2011,Actual,Full Year,Mayor's Office of Community Services,2011-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2012,Adopted Budget,Full Year,Mayor's Office of Community Services,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2012,Target Budget,Full Year,Mayor's Office of Community Services,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2012,Current Projection,Full Year,Mayor's Office of Community Services,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2009,Actual,Full Year,Mayor - Office of the Inspector General,2009-06-30,Office of the Inspector General,48,OIG
15,1064724,0,2010,Actual,Full Year,Mayor - Office of the Inspector General,2010-06-30,Office of the Inspector General,48,OIG
16,1028356,0,2011,Actual,Full Year,Mayor - Office of the Inspector General,2011-06-30,Office of the Inspector General,48,OIG
18,1138201,0,2012,Adopted Budget,Full Year,Mayor - Office of the Inspector General,2012-06-30,Office of the Inspector General,48,OIG
18,1140622,0,2012,Target Budget,Full Year,Mayor - Office of the Inspector General,2012-06-30,Office of the Inspector General,48,OIG
17,1140622,0,2012,Current Projection,Full Year,Mayor - Office of the Inspector General,2012-06-30,Office of the Inspector General,48,OIG
8,410517,0,2009,Actual,Full Year,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
8,482014,0,2010,Actual,Full Year,Mayor's Office of Transportation,2010-06-30,Mayor's Office of Transportation and Utilities,46,
8,419184,0,2011,Actual,Full Year,Mayor's Office of Transportation,2011-06-30,Mayor's Office of Transportation and Utilities,46,
10,433677,0,2012,Adopted Budget,Full Year,Mayor's Office of Transportation,2012-06-30,Mayor's Office of Transportation and Utilities,46,
10,433677,0,2012,Target Budget,Full Year,Mayor's Office of Transportation,2012-06-30,Mayor's Office of Transportation and Utilities,46,
8,433677,0,2012,Current Projection,Full Year,Mayor's Office of Transportation,2012-06-30,Mayor's Office of Transportation and Utilities,46,
12,427864,1866,2009,Actual,Full Year,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
12,460634,0,2010,Actual,Full Year,Mural Arts Program,2010-06-30,Mural Arts Program,50,Mural Arts
12,446757,0,2011,Actual,Full Year,Mural Arts Program,2011-06-30,Mural Arts Program,50,Mural Arts
12,446000,3913,2012,Adopted Budget,Full Year,Mural Arts Program,2012-06-30,Mural Arts Program,50,Mural Arts
11,446000,17040,2012,Target Budget,Full Year,Mural Arts Program,2012-06-30,Mural Arts Program,50,Mural Arts
11,446000,11428,2012,Current Projection,Full Year,Mural Arts Program,2012-06-30,Mural Arts Program,50,Mural Arts
26,2142857,21486,2009,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
22,1563276,16783,2010,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2010-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
21,1478243,10302,2011,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2011-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
21,1392261,9342,2012,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2012-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
