full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
4,248440,3134,2017,Actual,Full Year,Atwater Kent Museum,2017-06-30,Atwater Kent Museum,18,Atwater Kent
4,256771,2413,2018,Actual,Full Year,Atwater Kent Museum,2018-06-30,Atwater Kent Museum,18,Atwater Kent
0,0,0,2019,Actual,Full Year,Atwater Kent Museum,2019-06-30,Atwater Kent Museum,18,Atwater Kent
0,0,0,2020,Target Budget,YTD,Atwater Kent Museum,2020-03-31,Atwater Kent Museum,18,Atwater Kent
0,0,0,2020,Actual,YTD,Atwater Kent Museum,2020-03-31,Atwater Kent Museum,18,Atwater Kent
0,0,0,2020,Adopted Budget,Full Year,Atwater Kent Museum,2020-03-31,Atwater Kent Museum,18,Atwater Kent
0,0,0,2020,Target Budget,Full Year,Atwater Kent Museum,2020-03-31,Atwater Kent Museum,18,Atwater Kent
0,0,0,2020,Current Projection,Full Year,Atwater Kent Museum,2020-03-31,Atwater Kent Museum,18,Atwater Kent
127,8055899,13806,2017,Actual,Full Year,Auditing,2017-06-30,City Controller's Office,61,
116,8324348,88050,2018,Actual,Full Year,Auditing,2018-06-30,City Controller's Office,61,
124,8650965,73243,2019,Actual,Full Year,Auditing,2019-06-30,City Controller's Office,61,
126,6529787,60000,2020,Target Budget,YTD,Auditing,2020-03-31,City Controller's Office,61,
126,6529787,37597,2020,Actual,YTD,Auditing,2020-03-31,City Controller's Office,61,
135,8862100,80000,2020,Adopted Budget,Full Year,Auditing,2020-03-31,City Controller's Office,61,
135,9452100,80000,2020,Target Budget,Full Year,Auditing,2020-03-31,City Controller's Office,61,
135,9512516,80000,2020,Current Projection,Full Year,Auditing,2020-03-31,City Controller's Office,61,
11,920605,0,2017,Actual,Full Year,Board of Ethics,2017-06-30,Board of Ethics,45,
10,942040,0,2018,Actual,Full Year,Board of Ethics,2018-06-30,Board of Ethics,45,
10,875033,0,2019,Actual,Full Year,Board of Ethics,2019-06-30,Board of Ethics,45,
8,617654,0,2020,Target Budget,YTD,Board of Ethics,2020-03-31,Board of Ethics,45,
8,617654,0,2020,Actual,YTD,Board of Ethics,2020-03-31,Board of Ethics,45,
12,1041630,0,2020,Adopted Budget,Full Year,Board of Ethics,2020-03-31,Board of Ethics,45,
12,1041630,0,2020,Target Budget,Full Year,Board of Ethics,2020-03-31,Board of Ethics,45,
12,1044071,0,2020,Current Projection,Full Year,Board of Ethics,2020-03-31,Board of Ethics,45,
13,898026,0,2017,Actual,Full Year,Board of Revision of Taxes,2017-06-30,Board of Revision of Taxes,63,BRT
11,904051,0,2018,Actual,Full Year,Board of Revision of Taxes,2018-06-30,Board of Revision of Taxes,63,BRT
11,928286,190,2019,Actual,Full Year,Board of Revision of Taxes,2019-06-30,Board of Revision of Taxes,63,BRT
14,701298,3000,2020,Target Budget,YTD,Board of Revision of Taxes,2020-03-31,Board of Revision of Taxes,63,BRT
14,701298,1645,2020,Actual,YTD,Board of Revision of Taxes,2020-03-31,Board of Revision of Taxes,63,BRT
15,962864,0,2020,Adopted Budget,Full Year,Board of Revision of Taxes,2020-03-31,Board of Revision of Taxes,63,BRT
15,995164,4000,2020,Target Budget,Full Year,Board of Revision of Taxes,2020-03-31,Board of Revision of Taxes,63,BRT
15,995164,4000,2020,Current Projection,Full Year,Board of Revision of Taxes,2020-03-31,Board of Revision of Taxes,63,BRT
99,5960120,1140928,2017,Actual,Full Year,City Commissioners,2017-06-30,City Commissioner's Office,73,City Commissioners
100,5524532,803429,2018,Actual,Full Year,City Commissioners,2018-06-30,City Commissioner's Office,73,City Commissioners
94,5830533,1033718,2019,Actual,Full Year,City Commissioners,2019-06-30,City Commissioner's Office,73,City Commissioners
131,4508784,1023166,2020,Target Budget,YTD,City Commissioners,2020-03-31,City Commissioner's Office,73,City Commissioners
131,4508784,1036511,2020,Actual,YTD,City Commissioners,2020-03-31,City Commissioner's Office,73,City Commissioners
105,6633233,1097554,2020,Adopted Budget,Full Year,City Commissioners,2020-03-31,City Commissioner's Office,73,City Commissioners
105,6633233,1097554,2020,Target Budget,Full Year,City Commissioners,2020-03-31,City Commissioner's Office,73,City Commissioners
131,6636209,1297554,2020,Current Projection,Full Year,City Commissioners,2020-03-31,City Commissioner's Office,73,City Commissioners
194,13295341,35812,2017,Actual,Full Year,City Council,2017-06-30,City Council,01,
192,13909585,14624,2018,Actual,Full Year,City Council,2018-06-30,City Council,01,
197,14104805,2882,2019,Actual,Full Year,City Council,2019-06-30,City Council,01,
178,9719777,0,2020,Target Budget,YTD,City Council,2020-03-31,City Council,01,
178,9719777,0,2020,Actual,YTD,City Council,2020-03-31,City Council,01,
208,15427138,0,2020,Adopted Budget,Full Year,City Council,2020-03-31,City Council,01,
208,15627138,0,2020,Target Budget,Full Year,City Council,2020-03-31,City Council,01,
208,15627138,0,2020,Current Projection,Full Year,City Council,2020-03-31,City Council,01,
30,2351776,7270,2017,Actual,Full Year,City Planning Commission,2017-06-30,City Planning Commission,51,
0,0,0,2018,Actual,Full Year,City Planning Commission,2018-06-30,City Planning Commission,51,
0,0,0,2019,Actual,Full Year,City Planning Commission,2019-06-30,City Planning Commission,51,
0,0,0,2020,Target Budget,YTD,City Planning Commission,2020-03-31,City Planning Commission,51,
0,0,0,2020,Actual,YTD,City Planning Commission,2020-03-31,City Planning Commission,51,
0,0,0,2020,Adopted Budget,Full Year,City Planning Commission,2020-03-31,City Planning Commission,51,
0,0,0,2020,Target Budget,Full Year,City Planning Commission,2020-03-31,City Planning Commission,51,
0,0,0,2020,Current Projection,Full Year,City Planning Commission,2020-03-31,City Planning Commission,51,
6,505031,4291,2017,Actual,Full Year,City Representative,2017-06-30,Office of the City Representative,41,City Rep
9,631584,4165,2018,Actual,Full Year,City Representative,2018-06-30,Office of the City Representative,41,City Rep
8,714833,2239,2019,Actual,Full Year,City Representative,2019-06-30,Office of the City Representative,41,City Rep
9,473279,0,2020,Target Budget,YTD,City Representative,2020-03-31,Office of the City Representative,41,City Rep
9,473279,0,2020,Actual,YTD,City Representative,2020-03-31,Office of the City Representative,41,City Rep
10,795916,0,2020,Adopted Budget,Full Year,City Representative,2020-03-31,Office of the City Representative,41,City Rep
10,830942,0,2020,Target Budget,Full Year,City Representative,2020-03-31,Office of the City Representative,41,City Rep
10,830942,0,2020,Current Projection,Full Year,City Representative,2020-03-31,Office of the City Representative,41,City Rep
14,979945,290,2017,Actual,Full Year,City Treasurer,2017-06-30,Office of the City Treasurer,40,City Treasurer
15,1064446,0,2018,Actual,Full Year,City Treasurer,2018-06-30,Office of the City Treasurer,40,City Treasurer
16,1098380,3927,2019,Actual,Full Year,City Treasurer,2019-06-30,Office of the City Treasurer,40,City Treasurer
16,871605,2250,2020,Target Budget,YTD,City Treasurer,2020-03-31,Office of the City Treasurer,40,City Treasurer
16,871605,6896,2020,Actual,YTD,City Treasurer,2020-03-31,Office of the City Treasurer,40,City Treasurer
18,1262499,0,2020,Adopted Budget,Full Year,City Treasurer,2020-03-31,Office of the City Treasurer,40,City Treasurer
18,1288866,3000,2020,Target Budget,Full Year,City Treasurer,2020-03-31,Office of the City Treasurer,40,City Treasurer
