category,fiscal_month,amount
payroll,1,50.4
employee_benefits,1,45.9
pension,1,3.6
purchases_of_services,1,33.3
materials_equipment,1,5.1
contributions_indemnities,1,19.4
debt_service_short,1,0.2
debt_service_long,1,118.6
interfund_charges,1,0.0
advances_misc_payments,1,0.0
current_year_appropriation,1,276.3
prior_year_encumbrances,1,41.0
prior_year_vouchers_payable,1,46.9
total_disbursements,1,364.2
payroll,2,202.6
employee_benefits,2,41.5
pension,2,-0.5
purchases_of_services,2,49.4
materials_equipment,2,2.1
contributions_indemnities,2,1.6
debt_service_short,2,0.0
debt_service_long,2,0.3
interfund_charges,2,0.4
advances_misc_payments,2,0.0
current_year_appropriation,2,297.2
prior_year_encumbrances,2,25.1
prior_year_vouchers_payable,2,8.8
total_disbursements,2,331.1
payroll,3,136.7
employee_benefits,3,46.3
pension,3,16.8
purchases_of_services,3,68.6
materials_equipment,3,3.6
contributions_indemnities,3,11.9
debt_service_short,3,0.1
debt_service_long,3,0.0
interfund_charges,3,0.0
advances_misc_payments,3,0.0
current_year_appropriation,3,283.9
prior_year_encumbrances,3,24.5
prior_year_vouchers_payable,3,-22.3
total_disbursements,3,286.1
payroll,4,150.8
employee_benefits,4,48.8
pension,4,81.0
purchases_of_services,4,77.6
materials_equipment,4,6.1
contributions_indemnities,4,65.4
debt_service_short,4,0.0
debt_service_long,4,0.0
interfund_charges,4,0.0
advances_misc_payments,4,0.0
current_year_appropriation,4,429.7
prior_year_encumbrances,4,24.3
prior_year_vouchers_payable,4,59.2
total_disbursements,4,513.2
payroll,5,153.9
employee_benefits,5,54.6
pension,5,-0.6
purchases_of_services,5,43.6
materials_equipment,5,8.2
contributions_indemnities,5,14.5
debt_service_short,5,0.0
debt_service_long,5,0.2
interfund_charges,5,0.3
advances_misc_payments,5,0.0
current_year_appropriation,5,274.7
prior_year_encumbrances,5,13.4
prior_year_vouchers_payable,5,0.0
total_disbursements,5,288.1
payroll,6,140.3
employee_benefits,6,49.9
pension,6,3.2
purchases_of_services,6,65.5
materials_equipment,6,8.2
contributions_indemnities,6,73.6
debt_service_short,6,0.0
debt_service_long,6,0.2
interfund_charges,6,0.2
advances_misc_payments,6,3.5
current_year_appropriation,6,344.7
prior_year_encumbrances,6,93.6
prior_year_vouchers_payable,6,0.0
total_disbursements,6,438.4
payroll,7,202.3
employee_benefits,7,71.7
pension,7,-0.5
purchases_of_services,7,43.4
materials_equipment,7,7.6
contributions_indemnities,7,10.9
debt_service_short,7,0.0
debt_service_long,7,5.4
interfund_charges,7,32.0
advances_misc_payments,7,3.5
current_year_appropriation,7,376.4
prior_year_encumbrances,7,18.5
prior_year_vouchers_payable,7,0.0
total_disbursements,7,394.9
payroll,8,139.6
employee_benefits,8,51.7
pension,8,-0.3
purchases_of_services,8,42.2
materials_equipment,8,7.4
contributions_indemnities,8,16.5
debt_service_short,8,0.0
debt_service_long,8,43.2
interfund_charges,8,3.7
advances_misc_payments,8,3.5
current_year_appropriation,8,307.6
prior_year_encumbrances,8,12.9
prior_year_vouchers_payable,8,0.0
total_disbursements,8,320.5
payroll,9,140.3
employee_benefits,9,51.9
pension,9,543.1
purchases_of_services,9,191.1
materials_equipment,9,9.2
contributions_indemnities,9,71.2
debt_service_short,9,0.0
debt_service_long,9,0.4
interfund_charges,9,0.0
advances_misc_payments,9,3.5
current_year_appropriation,9,1010.9
prior_year_encumbrances,9,5.8
prior_year_vouchers_payable,9,0.0
total_disbursements,9,1016.7
payroll,10,140.3
employee_benefits,10,51.9
pension,10,-5.2
purchases_of_services,10,67.8
materials_equipment,10,7.7
contributions_indemnities,10,10.0
debt_service_short,10,0.0
debt_service_long,10,0.2
interfund_charges,10,4.8
advances_misc_payments,10,3.5
current_year_appropriation,10,281.1
prior_year_encumbrances,10,7.6
prior_year_vouchers_payable,10,0.0
total_disbursements,10,288.8
payroll,11,153.9
employee_benefits,11,56.6
pension,11,-0.3
purchases_of_services,11,65.3
materials_equipment,11,7.8
contributions_indemnities,11,7.6
debt_service_short,11,0.0
debt_service_long,11,0.2
interfund_charges,11,0.0
advances_misc_payments,11,3.5
current_year_appropriation,11,294.7
prior_year_encumbrances,11,3.0
prior_year_vouchers_payable,11,0.0
total_disbursements,11,297.7
payroll,12,144.9
employee_benefits,12,53.5
pension,12,-0.3
purchases_of_services,12,48.2
materials_equipment,12,10.0
contributions_indemnities,12,78.9
debt_service_short,12,4.9
debt_service_long,12,11.9
interfund_charges,12,3.9
advances_misc_payments,12,4.0
current_year_appropriation,12,359.9
prior_year_encumbrances,12,3.5
prior_year_vouchers_payable,12,0.0
total_disbursements,12,363.4
payroll,13,1756.0
employee_benefits,13,624.4
pension,13,640.0
purchases_of_services,13,796.1
materials_equipment,13,83.2
contributions_indemnities,13,381.5
debt_service_short,13,5.2
debt_service_long,13,180.5
interfund_charges,13,45.2
advances_misc_payments,13,25.0
current_year_appropriation,13,4537.1
prior_year_encumbrances,13,273.3
prior_year_vouchers_payable,13,92.5
total_disbursements,13,4903.0
