category,fiscal_month,amount
payroll,1,72.3
employee_benefits,1,57.1
pension,1,3.7
purchases_of_services,1,38.2
materials_equipment,1,3.1
contributions_indemnities,1,13.9
debt_service_short,1,0.0
debt_service_long,1,92.3
interfund_charges,1,0.0
advances_misc_payments,1,0.0
current_year_appropriation,1,280.6
prior_year_encumbrances,1,32.6
prior_year_vouchers_payable,1,63.3
total_disbursements,1,376.5
payroll,2,178.4
employee_benefits,2,43.5
pension,2,-7.8
purchases_of_services,2,34.9
materials_equipment,2,2.5
contributions_indemnities,2,2.3
debt_service_short,2,0.0
debt_service_long,2,0.5
interfund_charges,2,0.3
advances_misc_payments,2,0.0
current_year_appropriation,2,254.6
prior_year_encumbrances,2,22.7
prior_year_vouchers_payable,2,-11.1
total_disbursements,2,266.2
payroll,3,118.0
employee_benefits,3,53.1
pension,3,4.5
purchases_of_services,3,64.9
materials_equipment,3,8.1
contributions_indemnities,3,11.9
debt_service_short,3,0.0
debt_service_long,3,0.0
interfund_charges,3,0.0
advances_misc_payments,3,0.0
current_year_appropriation,3,260.6
prior_year_encumbrances,3,10.8
prior_year_vouchers_payable,3,57.6
total_disbursements,3,329.0
payroll,4,122.1
employee_benefits,4,47.0
pension,4,60.4
purchases_of_services,4,97.6
materials_equipment,4,6.0
contributions_indemnities,4,6.2
debt_service_short,4,0.0
debt_service_long,4,0.0
interfund_charges,4,0.0
advances_misc_payments,4,0.0
current_year_appropriation,4,339.3
prior_year_encumbrances,4,5.0
prior_year_vouchers_payable,4,21.7
total_disbursements,4,366.0
payroll,5,119.2
employee_benefits,5,46.1
pension,5,-6.6
purchases_of_services,5,79.3
materials_equipment,5,8.3
contributions_indemnities,5,8.0
debt_service_short,5,0.0
debt_service_long,5,0.5
interfund_charges,5,0.0
advances_misc_payments,5,0.0
current_year_appropriation,5,254.9
prior_year_encumbrances,5,6.5
prior_year_vouchers_payable,5,9.0
total_disbursements,5,270.4
payroll,6,129.7
employee_benefits,6,50.4
pension,6,-1.1
purchases_of_services,6,69.8
materials_equipment,6,8.4
contributions_indemnities,6,2.7
debt_service_short,6,0.0
debt_service_long,6,14.3
interfund_charges,6,1.0
advances_misc_payments,6,1.1
current_year_appropriation,6,276.3
prior_year_encumbrances,6,3.8
prior_year_vouchers_payable,6,0.0
total_disbursements,6,280.1
payroll,7,119.2
employee_benefits,7,46.0
pension,7,-7.2
purchases_of_services,7,52.9
materials_equipment,7,8.6
contributions_indemnities,7,4.3
debt_service_short,7,0.0
debt_service_long,7,9.2
interfund_charges,7,0.1
advances_misc_payments,7,1.2
current_year_appropriation,7,234.3
prior_year_encumbrances,7,8.8
prior_year_vouchers_payable,7,0.0
total_disbursements,7,243.1
payroll,8,119.2
employee_benefits,8,43.9
pension,8,-5.6
purchases_of_services,8,61.5
materials_equipment,8,6.8
contributions_indemnities,8,5.3
debt_service_short,8,0.0
debt_service_long,8,24.7
interfund_charges,8,1.3
advances_misc_payments,8,1.2
current_year_appropriation,8,258.2
prior_year_encumbrances,8,5.8
prior_year_vouchers_payable,8,0.0
total_disbursements,8,264.0
payroll,9,166.8
employee_benefits,9,62.3
pension,9,482.8
purchases_of_services,9,76.8
materials_equipment,9,8.6
contributions_indemnities,9,11.5
debt_service_short,9,0.0
debt_service_long,9,0.5
interfund_charges,9,0.0
advances_misc_payments,9,1.2
current_year_appropriation,9,810.6
prior_year_encumbrances,9,5.4
prior_year_vouchers_payable,9,0.0
total_disbursements,9,816.0
payroll,10,119.2
employee_benefits,10,43.9
pension,10,107.9
purchases_of_services,10,82.7
materials_equipment,10,8.7
contributions_indemnities,10,5.5
debt_service_short,10,0.0
debt_service_long,10,0.0
interfund_charges,10,0.1
advances_misc_payments,10,1.2
current_year_appropriation,10,369.1
prior_year_encumbrances,10,2.5
prior_year_vouchers_payable,10,0.0
total_disbursements,10,371.6
payroll,11,119.2
employee_benefits,11,43.9
pension,11,-3.1
purchases_of_services,11,58.3
materials_equipment,11,8.1
contributions_indemnities,11,98.4
debt_service_short,11,0.0
debt_service_long,11,0.0
interfund_charges,11,0.6
advances_misc_payments,11,1.2
current_year_appropriation,11,326.6
prior_year_encumbrances,11,0.9
prior_year_vouchers_payable,11,0.0
total_disbursements,11,327.5
payroll,12,129.7
employee_benefits,12,48.2
pension,12,-2.6
purchases_of_services,12,78.6
materials_equipment,12,9.8
contributions_indemnities,12,19.3
debt_service_short,12,4.5
debt_service_long,12,7.3
interfund_charges,12,5.0
advances_misc_payments,12,1.2
current_year_appropriation,12,301.1
prior_year_encumbrances,12,1.8
prior_year_vouchers_payable,12,0.0
total_disbursements,12,302.9
payroll,13,1513.0
employee_benefits,13,585.4
pension,13,625.3
purchases_of_services,13,795.6
materials_equipment,13,87.0
contributions_indemnities,13,189.4
debt_service_short,13,4.5
debt_service_long,13,149.5
interfund_charges,13,8.3
advances_misc_payments,13,8.3
current_year_appropriation,13,3966.1
prior_year_encumbrances,13,106.6
prior_year_vouchers_payable,13,140.5
total_disbursements,13,4213.2
