category,fiscal_month,amount
payroll,1,56.9
employee_benefits,1,35.0
pension,1,360.2
purchases_of_services,1,27.4
materials_equipment,1,2.3
contributions_indemnities,1,9.0
debt_service_short,1,0.0
debt_service_long,1,1.2
interfund_charges,1,0.6
advances_misc_payments,1,31.2
current_year_appropriation,1,523.8
prior_year_encumbrances,1,54.5
prior_year_vouchers_payable,1,68.0
total_disbursements,1,646.3
payroll,2,143.2
employee_benefits,2,41.0
pension,2,-1.7
purchases_of_services,2,56.0
materials_equipment,2,5.3
contributions_indemnities,2,5.7
debt_service_short,2,0.0
debt_service_long,2,2.3
interfund_charges,2,0.0
advances_misc_payments,2,0.0
current_year_appropriation,2,251.8
prior_year_encumbrances,2,24.5
prior_year_vouchers_payable,2,11.4
total_disbursements,2,287.7
payroll,3,100.9
employee_benefits,3,32.8
pension,3,-2.1
purchases_of_services,3,92.4
materials_equipment,3,8.0
contributions_indemnities,3,8.8
debt_service_short,3,0.0
debt_service_long,3,18.8
interfund_charges,3,0.0
advances_misc_payments,3,0.0
current_year_appropriation,3,259.6
prior_year_encumbrances,3,12.8
prior_year_vouchers_payable,3,3.5
total_disbursements,3,275.9
payroll,4,102.1
employee_benefits,4,33.8
pension,4,17.3
purchases_of_services,4,98.3
materials_equipment,4,4.6
contributions_indemnities,4,1.3
debt_service_short,4,0.0
debt_service_long,4,0.7
interfund_charges,4,0.0
advances_misc_payments,4,0.0
current_year_appropriation,4,258.1
prior_year_encumbrances,4,8.5
prior_year_vouchers_payable,4,1.5
total_disbursements,4,268.1
payroll,5,110.1
employee_benefits,5,33.6
pension,5,-2.0
purchases_of_services,5,76.7
materials_equipment,5,5.5
contributions_indemnities,5,4.0
debt_service_short,5,0.0
debt_service_long,5,7.5
interfund_charges,5,0.0
advances_misc_payments,5,0.0
current_year_appropriation,5,235.4
prior_year_encumbrances,5,6.1
prior_year_vouchers_payable,5,0.6
total_disbursements,5,242.1
payroll,6,100.2
employee_benefits,6,41.7
pension,6,-1.8
purchases_of_services,6,78.8
materials_equipment,6,5.3
contributions_indemnities,6,7.2
debt_service_short,6,0.0
debt_service_long,6,0.8
interfund_charges,6,0.0
advances_misc_payments,6,0.0
current_year_appropriation,6,232.2
prior_year_encumbrances,6,3.4
prior_year_vouchers_payable,6,0.0
total_disbursements,6,235.6
payroll,7,151.9
employee_benefits,7,46.6
pension,7,1.3
purchases_of_services,7,96.5
materials_equipment,7,5.3
contributions_indemnities,7,0.7
debt_service_short,7,0.0
debt_service_long,7,6.3
interfund_charges,7,0.0
advances_misc_payments,7,0.0
current_year_appropriation,7,308.6
prior_year_encumbrances,7,4.3
prior_year_vouchers_payable,7,0.0
total_disbursements,7,312.9
payroll,8,98.4
employee_benefits,8,33.0
pension,8,-1.6
purchases_of_services,8,65.0
materials_equipment,8,6.0
contributions_indemnities,8,5.2
debt_service_short,8,0.0
debt_service_long,8,5.3
interfund_charges,8,0.0
advances_misc_payments,8,0.0
current_year_appropriation,8,211.3
prior_year_encumbrances,8,4.5
prior_year_vouchers_payable,8,0.0
total_disbursements,8,215.8
payroll,9,102.2
employee_benefits,9,42.0
pension,9,-1.8
purchases_of_services,9,103.7
materials_equipment,9,8.0
contributions_indemnities,9,2.4
debt_service_short,9,0.0
debt_service_long,9,19.0
interfund_charges,9,30.0
advances_misc_payments,9,0.0
current_year_appropriation,9,305.5
prior_year_encumbrances,9,4.4
prior_year_vouchers_payable,9,0.0
total_disbursements,9,309.9
payroll,10,92.1
employee_benefits,10,31.2
pension,10,57.5
purchases_of_services,10,92.4
materials_equipment,10,6.3
contributions_indemnities,10,9.0
debt_service_short,10,0.0
debt_service_long,10,0.8
interfund_charges,10,0.0
advances_misc_payments,10,0.0
current_year_appropriation,10,289.3
prior_year_encumbrances,10,5.0
prior_year_vouchers_payable,10,0.0
total_disbursements,10,294.3
payroll,11,108.4
employee_benefits,11,32.2
pension,11,-4.1
purchases_of_services,11,106.0
materials_equipment,11,7.6
contributions_indemnities,11,26.3
debt_service_short,11,0.0
debt_service_long,11,15.4
interfund_charges,11,0.0
advances_misc_payments,11,0.0
current_year_appropriation,11,291.8
prior_year_encumbrances,11,1.8
prior_year_vouchers_payable,11,0.0
total_disbursements,11,293.6
payroll,12,107.2
employee_benefits,12,53.3
pension,12,-2.1
purchases_of_services,12,80.1
materials_equipment,12,7.9
contributions_indemnities,12,29.1
debt_service_short,12,13.1
debt_service_long,12,6.5
interfund_charges,12,31.0
advances_misc_payments,12,0.0
current_year_appropriation,12,326.1
prior_year_encumbrances,12,1.1
prior_year_vouchers_payable,12,0.0
total_disbursements,12,327.2
payroll,13,1273.6
employee_benefits,13,456.2
pension,13,419.1
purchases_of_services,13,973.3
materials_equipment,13,72.1
contributions_indemnities,13,108.8
debt_service_short,13,13.1
debt_service_long,13,84.6
interfund_charges,13,61.6
advances_misc_payments,13,31.2
current_year_appropriation,13,3493.6
prior_year_encumbrances,13,131.0
prior_year_vouchers_payable,13,84.9
total_disbursements,13,3709.4
