category,fiscal_month,amount
payroll,1,50.4
employee_benefits,1,45.9
pension,1,3.6
purchase_of_services,1,33.3
materials_equipment,1,5.1
contributions_indemnities,1,19.4
debt_serviceshort_term,1,0.2
debt_servicelong_term,1,118.6
interfund_charges,1,0.0
advances_and_misc_pmts_labor_obligations,1,0.0
current_year_appropriation,1,276.3
prior_yr_expenditures_against_encumbrances,1,41.0
prior_yr_salaries_and_vouchers_payable,1,173.8
total_disbursements,1,491.1
payroll,2,202.6
employee_benefits,2,41.5
pension,2,-0.5
purchase_of_services,2,49.4
materials_equipment,2,2.1
contributions_indemnities,2,1.6
debt_serviceshort_term,2,0.0
debt_servicelong_term,2,0.3
interfund_charges,2,0.4
advances_and_misc_pmts_labor_obligations,2,0.0
current_year_appropriation,2,297.2
prior_yr_expenditures_against_encumbrances,2,25.1
prior_yr_salaries_and_vouchers_payable,2,8.8
total_disbursements,2,331.1
payroll,3,136.7
employee_benefits,3,46.3
pension,3,16.8
purchase_of_services,3,68.6
materials_equipment,3,3.6
contributions_indemnities,3,11.9
debt_serviceshort_term,3,0.1
debt_servicelong_term,3,0.0
interfund_charges,3,0.0
advances_and_misc_pmts_labor_obligations,3,0.0
current_year_appropriation,3,283.9
prior_yr_expenditures_against_encumbrances,3,24.5
prior_yr_salaries_and_vouchers_payable,3,-22.3
total_disbursements,3,286.1
payroll,4,150.8
employee_benefits,4,48.8
pension,4,81.0
purchase_of_services,4,77.6
materials_equipment,4,6.1
contributions_indemnities,4,65.4
debt_serviceshort_term,4,0.0
debt_servicelong_term,4,0.0
interfund_charges,4,0.0
advances_and_misc_pmts_labor_obligations,4,0.0
current_year_appropriation,4,429.7
prior_yr_expenditures_against_encumbrances,4,24.3
prior_yr_salaries_and_vouchers_payable,4,59.2
total_disbursements,4,513.2
payroll,5,158.5
employee_benefits,5,60.9
pension,5,-0.3
purchase_of_services,5,63.1
materials_equipment,5,5.7
contributions_indemnities,5,13.9
debt_serviceshort_term,5,0.0
debt_servicelong_term,5,0.0
interfund_charges,5,20.2
advances_and_misc_pmts_labor_obligations,5,0.0
current_year_appropriation,5,322.0
prior_yr_expenditures_against_encumbrances,5,8.0
prior_yr_salaries_and_vouchers_payable,5,-8.5
total_disbursements,5,321.5
payroll,6,183.1
employee_benefits,6,45.9
pension,6,3.2
purchase_of_services,6,74.7
materials_equipment,6,2.7
contributions_indemnities,6,66.0
debt_serviceshort_term,6,0.0
debt_servicelong_term,6,5.2
interfund_charges,6,4.4
advances_and_misc_pmts_labor_obligations,6,0.0
current_year_appropriation,6,385.2
prior_yr_expenditures_against_encumbrances,6,7.3
prior_yr_salaries_and_vouchers_payable,6,-35.8
total_disbursements,6,356.7
payroll,7,134.6
employee_benefits,7,45.2
pension,7,-0.3
purchase_of_services,7,48.7
materials_equipment,7,6.0
contributions_indemnities,7,7.8
debt_serviceshort_term,7,1.0
debt_servicelong_term,7,43.0
interfund_charges,7,0.0
advances_and_misc_pmts_labor_obligations,7,0.0
current_year_appropriation,7,286.0
prior_yr_expenditures_against_encumbrances,7,5.1
prior_yr_salaries_and_vouchers_payable,7,43.8
total_disbursements,7,334.9
payroll,8,146.1
employee_benefits,8,55.5
pension,8,-0.3
purchase_of_services,8,62.8
materials_equipment,8,2.9
contributions_indemnities,8,20.0
debt_serviceshort_term,8,0.0
debt_servicelong_term,8,0.3
interfund_charges,8,0.0
advances_and_misc_pmts_labor_obligations,8,0.0
current_year_appropriation,8,287.1
prior_yr_expenditures_against_encumbrances,8,7.4
prior_yr_salaries_and_vouchers_payable,8,-21.3
total_disbursements,8,273.3
payroll,9,145.0
employee_benefits,9,52.7
pension,9,531.2
purchase_of_services,9,100.3
materials_equipment,9,6.7
contributions_indemnities,9,65.7
debt_serviceshort_term,9,0.1
debt_servicelong_term,9,0.0
interfund_charges,9,0.0
advances_and_misc_pmts_labor_obligations,9,0.0
current_year_appropriation,9,901.7
prior_yr_expenditures_against_encumbrances,9,10.1
prior_yr_salaries_and_vouchers_payable,9,0.0
total_disbursements,9,886.9
payroll,10,129.4
employee_benefits,10,47.9
pension,10,-0.3
purchase_of_services,10,78.7
materials_equipment,10,3.5
contributions_indemnities,10,18.9
debt_serviceshort_term,10,0.0
debt_servicelong_term,10,0.0
interfund_charges,10,0.0
advances_and_misc_pmts_labor_obligations,10,0.0
current_year_appropriation,10,278.1
prior_yr_expenditures_against_encumbrances,10,1.5
prior_yr_salaries_and_vouchers_payable,10,81.1
total_disbursements,10,-1.5
payroll,11,165.4
employee_benefits,11,56.6
pension,11,-0.3
purchase_of_services,11,85.3
materials_equipment,11,7.8
contributions_indemnities,11,7.6
debt_serviceshort_term,11,0.0
debt_servicelong_term,11,0.2
interfund_charges,11,0.0
advances_and_misc_pmts_labor_obligations,11,0.0
current_year_appropriation,11,322.7
prior_yr_expenditures_against_encumbrances,11,3.0
prior_yr_salaries_and_vouchers_payable,11,281.1
total_disbursements,11,606.8
payroll,12,157.2
employee_benefits,12,53.5
pension,12,-0.3
purchase_of_services,12,71.1
materials_equipment,12,10.0
contributions_indemnities,12,84.1
debt_serviceshort_term,12,3.8
debt_servicelong_term,12,13.0
interfund_charges,12,11.7
advances_and_misc_pmts_labor_obligations,12,0.0
current_year_appropriation,12,404.2
prior_yr_expenditures_against_encumbrances,12,3.5
prior_yr_salaries_and_vouchers_payable,12,0.0
total_disbursements,12,407.6
payroll,13,1759.6
employee_benefits,13,600.6
pension,13,633.3
purchase_of_services,13,813.5
materials_equipment,13,62.3
contributions_indemnities,13,382.3
debt_serviceshort_term,13,5.2
debt_servicelong_term,13,180.5
interfund_charges,13,36.7
advances_and_misc_pmts_labor_obligations,13,0.0
current_year_appropriation,13,4474.0
prior_yr_expenditures_against_encumbrances,13,161.0
prior_yr_salaries_and_vouchers_payable,13,172.7
total_disbursements,13,4807.7
