0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Infectious Disease Control,,,,,,,,
Full-Time Positions,46,50,48,53,53,48,5,5
Class 100 Total Oblig./Approp.,"2,346,778","609,363","2,718,681","3,175,264","3,175,264","3,175,264",0,0
Class 100 Overtime Oblig./Approp.,"127,849","137,450","155,399","139,952","139,952","182,001","(42,049)","(42,049)"
Chronic Disease Control,,,,,,,,
Full-Time Positions,0,12,13,18,18,14,4,4
Class 100 Total Oblig./Approp.,0,"197,106","767,690","1,017,248","1,017,248","1,017,248",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,627,(627),(627)
Public Property,,,,,,,,
Full-Time Positions,126,122,123,161,161,133,28,28
Class 100 Total Oblig./Approp.,"6,379,553","6,496,367","6,833,756","7,920,956","7,976,512","7,976,512","(55,556)",0
Class 100 Overtime Oblig./Approp.,"435,089","517,356","647,430","417,530","809,265","914,498","(496,968)","(105,233)"
Records,,,,,,,,
Full-Time Positions,61,64,59,63,63,55,8,8
Class 100 Total Oblig./Approp.,"2,699,931","2,679,728","2,734,031","2,862,324","2,897,442","2,897,442","(35,118)",0
Class 100 Overtime Oblig./Approp.,"205,753","179,212","198,541","214,161","216,824","174,304","39,857","42,520"
Register of Wills,,,,,,,,
Full-Time Positions,63,61,64,63,63,62,1,1
Class 100 Total Oblig./Approp,"3,132,531","3,223,922","3,187,312","3,224,645","3,224,645","3,224,645",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
