0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/ Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Atwater Kent Museum,,,,,,,,,,,
Full-Time Positions,5,4,4,4,4,0,4,4,4,o,0
Class 100 Total Oblig./Approp.,"261,250","250,997","256,702","241,300","241,300",0,"264,000","241,300","241,300","22,700",0
Class 100 Overtime Oblig./Approp.,"21,170","12,255","10,197","15,587","6,932","8,655","15,587","15,587","6,932","8,655","8,655"
Auditing,,,,,,,,,,,
Full-Time Positions,126,120,121,140,124,16,140,140,124,16,16
Class 100 Total Oblig./Approp.,"6,780,793","7,039,481","7,104,935","7,322,701","7,322,701",0,"7,565,685","7,322,701","7,322,701","242,984",0
Class 100 Overtime Oblig./Approp.,"50,514","55,975","88,306","55,000","58,793","(3,793)",0,"55,000","58,793","(58,793)","(3,793)"
Board of Building Standards,,,,,,,,,,,
Full-Time Positions,2,2,2,2,1,1,2,2,1,1,1
Class 100 Total Oblig./Approp.,"99,888","91,419","95,635","113,833","113,833",0,"112,733","113,833","113,833","(1,100)",o
Class 100 Overtime Oblig./Approp.,"2,320",828,"2,421",596,596,0,"3,103",596,596,"2,507",0
Board of Ethics,,,,,,,,,,,
Full-Time Positions,0,0,6,9,9,0,11,9,9,2,o
Class 100 Total Oblig./Approp.,o,o,"378,707","700,000","700,000",o,"835,000","700,000","700,000","135,000",o
Class 100 Overtime Oblig./Approp.,0,o,o,o,0,0,0,o,0,o,0
Board of L & Review,,,,,,,,,,,
Full-Time Positions,2,3,3,3,2,1,3,3,2,1,1
Class 100 Total Oblig./Approp.,"159,089","179,400","196,609","199,208","199,208",0,"198,108","199,208","199,208","(1,100)",o
Class 100 Overtime Oblig./Approp.,233,"2,383",690,0,0,0,"2,550",0,o,"2,550",o
Bd. of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,134,128,139,139,133,6,145,139,133,12,6
Class 100 Total Oblig./Approp.,"7,380,015","7,772,791","7,861,365","8,251,456","8,251,456",o,"8,128,256","8,251,456","8,251,456","(123,200)",o
Class 100 Overtime Oblig./Approp.,"16,873","23,915","29,048","9,463","9,591",(128),"18,000","9,463","9,591","8,409",(128)
Camp William Penn,,,,,,,,,,,
Full-Time Positions,3,3,1,1,1,0,o,1,1,(1),o
Class 100 Total Oblig./Approp.,"138,213","164,382","238,996","32,000","32,000",0,0,"32,000","32,000","(32,000)",o
Class 100 Overtime Oblig./Approp.,0,90,0,0,o,0,0,o,o,0,o
