0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department / Category,FY 19 Year End,FY 20 Year End,FY 21,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Auditing,,,,,,,,,,,
Full-Time Positions,124,121,118,109,109,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"8,650,965","9,466,389","9,311,029","7,002,686","7,002,686",0,"9,330,839","9,785,988","9,785,988","(455,149)",0
Class 100 Overtime Oblig./Approp.,"73,243","60,388","39,619","37,500","56,751","(19,251)","80,000","50,000","60,000","20,000","(10,000)"
Board of Ethics,,,,,,,,,,,
Full-Time Positions,10,7,9,9,9,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"875,033","922,164","801,988","587,478","587,478",0,"915,196","938,750","938,750","(23,554)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,11,14,15,14,14,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"928,286","1,044,789","1,002,561","707,033","707,033",0,"997,835","1,019,348","1,019,348","(21,513)",0
Class 100 Overtime Oblig./Approp.,190,"1,967",45,"2,250","1,801",449,0,"3,000","3,000","(3,000)",0
City Commissioners,,,,,,,,,,,
Full-Time Positions,94,98,137,118,118,0,106,106,106,0,0
Class 100 Total Oblig./Approp.,"5,830,533","7,075,077","8,293,480","5,215,836","5,215,836",0,"8,413,534","10,936,150","10,936,150","(2,522,616)",0
Class 100 Overtime Oblig./Approp.,"1,033,718","1,592,963","1,531,588","790,003","709,531","80,472","1,053,337","1,053,337","1,053,337",0,0
City Council,,,,,,,,,,,
Full-Time Positions,197,180,182,178,178,0,188,188,188,0,0
Class 100 Total Oblig./Approp.,"14,104,805","14,433,197","14,051,449","10,146,786","10,146,786",0,"15,627,138","15,814,053","15,853,058","(225,920)","(39,005)"
Class 100 Overtime Oblig./Approp.,"2,882",0,245,0,0,0,0,0,0,0,0
City Representative,,,,,,,,,,,
Full-Time Positions,8,5,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"714,833","683,372",0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"2,239",0,0,0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,16,16,16,17,17,0,18,18,18,0,0
Class 100 Total Oblig./Approp.,"1,098,380","1,268,936","1,230,203","979,899","979,899",0,"1,395,075","1,447,348","1,447,348","(52,273)",0
Class 100 Overtime Oblig./Approp.,"3,927","8,586","56,626","46,551","48,408","(1,857)","10,000","62,068","62,068","(52,068)",0
