0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department/Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,1,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"160,826","140,533","141,474","30,709","30,709",0,"180,988","180,988","180,988",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,44,37,35,42,42,0,82,82,74,8,8
Class 100 Total Oblig./Approp.,"3,453,180","2,499,341","2,601,371","715,656","715,656",0,"5,380,613","5,380,613","5,308,213","72,400","72,400"
Class 100 Overtime Oblig./Approp.,"6,816",0,0,"2,500",0,"2,500","10,000","10,000","10,000",0,0
District Attorney,,,,,,,,,,,
Full-Time Positions,545,521,503,546,546,0,583,583,583,0,0
Class 100 Total Oblig./Approp.,"38,029,618","38,421,902","39,764,411","8,878,376","8,878,376",0,"40,467,055","40,467,055","40,467,055",0,0
Class 100 Overtime Oblig./Approp.,"135,138","141,860","169,371","52,622","92,285","(39,663)","210,488","210,488","210,488",0,0
Finance,,,,,,,,,,,
Full-Time Positions,119,119,122,118,118,0,134,134,134,0,0
Class 100 Total Oblig./Approp.,"9,222,201","9,293,924","9,986,109","2,240,308","2,240,308",0,"10,863,735","10,863,735","10,863,735",0,0
Class 100 Overtime Oblig./Approp.,"74,119","128,747","125,778","34,041","25,903","8,138","136,163","136,163","115,163","21,000","21,000"
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,092,451","2,167,137","2,497,028","842,333","842,333",0,"2,800,000","2,800,000","2,800,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,628","2,678","2,667","2,719","2,719",0,"3,376","3,376","2,901",475,475
Class 100 Total Oblig./Approp.,"303,857,650","318,512,653","341,171,247","75,918,111","75,918,111",0,"354,321,176","354,321,176","355,071,176","(750,000)","(750,000)"
Class 100 Overtime Oblig./Approp.,"63,932,091","62,597,682","68,452,340","17,674,440","17,482,063","192,377","70,697,756","70,697,756","71,447,756","(750,000)","(750,000)"
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,825","1,773","1,686","1,684","1,684",0,"1,719","1,719","1,719",0,0
Class 100 Total Oblig./Approp.,"103,276,427","102,667,998","101,924,504","23,105,177","23,105,177",0,"111,144,985","111,144,985","112,430,762","(1,285,777)","(1,285,777)"
Class 100 Overtime Oblig./Approp.,"47,641","12,832","14,688","24,135","14,158","9,977","96,540","96,540","96,540",0,0
