0,1,2,3,4,5,6,7,8
,,,,,,FULL YEAR,,
Department/ Category,FY 12 Year End,FY 13 Year End,FY 14 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,
Full-Time Positions,4,4,3,4,4,2,2,2
Class 100 Total Oblig./Approp.,"215,694","220,143","227,307","234,719","243,200","243,200","(8,481)",0
Class 100 Overtime Oblig./Approp.,0,"1,937","2,333","3,074","3,074","2,530",544,544
Auditing,,,,,,,,
Full-Time Positions,111,118,111,126,126,129,(3),(3)
Class 100 Total Oblig./Approp.,"6,600,290","6,475,510","7,070,173","7,549,687","7,673,028","7,673,028","(123,341)",0
Class 100 Overtime Oblig./Approp.,"58,522","58,829","65,036","50,000","50,000","138,581","(88,581)","(88,581)"
Board of Ethics,,,,,,,,
Full-Time Positions,8,8,9,12,12,9,3,3
Class 100 Total Oblig./Approp.,"657,532","685,698","741,674","894,854","918,580","918,580","(23,726)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,
Full-Time Positions,8,7,11,14,14,12,2,2
Class 100 Total Oblig./Approp.,"503,932","1,021,653","1,015,351","796,660","964,933","964,933","(168,273)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
City Commissioners,,,,,,,,
Full-Time Positions,91,90,84,98,98,91,7,7
Class 100 Total Oblig./Approp.,"4,948,351","5,166,337","4,822,174","5,387,427","5,703,965","5,203,965","183,462","500,000"
Class 100 Overtime Oblig./Approp.,"756,828","1,061,085","863,984","829,805","829,805","889,419","(59,614)","(59,614)"
City Council,,,,,,,,
Full-Time Positions,175,173,169,195,195,176,19,19
Class 100 Total Oblig./Approp.,"11,817,917","11,660,823","11,997,588","13,899,124","14,241,265","12,341,265","1,557,859","1,900,000"
Class 100 Overtime Oblig./Approp.,"2,559","5,866",886,0,0,"10,351","(10,351)","(10,351)"
City Planning Commission,,,,,,,,
Full-Time Positions,34,31,30,32,32,29,3,3
Class 100 Total Oblig./Approp.,"2,091,813","2,137,171","2,192,556","2,252,584","2,259,423","2,259,423","(6,839)",0
Class 100 Overtime Oblig./Approp.,0,0,150,0,"1,000","1,055","(1,055)",(55)
City Representative,,,,,,,,
Full-Time Positions,6,8,7,7,7,6,1,1
Class 100 Total Oblig./Approp.,"328,571","416,871","400,499","403,358","413,621","413,621","(10,263)",0
Class 100 Overtime Oblig./Approp.,0,"2,190","2,953",0,"7,500","8,737","(8,737)","(1,237)"
City Treasurer,,,,,,,,
Full-Time Positions,14,13,14,14,16,14,0,2
Class 100 Total Oblig./Approp.,"717,071","755,428","785,368","780,122","802,019","802,019","(21,897)",0
Class 100 Overtime Oblig /Approp.,0,0,0,0,0,0,0,0
