0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department / Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Register of Wills,,,,,,,,,,,
Full-Time Positions,71,70,66,70,68,2,70,70,70,0,0
Class 100 Total Oblig./Approp.,"4,021,761","4,262,942","4,523,524","962,400","962,400",0,"3,956,193","3,956,193","3,956,193",0,0
Class 100 Overtime Oblig./Approp.,0,"1,488",399,0,0,0,0,0,0,0,0
Revenue,,,,,,,,,,,
Full-Time Positions,414,405,402,400,400,0,436,436,436,0,0
Class 100 Total Oblig./Approp.,"21,536,327","22,700,386","23,489,160","4,947,018","4,947,018",0,"22,648,673","22,648,673","22,648,673",0,0
Class 100 Overtime Oblig./Approp.,"414,990","367,414","295,650","101,100","5,377","95,723","404,400","404,400","169,397","235,003","235,003"
Sheriff,,,,,,,,,,,
Full-Time Positions,364,355,385,391,391,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"27,179,518","27,638,571","28,049,726","5,961,260","5,961,260",0,"25,192,450","25,192,450","25,192,450",0,0
Class 100 Overtime Oblig./Approp.,"5,934,927","6,163,832","4,797,577","671,261","511,455","159,806","2,685,042","2,685,042","2,685,042",0,0
Streets,,,,,,,,,,,
Full-Time Positions,"1,738","1,736","1,925","1,885","1,885",0,"1,903","1,903","1,912",(9),(9)
Class 100 Total Oblig./Approp.,"79,636,511","83,603,511","90,344,142","20,866,848","20,866,848",0,"87,283,619","87,283,619","88,909,902","(1,626,283)","(1,626,283)"
Class 100 Overtime Oblig./Approp.,"16,200,539","15,557,607","15,039,549","2,265,065","3,308,799","(1,043,734)","9,060,261","9,060,261","12,856,733","(3,796,472)","(3,796,472)"
,,,,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"22,226","22,210","22,422","22,332","22,374",(42),"23,980","23,980","24,003",(23),(23)
Class 100 Total Oblig./Approp.,"1,690,080,953","1,749,789,358","1,874,182,010","384,366,117","389,580,912","(5,214,795)","1,795,159,258","1,795,159,258","1,825,204,138","(30,044,880)","(30,044,880)"
Class 100 Overtime Oblig./Approp.,"179,380,142","176,564,791","208,034,045","37,220,812","40,277,661","(3,056,849)","148,883,244","148,883,244","176,833,718","(27,950,474)","(27,950,474)"
