0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Performance Mgmt. & Accountability,,,,,,,,
Full-Time Positions,91,30,7,24,25,21,3,4
Class 100 Total Oblig./Approp.,"5,451,406","1,179,296","416,805","1,382,170","1,382,170","1,382,170",0,0
Class 100 Overtime Oblig./Approp.,"88,151","5,952","3,806","10,438","21,613","21,613","(11,175)",0
Juvenile Justice Services,,,,,,,,
Full-Time Positions,289,151,56,174,167,131,43,36
Class 100 Total Oblig./Approp.,"15,952,651","6,894,412","3,288,078","7,919,113","7,919,113","7,919,113",0,0
Class 100 Overtime Oblig./Approp.,"3,294,570","359,641","616,516","1,505,766","1,788,748","1,788,748","(282,982)",0
Children & Youth,,,,,,,,
Full-Time Positions,988,469,295,135,142,130,5,12
Class 100 Total Oblig./Approp.,"55,556,408","10,339,090","17,438,367","6,983,745","8,902,005","8,902,005","(1,918,260)",0
Class 100 Overtime Oblig./Approp.,"4,741,853","108,429","558,125","634,125","755,456","755,456","(121,331)",0
Community Based Prevention Services,,,,,,,,
Full-Time Positions,74,37,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"5,413,375","1,018,311",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"147,699","15,139",0,0,0,0,0,0
Labor Relations,,,,,,,,
Full-Time Positions,6,8,7,8,8,7,1,1
Class 100 Total Oblig./Approp.,"448,006","508,600","534,553","542,016","542,524","542,524",(508),0
Class 100 Overtime Oblig./Approp.,"7,167","5,068","3,732","18,936","18,936","6,253","12,683","12,683"
