0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,317,313,300,359,313,46,397,393,368,29,25
Class 100 Total Oblig./Approp.,"24,148,702","24,142,550","25,739,873","13,198,996","13,198,996",0,"32,794,019","31,864,019","31,864,019","930,000",0
Class 100 Overtime Oblig./Approp.,"486,875","350,274","579,803","342,578","374,879","(32,301)","511,155","685,155","718,155","(207,000)","(33,000)"
OIT-Base,,,,,,,,,,,
Full-Time Positions,301,299,288,344,298,46,380,377,352,28,25
Class 100 Total Oblig./Approp.,"22,772,627","22,946,742","24,553,231","12,565,030","12,565,030",0,"31,377,472","30,447,472","30,447,472","930,000",0
Class 100 Overtime Oblig./Approp.,"448,945","314,614","523,830","314,701","341,571","(26,870)","474,402","629,402","649,402","(175,000)","(20,000)"
OIT-911,,,,,,,,,,,
Full-Time Positions,16,14,12,15,15,0,17,16,16,1,0
Class 100 Total Oblig./Approp.,"1,376,075","1,195,808","1,186,642","633,966","633,966",0,"1,416,547","1,416,547","1,416,547",0,0
Class 100 Overtime Oblig./Approp.,"37,930","35,660","55,973","27,877","33,308","(5,431)","36,753","55,753","68,753","(32,000)","(13,000)"
Office of the Inspector General,,,,,,,,,,,
Full-Time Positions,16,18,16,17,17,0,26,26,26,0,0
Class 100 Total Oblig./Approp.,"1,397,115","1,283,300","1,414,649","729,465","729,465",0,"2,192,863","2,192,863","2,192,863",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,,,,
Full-Time Positions,195,190,177,177,177,0,225,225,225,0,0
Class 100 Total Oblig./Approp.,"13,142,246","13,393,546","13,638,652","6,401,844","6,401,844",0,"15,569,756","15,569,756","15,569,756",0,0
Class 100 Overtime Oblig./Approp.,"73,955","42,002","107,053","70,000","36,524","33,476","140,000","140,000","140,000",0,0
Office of Sustainability,,,,,,,,,,,
Full-Time Positions,7,8,11,12,12,0,15,17,17,(2),0
Class 100 Total Oblig./Approp.,"566,858","484,422","842,041","497,226","497,226",0,"971,635","1,141,635","1,141,635","(170,000)",0
Class 100 Overtime Oblig./Approp.,79,0,480,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,,,,
Full-Time Positions,647,644,613,679,621,58,787,851,751,36,100
Class 100 Total Oblig./Approp.,"50,465,519","42,876,919","51,586,651","27,734,921","27,734,921",0,"61,031,936","59,148,936","59,148,936","1,883,000",0
Class 100 Overtime Oblig./Approp.,"3,182,453","2,083,704","4,101,277","3,264,200","2,778,374","485,826","4,328,400","6,528,400","6,528,400","(2,200,000)",0
