0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/ Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Mayor - Office of Arts and Culture,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,o
Class 100 Total Oblig./Approp.,"194,947","198,750","198,750","198,750","199,487","199,487",(737),o
Class 100 Overtime Oblig./Approp.,0,o,0,0,o,0,0,0
Mayor's Office of Community Services,,,,,,,,
Full-Time Positions,0,0,0,20,20,15,5,5
Class 100 Total Oblig./Approp.,o,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,o
Mayor - Office of the Inspector General,,,,,,,,
Full-Time Positions,15,16,17,18,18,18,0,0
Class 100 Total Oblig./Approp.,"1,064,724","1,028,356","1,128,064","1,132,622","1,262,307","1,262,307","(129,685)",o
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation,,,,,,,,
Full-Time Positions,8,8,8,12,12,13,(1),(1)
Class 100 Total Oblig./Approp.,"482,014","419,184","467,898","464,515","477,169","477,169","(12,654)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,12,12,11,11,11,11,0,0
Class 100 Total Oblig./Approp.,"460,634","446,757","441,677","439,000","446,969","446,969","(7,969)",o
Class 100 Overtime Oblig./Approp.,0,0,"11,428","10,040","10,040","8,660","1,380","1,380"
