0,1,2,3,4,5,6,7,8
,,,,,,FY 2019 FULL YEAR,,
Department/Category,FY 16 Year End,FY 17 Year End,FY 18 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,
Full-Time Positions,3,4,4,0,0,0,0,0
Class 100 Total Oblig./Approp.,"223,470","248,440","256,771",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"2,687","3,134","2,413",0,0,0,0,0
Auditing,,,,,,,,
Full-Time Positions,137,127,116,134,134,124,10,10
Class 100 Total Oblig./Approp.,"7,994,175","8,055,899","8,324,348","8,370,558","8,687,295","8,687,295","(316,737)",0
Class 100 Overtime Oblig./Approp.,"66,941","13,806","88,050","50,000","80,000","73,000","(23,000)","7,000"
Board of Ethics,,,,,,,,
Full-Time Positions,10,11,10,12,12,10,2,2
Class 100 Total Oblig./Approp.,"862,716","920,605","942,040","964,792","988,971","988,971","(24,179)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,
Full-Time Positions,14,13,11,15,16,11,4,5
Class 100 Total Oblig./Approp.,"890,697","898,026","904,051","945,976","1,012,795","1,012,795","(66,819)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,200,(200),(200)
City Commissioners,,,,,,,,
Full-Time Positions,92,99,100,105,105,94,11,11
Class 100 Total Oblig./Approp.,"5,514,242","5,960,120","5,524,532","5,926,203","6,001,999","6,001,999","(75,796)",0
Class 100 Overtime Oblig./Approp.,"1,041,102","1,140,928","803,429","780,191","993,863","1,034,000","(253,809)","(40,137)"
City Council,,,,,,,,
Full-Time Positions,187,194,192,195,195,197,(2),(2)
Class 100 Total Oblig./Approp.,"12,842,195","13,295,341","13,909,585","14,824,858","14,902,138","14,902,138","(77,280)",0
Class 100 Overtime Oblig./Approp.,"20,234","35,812","14,624",0,"5,000","3,000","(3,000)","2,000"
City Planning Commission,,,,,,,,
Full-Time Positions,31,30,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,211,557","2,351,776",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,"7,270",0,0,0,0,0,0
City Representative,,,,,,,,
Full-Time Positions,7,6,9,9,10,8,1,2
Class 100 Total Oblig./Approp.,"453,196","505,031","631,584","704,470","769,509","769,509","(65,039)",0
Class 100 Overtime Oblig./Approp.,"7,828","4,291","4,165","8,000","4,000","2,300","5,700","1,700"
City Treasurer,,,,,,,,
Full-Time Positions,15,14,15,16,16,16,0,0
Class 100 Total Oblig./Approp.,"985,689","979,945","1,064,446","1,046,647","1,080,056","1,080,056","(33,409)",0
Class 100 Overtime Oblig./Approp.,"1,049",290,0,0,"5,000","4,000","(4,000)","1,000"
