0,1,2,3,4,5,6,7,8
,,,,,,FY 2018 FULL YEAR,,
Department/Category,FY 15 Year End,FY 16 Year End,FY 17 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,0,0,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,0,"90,000","90,000","230,000","228,000","228,000","2,000",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation and Utilities,,,,,,,,
Full-Time Positions,12,8,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"508,786","473,894",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,113,131,0,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,10,11,10,11,11,11,0,0
Class 100 Total Oblig./Approp.,"456,445","495,213","528,228","548,987","533,401","533,401","15,586",0
Class 100 Overtime Oblig./Approp.,"10,642","13,832","14,905","13,864","32,000","32,000","(18,136)",0
Office of Arts and Culture,,,,,,,,
Full-Time Positions,2,2,4,4,4,5,(1),(1)
Class 100 Total Oblig./Approp.,"200,440","308,789","236,770","319,878","291,968","291,968","27,910",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,14,16,16,16,16,16,0,0
Class 100 Total Oblig./Approp.,"991,846","995,153","1,006,269","1,093,064","1,074,894","1,074,894","18,170",0
Class 100 Overtime Oblig./Approp.,"1,005","5,195","9,922","6,000","6,000","6,000",0,0
Office of the Chief Administrative Officer,,,,,,,,
Full-Time Positions,0,0,55,62,62,58,4,4
Class 100 Total Oblig./Approp.,0,0,"3,830,324","4,084,873","4,028,021","4,028,021","56,852",0
Class 100 Overtime Oblig./Approp.,0,0,"6,608","10,000","11,000","11,000","(1,000)",0
Office of Community Schools and Pre-K,,,,,,,,
Full-Time Positions,0,0,32,36,36,33,3,3
Class 100 Total Oblig./Approp.,0,0,"1,933,963","2,679,927","2,592,084","2,592,084","87,843",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,
Full-Time Positions,135,146,146,157,157,150,7,7
Class 100 Total Oblig./Approp.,"8,234,304","8,241,791","8,491,983","8,802,194","8,516,821","8,516,821","285,373",0
Class 100 Overtime Oblig./Approp.,"240,634","302,491","201,512","245,349","175,349","175,349","70,000",0
Office of Human Resources,,,,,,,,
Full-Time Positions,82,84,85,81,81,78,3,3
Class 100 Total Oblig./Approp.,"5,083,865","5,313,085","5,327,367","4,983,106","4,839,227","4,839,227","143,879",0
Class 100 Overtime Oblig./Approp.,"62,199","58,916","48,476","46,902","51,902","51,902","(5,000)",0
