0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
City Representative,,,,,,,,,,,
Full-Time Positions,6,9,8,7,7,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"505,031","631,584","714,833","149,543","149,543",0,"795,916","830,942","830,942","(35,026)",0
Class 100 Overtime Oblig./Approp.,"4,291","4,165","2,239",0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,14,15,16,17,17,0,18,18,18,0,0
Class 100 Total Oblig./Approp.,"979,945","1,064,446","1,098,380","295,632","295,632",0,"1,262,499","1,288,866","1,288,866","(26,367)",0
Class 100 Overtime Oblig./Approp.,290,0,"3,927",750,"1,062",(312),0,"3,000","3,000","(3,000)",0
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"161,212","163,743","168,597","37,529","37,529",0,"174,341","174,341","174,341",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,28,31,48,50,50,0,55,55,55,0,0
Class 100 Total Oblig./Approp.,"2,393,155","2,114,325","3,028,159","878,467","878,467",0,"3,469,881","3,506,080","3,506,080","(36,199)",0
Class 100 Overtime Oblig./Approp.,914,"1,176","5,257","1,250","2,659","(1,409)",0,"5,000","5,000","(5,000)",0
District Attorney,,,,,,,,,,,
Full-Time Positions,492,455,491,513,552,(39),513,513,513,0,0
Class 100 Total Oblig./Approp.,"32,689,069","32,249,281","34,265,564","6,746,110","6,746,110",0,"35,016,343","37,516,343","37,516,343","(2,500,000)",0
Class 100 Overtime Oblig./Approp.,"54,772","52,297","155,103","52,250","65,222","(12,972)","209,000","209,000","209,000",0,0
Finance,,,,,,,,,,,
Full-Time Positions,111,115,116,118,118,0,124,124,124,0,0
Class 100 Total Oblig./Approp.,"6,669,543","6,963,917","7,760,725","1,991,492","1,991,492",0,"9,084,313","9,216,467","9,216,467","(132,154)",0
Class 100 Overtime Oblig./Approp.,"18,057","45,510","74,302","8,760","10,370","(1,610)","35,040","35,040","35,040",0,0
