0,1,2,3,4,5,6,7,8
,,,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End,FY 20 Year End,FY 21,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Law,,,,,,,,
Full-Time Positions,128,130,127,180,180,175,5,5
Class 100 Total Oblig./Approp.,"8,802,032","9,733,493","9,640,029","13,329,167","13,740,897","13,740,897","(411,730)",0
Class 100 Overtime Oblig./Approp.,72,6,"6,050",0,0,0,0,0
Licenses & Inspections,,,,,,,,
Full-Time Positions,372,394,372,426,426,346,80,80
Class 100 Total Oblig./Approp.,"23,626,633","24,986,716","24,779,256","24,577,968","25,792,609","25,792,609","(1,214,641)",0
Class 100 Overtime Oblig./Approp.,"1,432,352","1,408,144","845,614","1,156,213","1,106,213","1,342,903","(186,690)","(236,690)"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"83,562","79,592","85,061","82,018","82,151","82,151",(133),0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,167,(167),(167)
L&I-Board of L & Review,,,,,,,,
Full-Time Positions,2,2,1,2,2,2,0,0
Class 100 Total Oblig./Approp.,"129,561","126,329","118,576","165,635","171,162","171,162","(5,527)",0
Class 100 Overtime Oblig./Approp.,"1,164",35,0,0,"3,300","2,983","(2,983)",317
Managing Director,,,,,,,,
Full-Time Positions,307,287,290,456,450,311,145,139
Class 100 Total Oblig./Approp.,"20,519,487","40,052,290","28,719,552","43,754,013","35,139,821","35,139,821","8,614,192",0
Class 100 Overtime Oblig./Approp.,"501,777","1,088,557","824,568","864,650","544,650","675,711","188,939","(131,061)"
Mayor's Office,,,,,,,,
Full-Time Positions,51,61,61,62,62,60,2,2
Class 100 Total Oblig./Approp.,"4,779,593","5,526,098","5,574,446","5,892,600","5,920,633","5,920,633","(28,033)",0
Class 100 Overtime Oblig./Approp.,0,88,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","90,000","45,000","45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,11,10,8,10,10,8,2,2
Class 100 Total Oblig./Approp.,"587,931","598,178","577,153","586,569","593,403","593,403","(6,834)",0
Class 100 Overtime Oblig./Approp.,"16,444","11,874","2,317","17,000","17,000","5,431","11,569","11,569"
Office of Arts and Culture,,,,,,,,
Full-Time Positions,7,2,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"453,399","544,982",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,40,150,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,16,24,23,47,46,30,17,16
Class 100 Total Oblig./Approp.,"1,580,748","1,550,431","1,546,510","2,980,922","2,963,046","2,963,046","17,876",0
Class 100 Overtime Oblig./Approp.,"6,906","6,636","7,582","4,000","45,237","40,229","(36,229)","5,008"
