0,1,2,3,4,5,6,7,8
,,,,,,FY 2020 FULL YEAR,,
Department/Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,
Full-Time Positions,4,4,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"248,440","256,771",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"3,134","2,413",0,0,0,0,0,0
Auditing,,,,,,,,
Full-Time Positions,127,116,124,135,135,121,14,14
Class 100 Total Oblig./Approp.,"8,055,899","8,324,348","8,650,965","8,862,100","9,512,516","9,522,372","(660,272)","(9,856)"
Class 100 Overtime Oblig./Approp.,"13,806","88,050","73,243","80,000","80,000","61,000","19,000","19,000"
Board of Ethics,,,,,,,,
Full-Time Positions,11,10,10,12,12,7,5,5
Class 100 Total Oblig./Approp.,"920,605","942,040","875,033","1,041,630","1,044,071","1,044,071","(2,441)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,
Full-Time Positions,13,11,11,15,15,14,1,1
Class 100 Total Oblig./Approp.,"898,026","904,051","928,286","962,864","995,164","997,459","(34,595)","(2,295)"
Class 100 Overtime Oblig./Approp.,0,0,190,0,"4,000","2,000","(2,000)","2,000"
City Commissioners,,,,,,,,
Full-Time Positions,99,100,94,105,105,98,7,7
Class 100 Total Oblig./Approp.,"5,960,120","5,524,532","5,830,533","6,633,233","6,636,209","6,690,419","(57,186)","(54,210)"
Class 100 Overtime Oblig./Approp.,"1,140,928","803,429","1,033,718","1,097,554","1,497,554","1,600,000","(502,446)","(102,446)"
City Council,,,,,,,,
Full-Time Positions,194,192,197,208,208,180,28,28
Class 100 Total Oblig./Approp.,"13,295,341","13,909,585","14,104,805","15,427,138","15,627,138","15,627,138","(200,000)",0
Class 100 Overtime Oblig./Approp.,"35,812","14,624","2,882",0,0,0,0,0
City Planning Commission,,,,,,,,
Full-Time Positions,30,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,351,776",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"7,270",0,0,0,0,0,0,0
City Representative,,,,,,,,
Full-Time Positions,6,9,8,10,10,5,5,5
Class 100 Total Oblig./Approp.,"505,031","631,584","714,833","795,916","830,942","830,942","(35,026)",0
Class 100 Overtime Oblig./Approp.,"4,291","4,165","2,239",0,0,0,0,0
City Treasurer,,,,,,,,
Full-Time Positions,14,15,16,18,18,16,2,2
Class 100 Total Oblig./Approp.,"979,945","1,064,446","1,098,380","1,262,499","1,293,623","1,295,117","(32,618)","(1,494)"
Class 100 Overtime Oblig./Approp.,290,0,"3,927",0,"9,000","9,000","(9,000)",0
