0,1,2,3,4,5,6,7,8
,,,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End,FY 19 Year End,FY 20,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Parks and Recreation,,,,,,,,
Full-Time Positions,629,647,647,748,748,644,104,104
Class 100 Total Oblig./Approp.,"47,030,321","48,579,951","50,465,519","46,921,787","46,921,787","46,921,787",0,0
Class 100 Overtime Oblig./Approp.,"3,720,838","3,538,131","3,182,453","2,766,357","1,331,357","2,100,000","666,357","(768,643)"
Planning and Development,,,,,,,,
Full-Time Positions,49,56,55,62,62,55,7,7
Class 100 Total Oblig./Approp.,"3,894,669","4,695,950","4,778,297","4,834,959","4,834,959","4,834,959",0,0
Class 100 Overtime Oblig./Approp.,"15,829","14,817","13,575",0,"7,344","10,000","(10,000)","(2,656)"
Police,,,,,,,,
Full-Time Positions,"7,172","7,241","7,175","7,304","7,304","6,869",435,435
Class 100 Total Oblig./Approp.,"670,260,752","685,445,815","736,072,678","704,077,967","704,077,967","704,077,967",0,0
Class 100 Overtime Oblig./Approp.*,"68,238,536","61,647,723","78,667,457","51,104,605","63,397,881","64,980,000","(13,875,395)","(1,582,119)"
*Police OT is abated as reimbursements occur,,,,,,,,
Prisons,,,,,,,,
Full-Time Positions,"2,177","2,130","1,975","2,006","2,006","1,620",386,386
Class 100 Total Oblig./Approp.,"149,461,785","138,537,912","137,253,128","126,599,446","121,537,266","122,623,185","3,976,261","(1,085,919)"
Class 100 Overtime Oblig./Approp.,"33,450,882","24,169,020","26,918,548","23,637,781","25,052,457","24,700,000","(1,062,219)","352,457"
Procurement,,,,,,,,
Full-Time Positions,46,41,42,42,42,35,7,7
Class 100 Total Oblig./Approp.,"2,450,043","2,402,513","2,519,208","2,436,508","2,436,508","2,436,508",0,0
Class 100 Overtime Oblig./Approp.,"8,930","5,647","5,390","6,000","19,854","12,000","(6,000)","7,854"
Public Health,,,,,,,,
Full-Time Positions,711,752,739,818,818,716,102,102
Class 100 Total Oblig./Approp.,"54,999,157","57,173,653","60,130,461","57,654,465","58,270,680","58,270,680","(616,215)",0
Class 100 Overtime Oblig./Approp.,"2,300,499","2,346,586","2,602,722","1,432,800","2,299,232","2,320,000","(887,200)","(20,768)"
Public Property,,,,,,,,
Full-Time Positions,135,135,119,176,176,142,34,34
Class 100 Total Oblig./Approp.,"8,797,024","8,875,590","8,610,609","10,101,149","10,101,149","10,101,149",0,0
Class 100 Overtime Oblig./Approp.,"855,977","839,027","800,350","937,774","211,960","196,000","741,774","15,960"
Records,,,,,,,,
Full-Time Positions,57,55,51,55,55,51,4,4
Class 100 Total Oblig./Approp.,"3,004,442","2,983,490","2,995,101","3,117,312","3,117,312","3,117,312",0,0
Class 100 Overtime Oblig./Approp.,"80,622","63,145","55,381","36,508","32,559","66,000","(29,492)","(33,441)"
Register of Wills,,,,,,,,
Full-Time Positions,71,70,66,70,70,70,0,0
Class 100 Total Oblig./Approp.,"4,021,761","4,262,942","4,523,524","3,956,193","3,956,193","3,956,193",0,0
Class 100 Overtime Oblig./Approp.,0,"1,488",399,0,0,0,0,0
Revenue,,,,,,,,
Full-Time Positions,414,405,402,436,436,386,50,50
Class 100 Total Oblig./Approp.,"21,536,327","22,700,386","23,489,160","22,648,673","22,648,673","22,648,673",0,0
Class 100 Overtime Oblig./Approp.,"414,990","367,414","295,650","404,400","46,397","86,000","318,400","(39,603)"
