0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
City Treasurer,,,,,,,,,,,
Full-Time Positions,15,16,16,14,14,0,18,18,18,0,0
Class 100 Total Oblig./Approp.,"1,064,446","1,098,380","1,268,936","865,699","865,699",0,"1,368,170","1,368,170","1,368,170",0,0
Class 100 Overtime Oblig./Approp.,0,"3,927","8,586","38,699","35,884","2,815",0,"51,598","51,598","(51,598)",0
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,2,1,1,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"163,743","168,597","160,826","109,466","109,466",0,"177,148","177,148","177,148",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,31,48,44,38,38,0,42,42,42,0,0
Class 100 Total Oblig./Approp.,"2,114,325","3,028,159","3,453,180","1,920,199","1,920,199",0,"2,394,341","2,499,341","2,499,341","(105,000)",0
Class 100 Overtime Oblig./Approp.,"1,176","5,257","6,816","7,500",0,"7,500","2,000","10,000","10,000","(8,000)",0
District Attorney,,,,,,,,,,,
Full-Time Positions,455,491,545,493,529,(36),513,513,513,0,0
Class 100 Total Oblig./Approp.,"32,249,281","34,265,564","38,029,618","25,322,178","27,667,865","(2,345,687)","30,262,904","33,762,904","36,562,904","(6,300,000)","(2,800,000)"
Class 100 Overtime Oblig./Approp.,"52,297","155,103","135,138","79,684","363,474","(283,790)","201,960","106,244","106,244","95,716",0
Finance,,,,,,,,,,,
Full-Time Positions,115,116,119,119,119,0,131,131,131,0,0
Class 100 Total Oblig./Approp.,"6,963,917","7,756,138","9,222,201","6,687,851","6,575,931","111,920","10,312,396","9,917,135","8,917,135","1,395,261","1,000,000"
Class 100 Overtime Oblig./Approp.,"45,510","74,302","74,119","58,658","87,987","(29,329)","60,500","78,211","113,211","(52,711)","(35,000)"
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,556,892","2,413,758","1,092,451","1,589,086","1,589,086",0,"2,650,000","2,650,000","2,650,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,511","2,530","2,628","2,691","2,691",0,"3,368","3,368","3,338",30,30
Class 100 Total Oblig./Approp.,"244,026,657","283,319,650","303,857,650","234,942,482","238,388,106","(3,445,624)","289,256,642","313.256,642","313,256,642","(24,000,000)",0
Class 100 Overtime Oblig./Approp.,"36,673,566","50,943,620","63,932,091","49,975,445","48,962,645","1,012,800","47,713,783","66,633,927","68,271,927","(20,558,144)","(1,638,000)"
