0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,1,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"168,597","160,826","140,533","63,926","63,926",0,"177,148","177,148","179,944","(2,796)","(2,796)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,48,44,37,31,31,0,51,51,51,0,0
Class 100 Total Oblig./Approp.,"3,028,159","3,453,180","2,499,341","1,262,750","1,262,750",0,"3,614,341","3,614,341","3,681,294","(66,953)","(66,953)"
Class 100 Overtime Oblig./Approp.,"5,257","6,816",0,"5,000",0,"5,000","10,000","10,000","5,000","5,000","5,000"
District Attorney,,,,,,,,,,,
Full-Time Positions,491,545,521,540,531,9,540,540,540,0,0
Class 100 Total Oblig./Approp.,"34,265,564","38,029,618","38,421,902","18,427,698","18,427,698",0,"36,562,904","37,962,904","38,812,427","(2,249,523)","(849,523)"
Class 100 Overtime Oblig./Approp.,"155,103","135,138","141,860","82,000","153,726","(71,726)","164,000","164,000","164,000",0,0
Finance,,,,,,,,,,,
Full-Time Positions,116,119,119,118,118,0,132,129,129,3,0
Class 100 Total Oblig./Approp.,"7,756,138","9,222,201","9,293,924","4,774,016","4,774,016",0,"10,185,891","9,974,320","10,315,325","(129,434)","(341,005)"
Class 100 Overtime Oblig./Approp.,"74,302","74,119","128,747","68,844","63,143","5,701","85,259","137,689","137,689","(52,430)",0
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,413,758","1,092,451","2,167,137","1,297,826","1,297,826",0,"2,293,165","2,293,165","2,293,165",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,530","2,628","2,678","2,709","2,709",0,"3,368","2,928","2,928",440,0
Class 100 Total Oblig./Approp.,"283,319,650","303,857,650","318,512,653","140,649,600","140,649,600",0,"332,992,022","330,437,819","344,579,456","(11,587,434)","(14,141,637)"
Class 100 Overtime Oblig./Approp.,"50,943,620","63,932,091","62,597,682","34,892,136","27,999,148","6,892,988","69,784,271","69,784,271","69,784,271",0,0
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,842","1,825","1,773","1,700","1,700",0,"1,822","1,822","1,822",0,0
Class 100 Total Oblig./Approp.,"100,719,400","103,276,427","102,667,998","46,828,574","46,828,574",0,"105,324,122","106,324,122","107,950,378","(2,626,256)","(1,626,256)"
Class 100 Overtime Oblig./Approp.,"24,242","47,641","12,832","47,420","3,635","43,785","94,840","94,840","24,840","70,000","70,000"
