0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
City Council,,,,,,,,
Full-Time Positions,182,175,173,195,195,169,26,26
Class 100 Total Oblig./Approp.,"11,603,703","11,817,917","11,660,823","13,399,124","13,399,124","11,999,124","1,400,000","1,400,000"
Class 100 Overtime Oblig./Approp.,0,"2,559","5,866","7,500","7,500",886,"6,614","6,614"
City Planning Commission,,,,,,,,
Full-Time Positions,33,34,31,33,33,30,3,3
Class 100 Total Oblig./Approp.,"2,129,152","2,091,813","2,137,171","2,152,290","2,223,363","2,223,363","(71,073)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,150,(150),(150)
City Representative,,,,,,,,
Full-Time Positions,6,6,8,7,7,7,0,0
Class 100 Total Oblig./Approp.,"327,235","328,571","416,871","390,185","397,478","397,478","(7,293)",0
Class 100 Overtime Oblig./Approp.,0,0,"2,190",0,0,"2,953","(2,953)","(2,953)"
City Treasurer,,,,,,,,
Full-Time Positions,13,14,13,14,14,14,0,0
Class 100 Total Oblig./Approp.,"666,050","717,071","755,428","758,592","773,975","773,975","(15,383)",0
Class 100 Overtime Oblig./Approp.,449,0,0,0,0,0,0,0
Civil Service Commission,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"137,932","136,782","140,785","137,348","137,772","137,772",(424),0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
