0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Prisons,,,,,,,,,,,
Full-Time Positions,"2,225","2,176","2,131","2,265","2,067",198,"2,400","2,226","2,067",333,159
Class 100 Total Oblig./Approp.,"106,084,275","115,246,659","122,731,345","126,337,797","126,337,797",0,"123,158,997","126,337,797","126,337,797","(3,178,800)",0
Class 100 Overtime Oblig./Approp.,"19,244,373","24,600,109","32,063,777","34,315,062","29,923,867","4,391,195","28,675,877","34,315,062","29,923,867","(1,247,990)","4,391,195"
Procurement,,,,,,,,,,,
Full-Time Positions,59,54,58,50,50,0,62,50,50,12,0
Class 100 Total Oblig./Approp.,"2,660,423","2,488,146","2,667,670","2,708,038","2,708,038",0,"2,885,023","2,708,038","2,708,038","176,985",0
Class 100 Overtime Oblig./Approp.,"6,774","5,570",582,0,603,(603),"7,484",0,603,"6,881",(603)
Public Health,,,,,,,,,,,
Full-Time Positions,622,664,665,706,675,31,757,746,675,82,71
Class 100 Total Oblig./Approp.,"37,598,246","39,900,244","42,058,888","44,451,807","44,451,807",0,"44,302,990","44,451,807","44,451,807","(148,817)",0
Class 100 Overtime Oblig./Approp.,"2,605,931","2,881,249","2,681,302","2,186,415","2,199,758","(13,343)","2,186,465","2,186,415","2,199,758","(13,293)","(13,343)"
Ambulatory Health Services,,,,,,,,,,,
Full-Time Positions,315,337,343,374,376,(2),388,390,376,12,14
Class 100 Total Oblig./Approp.,"19,054,045","20,477,836","23,013,424","24,159,376","24,159,376",o,"23,406,979","24,159,376","24,159,376","(752,397)",o
Class 100 Overtime Oblig./Approp.,"900,635","1,016,884","1,084,899","925,388","877,315","48,073","925,388","925,388","877,315","48,073","48,073"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,,,,
Full-Time Positions,25,28,23,20,20,o,30,23,20,10,3
Class 100 Total Oblig./Approp.,"1,770,175","1,973,308","1,726,679","1,436,398","1,436,398",o,"1,939,363","1,436,398","1,436,398","502,965",o
Class 100 Overtime Oblig./Approp.,"94,794","168,606","101,189","80,582","15,919","64,663","80,582","80,582","15,919","64,663","64,663"
Phila. Nursing Home,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,o,1,1,1,o,o
Class 100 Total Oblig./Approp.,"57,407","157,491","166,739","183,244","183,244",o,"181,594","183,244","183,244","(1,650)",o
Class 100 Overtime Oblig./Approp.,o,460,"1,889",o,o,o,o,o,o,o,o
Environmental Protection Services,,,,,,,,,,,
Full-Time Positions,90,95,93,105,88,17,111,111,88,23,23
Class 100 Total Oblig./Approp.,"5,026,258","5,229,789","5,287,936","5,761,321","5,761,321",o,"5,685,701","5,761,321","5,761,321","(75,620)",o
Class 100 Overtime Oblig ./Approp.,"246,453","339,792","323,934","217,315","316,062","(98,747)","217,315","217,315","316,062","(98,747)","(98,747)"
