0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR FULL YEAR,2011,
Department/ Category,FY 08 Year End Actual,FY 09 Year End Actual,FY 10 Year End Actual,Adopted Budget,Original Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Clerk of Quarter Sessions (1),,,,,,,,
Full-Time Positions,117,110,106,115,112,0,115,112
Class 100 Total Oblig./Approp.,"4,807,963","4,881,702","4,445,754","4,471,844","4,292,970",0,"4,471,844","4,292,970"
Class 100 Overtime Oblig./Approp.,"273,562","163,348","118,277","250,000",0,0,"250,000",0
Commerce,,,,,,,,
Full-Time Positions,13,23,24,25,25,23,2,2
Class 100 Total Oblig./Approp.,"1,052,506","1,299,648","1,431,917","1,817,402","1,761,678","1,761,678","55,724",0
Class 100 Overtime Oblig./Approp.,"18,023",0,0,0,0,"1,066","(1,066)","(1,066)"
District Attorney,,,,,,,,
Full-Time Positions,437,441,410,421,428,410,11,18
Class 100 Total Oblig./Approp.,"29,774,477","29,456,083","29,075,731","26,914,328","26,914,328","28,374,328","(1,460,000)","(1,460,000)"
Class 100 Overtime Oblig./Approp.,"167,534","174,690","153,796","175,000","175,000","211,011","(36,011)","(36,011)"
Division of Technology,,,,,,,,
Full-Time Positions,141,146,174,283,283,258,25,25
Class 100 Total Oblig./Approp.,"9,634,660","8,959,109","10,540,202","17,514,280","17,514,280","17,514,280",0,0
Class 100 Overtime Oblig./Approp.,"268,625","134,528","563,629","334,438","535,000","586,720","(252,282)","(51,720)"
Fairmount Park,,,,,,,,
Full-Time Positions,156,159,155,o,0,0,0,0
Class 100 Total Oblig./Approp.,"9,255,784","8,757,179","8,675,357",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"1,762,220","1,329,249","1,741,485",0,0,0,0,0
Finance,,,,,,,,
Full-Time Positions,170,143,141,144,144,140,4,4
Class 100 Total Oblig./Approp.,"10,337,578","10,598,489","9,559,489","7,799,767","7,588,274","7,588,274","211,493",0
Class 100 Overtime Oblig./Approp.,"16,631","14,037","6,222","17,000","10,000","8,375","8,625","1,625"
Fire,,,,,,,,
Full-Time Positions,"2,326","2,259","2,187","2,327","2,237","2,146",181,91
Class 100 Total Oblig./Approp.,"169,912,740","169,950,366","169,463,842","169,151,934","169,403,781","171,603,781","(2,451,847)","(2,200,000)"
Class 100 Overtime Oblig./Approp. (1) Transferred to First Judicial District,"23,708,740","20,521,021","19,490,200","19,294,000","15,734,000","27,080,170","(7,786,170)","(11,346,170)"
