0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2011,
,,,,,,FULL YEAR,,
Department/Category,FY 08 Year End Actual,FY 09 Year End Actual,FY 10 Year End Actual,Adopted Budget,Original Target Budget,Year End Departmental Projection,Departmental (Over) Under Adopted Budget,Projection Target Budget
Youth Commission,,,,,,,,
Full-Time Positions,0,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,0,"30,073","39,347","47,000","47,000","47,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,o,0,0,0,o
Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"298,216","316,341","274,892","334,333","320,960","320,960","13,373",0
Class 100 Overtime Oblig./Approp.,"1,577",0,0,0,0,"1,994","(1,994)","(1,994)"
Zoning Code Commission,,,,,,,,
Full-Time Positions,0,1,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,0,"43,424","127,639","150,000","150,000","165,000","(15,000)","(15,000)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"23,111","22,717","22,297","23,296","22,804","22,020","1,276",784
Class 100 Total Oblig./Approp.,"1,390,720,193","1,406,266,636","1,360,000,423","1,369,164,221","1,348,522,467","1,363,788,383","5,375,838","(15,265,916)"
Class 100 Overtime Oblig./Approp.,"167,173,893","132,909,687","119,868,002","118,591,507","105,609,987","121,266,109","(2,674,602)","(15,656,122)"
