0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Office of Behavioral Health and Intellectual disAbility,,,,,,,,,,,
Full-Time Positions,16,24,23,27,27,0,47,46,46,1,0
Class 100 Total Oblig./Approp.,"1,580,748","1,550,431","1,546,510","874,025","874,025",0,"2,980,922","2,910,281","2,963,046","17,876","(52,765)"
Class 100 Overtime Oblig./Approp.,"6,906","6,636","7,582","37,619","28,288","9,331","4,000","75,237","75,237","(71,237)",0
Office of the Chief Administrative Officer,,,,,,,,,,,
Full-Time Positions,56,64,59,61,61,0,77,72,72,5,0
Class 100 Total Oblig./Approp.,"3,831,785","4,435,378","4,005,063","1,942,922","1,942,922",0,"5,062,173","4,733,837","4,825,798","236,375","(91,961)"
Class 100 Overtime Oblig./Approp.,"21,904","2,621",443,"4,099",245,"3,854","8,198","8,198","3,198","5,000","5,000"
Office of Children and Families,,,,,,,,,,,
Full-Time Positions,32,40,3,3,3,0,3,3,3,0,0
Class 100 Total Oblig./Approp.,"2,318,022","2,789,271","418,820","214,706","214,706",0,"442,000","442,000","447,742","(5,742)","(5,742)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,,,,
Full-Time Positions,151,151,127,125,125,0,162,162,162,0,0
Class 100 Total Oblig./Approp.,"9,056,465","9,589,667","7,600,652","4,525,746","4,525,746",0,"9,307,467","9,307,467","9,786,985","(479,518)","(479,518)"
Class 100 Overtime Oblig./Approp.,"201,728","332,810","314,954","100,250","77,736","22,514","200,500","200,500","145,500","55,000","55,000"
Office of Human Resources,,,,,,,,,,,
Full-Time Positions,77,79,75,72,72,0,80,80,80,0,0
Class 100 Total Oblig./Approp.,"4,913,051","5,185,267","5,133,178","2,565,751","2,565,751",0,"5,223,802","5,223,802","5,426,581","(202,779)","(202,779)"
Class 100 Overtime Oblig./Approp.,"45,485","63,347","81,009","44,000","55,915","(11,915)",0,"88,000","88,000","(88,000)",0
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,277,317,313,307,307,0,364,343,343,21,0
Class 100 Total Oblig./Approp.,"20,875,286","24,148,702","24,142,550","12,450,508","12,450,508",0,"28,131,196","26,071,196","26,710,814","1,420,382","(639,618)"
Class 100 Overtime Oblig./Approp.,"489,644","486,875","350,274","209,220","253,370","(44,150)","418,439","418,439","505,439","(87,000)","(87,000)"
OIT-Base,,,,,,,,,,,
Full-Time Positions,265,301,299,293,293,0,348,327,327,21,0
Class 100 Total Oblig ./Approp.,"19,846,610","22,772,627","22,946,742","11,860,014","11,860,014",0,"26,789,649","24,729,649","25,369,267","1,420,382","(639,618)"
Class 100 Overtime Oblig./Approp.,"454,207","448,945","314,614","177,518","228,800","(51,282)","355,035","355,035","452,035","(97,000)","(97,000)"
