0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2008,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 05 Year End Actual,FY 06 Year End Actual,FY 07 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Atwater Kent Museum,,,,,,,,,,,
Full-Time Positions,5,5,4,5,4,1,5,5,4,1,1
Class 100 Total Oblig./Approp.,"279,409","261,250","250,997","264,000","256,702","7,298","264,000","264,000","264,000",0,0
Class 100 Overtime Oblig./Approp.,"21,545","21,170","12,255","15,587","10,197","5,390","15,587","15,587","10,197","5,390","5,390"
Auditing,,,,,,,,,,,
Full-Time Positions,125,126,120,140,121,19,140,140,121,19,19
Class 100 Total Oblig./Approp.,"6,632,884","6,780,793","7,039,481","7,562,685","7,362,184","200,501","7,565,233","7,562,685","7,362,184","203,049","200,501"
Class 100 Overtime Oblig./Approp.,"41,416","50,514","55,975","52,000","88,306","(36,306)","52,000","52,000","88,306","(36,306)","(36,306)"
Board of Building Standards,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"97,529","99,888","91,419","112,733","112,733",0,"112,733","112,733","112,733",0,0
Class 100 Overtime Oblig./Approp.,0,"2,320",828,"3,133","2,421",712,0,"3,133","2,421","(2,421)",712
Board of Ethics,,,,,,,,,,,
Full-Time Positions,0,0,0,9,6,3,9,9,6,3,3
Class 100 Total Oblig./Approp.,0,0,0,"540,000","540,000",0,"540,000","540,000","540,000",0,0
Class 100 Overtime Oblig./Approp.,o,o,o,0,0,0,0,0,0,0,0
Board of L & I Review,,,,,,,,,,,
Full-Time Positions,3,2,3,3,3,0,3,3,3,0,0
Class 100 Total Oblig./Approp.,"167,181","159,089","179,400","198,108","196,610","1,498","198,108","198,108","198,108",0,0
Class 100 Overtime Oblig./Approp.,0,233,"2,383",608,690,(82),0,608,690,(690),(82)
Bd. of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,130,134,128,145,139,6,138,145,139,(1),6
Class 100 Total Oblig./Approp.,"7,273,595","7,380,015","7,772,791","8,128,256","8,128,256",0,"7,894,854","8,128,256","8,128,256","(233,402)",o
Class 100 Overtime Oblig./Approp.,"9,388","16,873","23,915","15,000","29,048","(14,048)","15,000","15,000","29,048","(14,048)","(14,048)"
Camp William Penn,,,,,,,,,,,
Full-Time Positions,4,3,3,4,1,3,4,4,1,3,3
Class 100 Total Oblig./Approp.,"145,253","138,213","164,382","228,948","228,948",0,"204,548","228,948","228,948","(24,400)",0
Class 100 Overtime Oblig./Approp.,0,0,90,0,0,0,0,0,0,0,0
