0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Planning and Development,,,,,,,,,,,
Full-Time Positions,49,56,55,53,53,0,62,62,62,0,0
Class 100 Total Oblig./Approp.,"3,894,669","4,695,950","4,778,297","2,144,967","2,144,967",0,"4,834,959","4,834,959","4,834,959",0,0
Class 100 Overtime Oblig./Approp.,"15,829","14,817","13,575","4,672","3,833",839,0,"9,344","9,344","(9,344)",0
Police,,,,,,,,,,,
Full-Time Positions,"7,172","7,241","7,175","7,031","7,031",0,"7,304","7,304","7,304",0,0
Class 100 Total Oblig./Approp.,"670,260,752","685,445,815","736,072,678","349,631,472","349,631,472",0,"704,077,967","704,077,967","704,077,967",0,0
Class 100 Overtime Oblig./Approp.*,"68,238,536","61,647,723","78,667,457","30,748,941","41,835,120","(11,086,179)","51,104,605","61,497,881","64,497,881","(13,393,276)","(3,000,000)"
*Police OT is abated as reimbursements occur,,,,,,,,,,,
Prisons,,,,,,,,,,,
Full-Time Positions,"2,177","2,130","1,975","1,822","1,822",0,"2,006","2,006","2,006",0,0
Class 100 Total Oblig./Approp.,"149,461,785","138,537,912","137,253,128","59,371,400","59,371,400",0,"126,599,446","126,599,446","126,599,446",0,0
Class 100 Overtime Oblig./Approp.,"33,450,882","24,169,020","26,918,548","12,526,229","11,312,502","1,213,727","23,637,781","25,052,457","25,052,457","(1,414,676)",0
Procurement,,,,,,,,,,,
Full-Time Positions,46,41,42,37,37,0,42,42,42,0,0
Class 100 Total Oblig./Approp.,"2,450,043","2,402,513","2,519,208","1,219,350","1,219,350",0,"2,436,508","2,436,508","2,436,508",0,0
Class 100 Overtime Oblig./Approp.,"8,930","5,647","5,390","5,927","11,986","(6,059)","6,000","11,854","23,854","(17,854)","(12,000)"
Public Health,,,,,,,,,,,
Full-Time Positions,711,752,739,719,719,0,818,818,818,0,0
Class 100 Total Oblig./Approp.,"54,999,157","57,173,653","60,130,461","28,977,268","28,977,268",0,"57,654,465","58,270,680","58,270,680","(616,215)",0
Class 100 Overtime Oblig./Approp.,"2,300,499","2,346,586","2,602,722","1,054,616","1,152,620","(98,004)","1,432,800","2,109,232","2,299,232","(866,432)","(190,000)"
Public Property,,,,,,,,,,,
Full-Time Positions,135,135,119,146,146,0,176,176,176,0,0
Class 100 Total Oblig./Approp.,"8,797,024","8,875,590","8,610,609","4,614,703","4,614,703",0,"10,101,149","10,101,149","10,101,149",0,0
Class 100 Overtime Oblig./Approp.,"855,977","839,027","800,350","305,980","91,395","214,585","937,774","611,960","211,960","725,814","400,000"
Records,,,,,,,,,,,
Full-Time Positions,57,55,51,49,49,0,55,55,55,0,0
Class 100 Total Oblig./Approp.,"3,004,442","2,983,490","2,995,101","1,367,555","1,367,555",0,"3,117,312","3,117,312","3,117,312",0,0
Class 100 Overtime Oblig./Approp.,"80,622","63,145","55,381","21,280","3,002","18,278","36,508","42,559","42,559","(6,051)",0
