0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department / Category,FY 19 Year End,FY 20 Year End,FY 21,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
OIT-911,,,,,,,,,,,
Full-Time Positions,12,16,14,12,12,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"1,028,676","1,376,075","1,195,808","861,146","861,146",0,"1,341,547","1,341,547","1,341,547",0,0
Class 100 Overtime Oblig./Approp.,"35,437","37,930","35,660","40,053","39,041","1,012","63,404","53,404","53,404","10,000",0
Office of the Inspector General,,,,,,,,,,,
Full-Time Positions,18,16,18,16,16,0,19,19,19,0,0
Class 100 Total Oblig./Approp.,"1,415,627","1,397,115","1,283,300","1,017,700","1,017,700",0,"1,504,223","1,478,002","1,478,002","26,221",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,,,,
Full-Time Positions,196,195,190,184,184,0,223,215,215,8,0
Class 100 Total Oblig./Approp.,"12,500,926","13,142,246","13,393,546","9,794,950","9,794,950",0,"14,395,213","14,835,075","14,835,075","(439,862)",0
Class 100 Overtime Oblig./Approp.,"94,062","73,955","42,002","40,500","30,709","9,791","110,000","54,000","54,000","56,000",0
Office of Sustainability,,,,,,,,,,,
Full-Time Positions,9,7,8,11,11,0,12,13,13,(1),0
Class 100 Total Oblig./Approp.,"548,133","566,858","484,422","546,390","546,390",0,"722,621","822,993","822,993","(100,372)",0
Class 100 Overtime Oblig./Approp.,139,79,0,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,,,,
Full-Time Positions,647,647,644,601,601,0,763,763,763,0,0
Class 100 Total Oblig./Approp.,"48,579,951","50,465,519","42,876,919","37,306,973","37,306,973",0,"52,352,786","53,658,191","53,257,946","(905,160)","400,245"
Class 100 Overtime Oblig./Approp.,"3,538,131","3,182,453","2,083,704","2,412,503","2,704,145","(291,642)","3,116,670","3,216,670","3,416,670","(300,000)","(200,000)"
Planning and Development,,,,,,,,,,,
Full-Time Positions,56,55,55,54,54,0,62,62,62,0,0
Class 100 Total Oblig./Approp.,"4,695,950","4,778,297","4,510,200","3,329,251","3,329,251",0,"4,873,604","5,228,518","5,228,518","(354,914)",0
Class 100 Overtime Oblig./Approp.,"14,817","13,575","9,507","18,362","18,269",93,0,"24,482","24,482","(24,482)",0
Police,,,,,,,,,,,
Full-Time Positions,"7,241","7,175","6,869","6,759","6,759",0,"7,304","7,304","7,304",0,0
Class 100 Total Oblig./Approp.,"685,445,815","736,072,678","708,324,818","506,590,428","506,590,428",0,"704,349,409","731,821,929","731,221,929","(26,872,520)","600,000"
Class 100 Overtime Oblig./Approp.* *Police OT is abated as reimbursements occur,"61,647,723","78,667,457","64,896,010","52,525,069","55,090,434","(2,565,365)","60,033,425","70,033,425","72,833,425","(12,800,000)","(2,800,000)"
