0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department/Category,FY 20 Year End,FY 21 Year End,FY 22,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Auditing,,,,,,,,,,,
Full-Time Positions,121,118,109,105,105,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"9,466,389","9,311,029","9,523,506","6,554,096","6,554,096",0,"10,285,869","10,285,869","10,300,191","(14,322)","(14,322)"
Class 100 Overtime Oblig./Approp.,"60,388","39,619","58,666","60,000","57,161","2,839","80,000","80,000","80,000",0,0
Board of Ethics,,,,,,,,,,,
Full-Time Positions,7,9,9,9,9,0,12,12,12,0,0
Class 100 Total Oblig./Approp.,"922,164","801,988","848,155","667,537","667,537",0,"1,121,902","1,121,902","1,082,835","39,067","39,067"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,14,15,14,15,15,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"1,044,789","1,002,561","988,226","701,540","701,540",0,"1,057,610","1,057,610","1,064,422","(6,812)","(6,812)"
Class 100 Overtime Oblig./Approp.,"1,967",45,"1,801",150,517,(367),0,200,700,(700),(500)
City Commissioners,,,,,,,,,,,
Full-Time Positions,98,137,134,143,143,0,187,187,150,37,37
Class 100 Total Oblig./Approp.,"7,075,077","8,293,480","7,768,164","6,217,765","6,217,765",0,"10,927,174","12,898,896","9,909,921","1,017,253","2,988,975"
Class 100 Overtime Oblig./Approp.,"1,592,963","1,531,588","1,230,728","1,110,415","1,024,472","85,943","1,480,553","1,480,553","1,480,553",0,0
City Council,,,,,,,,,,,
Full-Time Positions,180,182,175,168,168,0,185,185,185,0,0
Class 100 Total Oblig./Approp.,"14,433,197","14,051,449","14,383,873","10,094,213","10,094,213",0,"16,325,560","16,325,560","16,419,316","(93,756)","(93,756)"
Class 100 Overtime Oblig./Approp.,0,245,0,0,0,0,0,0,0,0,0
City Representative,,,,,,,,,,,
Full-Time Positions,5,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"683,372",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,16,16,17,17,17,0,19,20,20,(1),0
Class 100 Total Oblig./Approp.,"1,268,936","1,230,203","1,396,762","1,136,758","1,136,758",0,"1,579,598","1,579,598","1,586,929","(7,331)","(7,331)"
Class 100 Overtime Oblig./Approp.,"8,586","56,626","66,607","45,000","44,683",317,"50,000","60,000","60,000","(10,000)",0
