0,1,2,3,4,5,6,7,8
,,,,,,FY 2022 FULL YEAR,,
Department/ Category,FY 19 Year End,FY 20 Year End,FY 21,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
District Attorney,,,,,,,,
Full-Time Positions,491,545,521,540,540,503,37,37
Class 100 Total Oblig./Approp.,"34,265,564","38,029,618","38,421,902","36,562,904","38,812,427","38,812,427","(2,249,523)",0
Class 100 Overtime Oblig./Approp.,"155,103","135,138","141,860","164,000","164,000","179,313","(15,313)","(15,313)"
Finance,,,,,,,,
Full-Time Positions,116,119,119,132,129,122,10,7
Class 100 Total Oblig./Approp.,"7,756,138","9,222,201","9,293,924","10,185,891","10,315,325","10,315,325","(129,434)",0
Class 100 Overtime Oblig./Approp.,"74,302","74,119","128,747","85,259","137,689","126,163","(40,904)","11,526"
Finance Reg #32 Disability,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,413,758","1,092,451","2,167,137","2,293,165","2,293,165","2,293,165",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Fire,,,,,,,,
Full-Time Positions,"2,530","2,628","2,678","3,368","2,928","2,667",701,261
Class 100 Total Oblig./Approp.,"283,319,650","303,857,650","318,512,653","332,992,022","344,579,456","344,579,456","(11,587,434)",0
Class 100 Overtime Oblig./Approp.,"50,943,620","63,932,091","62,597,682","69,784,271","65,084,271","69,468,511","315,760","(4,384,240)"
First Judicial District,,,,,,,,
Full-Time Positions,"1,842","1,825","1,773","1,822","1,822","1,686",136,136
Class 100 Total Oblig./Approp.,"100,719,400","103,276,427","102,667,998","105,324,122","108,874,250","108,874,250","(3,550,128)",0
Class 100 Overtime Oblig./Approp.,"24,242","47,641","12,832","94,840","24,840","14,688","80,152","10,152"
Fleet Services,,,,,,,,
Full-Time Positions,286,282,268,315,315,266,49,49
Class 100 Total Oblig./Approp.,"18,501,080","18,563,332","17,982,245","19,260,680","20,150,027","20,150,027","(889,347)",0
Class 100 Overtime Oblig./Approp.,"2,406,919","1,679,115","1,413,920","1,629,828","1,929,828","1,986,852","(357,024)","(57,024)"
Free Library,,,,,,,,
Full-Time Positions,651,677,634,715,715,618,97,97
Class 100 Total Oblig./Approp.,"38,004,616","41,221,658","36,056,416","38,171,857","41,456,287","41,456,287","(3,284,430)",0
Class 100 Overtime Oblig./Approp.,"1,667,956","1,646,292","325,884","1,885,000","547,000","587,443","1,297,557","(40,443)"
Human Relations Commission,,,,,,,,
Full-Time Positions,32,34,32,33,33,32,1,1
Class 100 Total Oblig./Approp.,"2,071,428","2,286,672","2,267,083","2,325,040","2,463,907","2,463,907","(138,867)",0
Class 100 Overtime Oblig./Approp.,0,23,"4,569",0,0,0,0,0
Human Services,,,,,,,,
Full-Time Positions,396,437,492,492,492,492,0,0
Class 100 Total Oblig./Approp. *,"22,738,842","22,404,173","28,025,714","32,182,866","34,254,330","34,254,330","(2,071,464)",0
Class 100 Overtime Oblig./Approp. *,"2,644,765","2,993,692","3,324,490","3,789,034","3,789,034","3,789,034",0,0
Labor,,,,,,,,
Full-Time Positions,22,27,26,39,37,28,11,9
Class 100 Total Oblig./Approp.,"1,586,766","1,945,732","1,991,712","2,939,422","2,884,257","2,884,257","55,165",0
Class 100 Overtime Oblig./Approp.,274,986,59,"35,950","8,950","8,366","27,584",584
