0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,10,8,8,10,10,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"598,178","577,153","404,320","221,552","221,552",0,"610,850","610,850","610,850",0,0
Class 100 Overtime Oblig./Approp.,"11,874","2,317","5,431","8,500","4,336","4,164","17,000","17,000","17,000",0,0
Office of Arts and Culture,,,,,,,,,,,
Full-Time Positions,2,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"544,982",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp,150,0,0,0,0,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,,,,
Full-Time Positions,24,23,30,52,46,6,53,53,53,0,0
Class 100 Total Oblig./Approp.,"1,550,431","1,546,510","1,818,626","1,307,171","1,307,171",0,"3,590,639","3,590,639","3,590,639",0,0
Class 100 Overtime Oblig./Approp.,"6,636","7,582","40,229","23,535","76,666","(53,131)","47,069","47,069","147,069","(100,000)","(100,000)"
Office of the Chief Administrative Officer,,,,,,,,,,,
Full-Time Positions,64,59,75,81,81,0,92,92,92,0,0
Class 100 Total Oblig./Approp.,"4,435,378","4,005,063","4,457,677","2,869,220","2,869,220",0,"6,368,435","6,173,038","6,173,038","195,397",0
Class 100 Overtime Oblig./Approp.,"2,621",443,"1,342","14,599","15,796","(1,197)","8,198","29,198","29,198","(21,000)",0
Office of Children and Families,,,,,,,,,,,
Full-Time Positions,40,3,2,4,4,0,3,3,3,0,0
Class 100 Total Oblig./Approp.,"2,789,271","418,820","377,938","257,378","257,378",0,"463,413","463,413","463,413",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,,,,
Full-Time Positions,151,127,114,113,113,0,149,149,149,0,0
Class 100 Total Oblig./Approp.,"9,589,667","7,600,652","9,151,392","3,789,100","3,789,100",0,"9,931,274","9,931,274","9,931,274",0,0
Class 100 Overtime Oblig./Approp.,"332,810","314,954","120,570","100,250","36,523","63,727","200,500","200,500","200,500",0,0
Office of Human Resources,,,,,,,,,,,
Full-Time Positions,79,75,73,83,73,10,88,92,92,(4),0
Class 100 Total Oblig./Approp.,"5,185,267","5,133,178","5,230,335","2,607,381","2,607,381",0,"6,042,760","6,277,533","6,277,533","(234,773)",0
Class 100 Overtime Oblig./Approp.,"63,347","81,009","94,206","42,696","76,324","(33,628)","49,391","85,391","145,391","(96,000)","(60,000)"
