0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,22,21,19,20,20,19,1,1
Class 100 Total Oblig./Approp.,"1,563,276","1,478,243","1,360,503","1,341,311","1,357,192","1,357,192","(15,881)",0
Class 100 Overtime Oblig./Approp.,"16,783","10,302","9,867","8,982","4,388","3,491","5,491",897
Office of Human Resources,,,,,,,,
Full-Time Positions,53,73,80,86,85,78,8,7
Class 100 Total Oblig./Approp.,"3,313,279","3,890,117","4,141,604","4,400,457","4,551,776","4,551,776","(151,319)",0
Class 100 Overtime Oblig./Approp.,"30,611","45,173","63,270","34,128","34,128","36,261","(2,133)","(2,133)"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,174,258,255,289,284,255,34,29
Class 100 Total Oblig./Approp.,"10,540,202","16,911,667","16,408,093","17,614,280","17,801,128","17,301,128","313,152","500,000"
Class 100 Overtime Oblig./Approp.,"563,629","586,720","590,240","440,032","592,115","607,010","(166,978)","(14,895)"
Office of Property Assessment,,,,,,,,
Full-Time Positions,0,132,157,218,190,173,45,17
Class 100 Total Oblig./Approp.,0,"5,259,514","7,014,594","10,187,072","10,136,677","8,136,677","2,050,395","2,000,000"
Class 100 Overtime Oblig./Approp.,0,0,0,0,354,"5,085","(5,085)","(4,731)"
Office of Supportive Housing,,,,,,,,
Full-Time Positions,124,116,147,157,157,145,12,12
Class 100 Total Oblig./Approp.,"6,343,923","5,825,381","7,556,596","7,652,567","7,707,386","7,707,386","(54,819)",0
Class 100 Overtime Oblig./Approp.,"457,176","203,853","184,441","196,041","196,041","193,521","2,520","2,520"
