0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Sheriff,,,,,,,,,,,
Full-Time Positions,355,385,367,352,352,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"27,638,571","28,049,726","26,258,562","12,398,789","12,398,789",0,"25,192,450","25,192,450","25,386,735","(194,285)","(194,285)"
Class 100 Overtime Oblig./Approp.,"6,163,832","4,797,577","2,799,955","1,567,521","1,756,578","(189,057)","2,685,042","3,135,042","3,135,042","(450,000)",0
Streets,,,,,,,,,,,
Full-Time Positions,"1,736","1,925","1,941","2,017","2,017",0,"2,045","2,134","2,134",(89),0
Class 100 Total Oblig./Approp.,"83,603,511","90,344,142","88,868,951","48,365,454","48,365,454",0,"90,986,330","91,910,110","99,375,076","(8,388,746)","(7,464,966)"
Class 100 Overtime Oblig./Approp.,"15,557,607","15,039,549","16,469,836","5,876,255","9,347,474","(3,471,219)","11,752,509","11,752,509","14,152,509","(2,400,000)","(2,400,000)"
,,,,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"22,210","22,422","21,630","21,315","21,305",10,"24,438","24,046","24,046",392,0
Class 100 Total Oblig./Approp.,"1,749,789,358","1,874,182,010","1,811,423,186","845,915,762","845,915,762",0,"1,888,766,172","1,879,796,243","1,960,169,471","(71,403,299)","(80,373,228)"
Class 100 Overtime Oblig./Approp.,"176,564,791","208,034,045","185,591,876","92,706,701","97,950,730","(5,244,029)","185,786,679","185,413,396","198,816,396","(13,029,717)","(13,403,000)"
