0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,0,1,1,1,0,0
Class 100 Total Oblig./Approp.,"79,592","85,061","76,786","14,959","14,959",0,"84,116","84,116","84,116",0,0
Class 100 Overtime Oblig./Approp.,0,0,167,0,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,1,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"126,329","118,576","134,513","36,560","36,560",0,"170,377","170,377","170,377",0,0
Class 100 Overtime Oblig./Approp.,35,0,"2,983",0,0,0,0,0,0,0,0
Managing Director's Office,,,,,,,,,,,
Full-Time Positions,287,290,324,330,330,0,537,537,537,0,0
Class 100 Total Oblig./Approp.,"40,052,290","28,719,552","31,958,314","4,542,400","4,542,400",0,"36,253,382","36,253,382","37,768,654","(1,515,272)","(1,515,272)"
Class 100 Overtime Oblig./Approp.,"1,088,557","824,568","847,036","243,013","289,328","(46,315)","972,050","972,050","972,050",0,0
MDO-Base,,,,,,,,,,,
Full-Time Positions,287,290,311,317,317,0,522,522,522,0,0
Class 100 Total Oblig./Approp.,"40,052,290","28,719,552","31,286,076","4,348,063","4,348,063",0,"35,167,882","35,167,882","36,683,154","(1,515,272)","(1,515,272)"
Class 100 Overtime Oblig./Approp.,"1,088,557","824,568","847,036","243,013","289,328","(46,315)","972,050","972,050","972,050",0,0
MDO-Citizens Police Oversight Comm.,,,,,,,,,,,
Full-Time Positions,0,0,13,13,13,0,15,15,15,0,0
Class 100 Total Oblig./Approp.,0,0,"672,238","194,337","194,337",0,"1,085,500","1,085,500","1,085,500",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mayor's Office,,,,,,,,,,,
Full-Time Positions,61,61,60,60,60,0,64,64,64,0,0
Class 100 Total Oblig./Approp.,"5,526,098","5,574,446","5,673,722","1,263,172","1,263,172",0,"6,301,957","6,301,957","6,301,957",0,0
Class 100 Overtime Oblig./Approp.,88,0,0,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","45,000","44,997",0,0,0,"177,185","177,185","177,185",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
