0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Planning and Development,,,,,,,,,,,
Full-Time Positions,49,56,55,54,54,0,62,62,62,0,0
Class 100 Total Oblig./Approp.,"3,894,669","4,695,950","4,778,297","3,143,740","3,143,740",0,"4,834,959","4,834,959","4,834,959",0,0
Class 100 Overtime Oblig./Approp.,"15,829","14,817","13,575","7,008","5,286","1,722",0,"9,344","7,344","(7,344)","2,000"
Police,,,,,,,,,,,
Full-Time Positions,"7,172","7,241","7,175","6,929","6,929",0,"7,304","7,304","7,304",0,0
Class 100 Total Oblig./Approp.,"670,260,752","685,445,815","736,072,678","500,302,792","500,302,792",0,"704,077,967","704,077,967","704,077,967",0,0
Class 100 Overtime Oblig./Approp.*,"68,238,536","61,647,723","78,667,457","48,373,411","52,152,766","(3,779,355)","51,104,605","64,497,881","63,397,881","(12,293,276)","1,100,000"
*Police OT is abated as reimbursements occur Prisons,,,,,,,,,,,
Full-Time Positions,"2,177","2,130","1,975","1,750","1,750",0,"2,006","2,006","2,006",0,0
Class 100 Total Oblig./Approp.,"149,461,785","138,537,912","137,253,128","86,902,786","86,902,786",0,"126,599,446","126,599,446","121,537,266","5,062,180","5,062,180"
Class 100 Overtime Oblig./Approp.,"33,450,882","24,169,020","26,918,548","18,789,343","17,279,520","1,509,823","23,637,781","25,052,457","25,052,457","(1,414,676)",0
Procurement,,,,,,,,,,,
Full-Time Positions,46,41,42,35,35,0,42,42,42,0,0
Class 100 Total Oblig./Approp.,"2,450,043","2,402,513","2,519,208","1,776,399","1,776,399",0,"2,436,508","2,436,508","2,436,508",0,0
Class 100 Overtime Oblig./Approp.,"8,930","5,647","5,390","17,891","14,616","3,275","6,000","23,854","19,854","(13,854)","4,000"
Public Health,,,,,,,,,,,
Full-Time Positions,711,752,739,716,716,0,818,818,818,0,0
Class 100 Total Oblig./Approp.,"54,999,157","57,173,653","60,130,461","42,433,012","42,433,012",0,"57,654,465","58,270,680","58,270,680","(616,215)",0
Class 100 Overtime Oblig./Approp.,"2,300,499","2,346,586","2,602,722","1,724,424","1,720,395","4,029","1,432,800","2,299,232","2,299,232","(866,432)",0
Public Property,,,,,,,,,,,
Full-Time Positions,135,135,119,142,142,0,176,176,176,0,0
Class 100 Total Oblig./Approp.,"8,797,024","8,875,590","8,610,609","7,242,801","7,242,801",0,"10,101,149","10,101,149","10,101,149",0,0
Class 100 Overtime Oblig./Approp.,"855,977","839,027","800,350","158,970","165,054","(6,084)","937,774","211,960","211,960","725,814",0
Records,,,,,,,,,,,
Full-Time Positions,57,55,51,46,46,0,55,55,55,0,0
Class 100 Total Oblig./Approp.,"3,004,442","2,983,490","2,995,101","1,986,208","1,986,208",0,"3,117,312","3,117,312","3,117,312",0,0
Class 100 Overtime Oblig./Approp.,"80,622","63,145","55,381","31,919","3,148","28,771","36,508","42,559","32,559","3,949","10,000"
