0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Prisons,,,,,,,,,,,
Full-Time Positions,"2,130","1,975","1,620","1,572","1,572",0,"2,186","2,186","2,186",0,0
Class 100 Total Oblig./Approp.,"138,537,912","137,253,128","118,472,913","24,489,260","24,489,260",0,"132,739,167","132,739,167","132,739,167",0,0
Class 100 Overtime Oblig./Approp.,"24,169,020","26,918,548","24,602,298","5,931,275","6,193,992","(262,717)","23,725,100","23,725,100","23,725,100",0,0
Procurement,,,,,,,,,,,
Full-Time Positions,41,42,35,36,36,0,42,42,42,0,0
Class 100 Total Oblig./Approp.,"2,402,513","2,519,208","2,434,690","592,178","592,178",0,"2,648,235","2,648,235","2,648,235",0,0
Class 100 Overtime Oblig./Approp.,"5,647","5,390","11,124",0,487,(487),0,0,"2,000","(2,000)","(2,000)"
Public Health,,,,,,,,,,,
Full-Time Positions,752,739,716,702,702,0,822,822,822,0,0
Class 100 Total Oblig./Approp.,"57,173,653","60,130,461","58,289,725","13,081,200","13,081,200",0,"59,267,291","59,267,291","59,267,291",0,0
Class 100 Overtime Oblig./Approp.,"2,346,586","2,602,722","2,319,808","626,386","564,971","61,415","2,505,544","2,505,544","2,505,544",0,0
Public Property,,,,,,,,,,,
Full-Time Positions,135,119,142,144,144,0,156,156,156,0,0
Class 100 Total Oblig./Approp.,"8,875,590","8,610,609","9,847,147","2,352,877","2,352,877",0,"10,098,527","10,098,527","10,098,527",0,0
Class 100 Overtime Oblig./Approp.,"839,027","800,350","195,014","57,604","45,876","11,728","230,414","230,414","230,414",0,0
Records,,,,,,,,,,,
Full-Time Positions,55,51,51,50,50,0,54,54,58,(4),(4)
Class 100 Total Oblig./Approp.,"2,983,490","2,995,101","2,823,021","652,551","652,551",0,"3,009,970","3,009,970","3,084,970","(75,000)","(75,000)"
Class 100 Overtime Oblig./Approp.,"63,145","55,381","65,664","9,364","43,144","(33,780)","37,456","37,456","173,656","(136,200)","(136,200)"
Register of Wills,,,,,,,,,,,
Full-Time Positions,70,66,70,66,66,0,71,71,71,0,0
Class 100 Total Oblig./Approp.,"4,262,942","4,523,524","4,174,663","870,778","870,778",0,"3,956,193","3,956,193","3,956,193",0,0
Class 100 Overtime Oblig./Approp.,"1,488",399,231,0,0,0,0,0,0,0,0
Revenue,,,,,,,,,,,
Full-Time Positions,405,402,386,348,348,0,399,399,399,0,0
Class 100 Total Oblig./Approp.,"22,700,386","23,489,160","22,277,095","4,370,793","4,370,793",0,"20,380,548","20,380,548","20,305,967","74,581","74,581"
Class 100 Overtime Oblig./Approp.,"367,414","295,650","85,746","75,000","38,055","36,945","300,000","300,000","200,000","100,000","100,000"
