0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Managing Director,,,,,,,,
Full-Time Positions,153,145,156,269,279,279,(10),0
Class 100 Total Oblig./Approp.,"12,027,922","13,338,302","14,893,261","14,899,646","15,827,230","15,827,230","(927,584)",0
Class 100 Overtime Oblig./Approp.,"496,628","1,088,415","675,264","201,309","415,647","476,824","(275,515)","(61,177)"
Mayor's Office,,,,,,,,
Full-Time Positions,33,33,36,47,47,44,3,3
Class 100 Total Oblig./Approp.,"2,952,968","2,965,371","3,078,511","4,151,380","4,151,380","4,151,380",0,0
Class 100 Overtime Oblig./Approp.,0,0,102,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,0,0,15,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation and Utilities,,,,,,,,
Full-Time Positions,8,8,13,15,15,13,2,2
Class 100 Total Oblig./Approp.,"419,184","467,898","519,216","498,887","498,887","498,887",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
