0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Planning and Development,,,,,,,,,,,
Full-Time Positions,55,55,54,59,59,0,74,70,70,4,0
Class 100 Total Oblig./Approp.,"4,778,297","4,510,200","4,756,995","3,550,712","3,550,712",0,"5,783,913","5,986,313","5,779,386","4,527","206,927"
Class 100 Overtime Oblig./Approp.,"13,575","9,507","22,401","13,500","15,550","(2,050)",0,"18,000","20,000","(20,000)","(2,000)"
Police,,,,,,,,,,,
Full-Time Positions,"7,175","6,869","6,651","6,436","6,436",0,"7,327","6,777","6,440",887,337
Class 100 Total Oblig./Approp.,"736,072,678","708,324,818","727,678,591","547,845,378","547,845,378",0,"753,577,996","764,470,055","764,495,947","(10,917,951)","(25,892)"
Class 100 Overtime Oblig./Approp.*,"78,667,457","64,896,010","76,002,003","75,604,784","85,070,918","(9,466,134)","77,706,379","100,806,379","103,806,379","(26,100,000)","(3,000,000)"
Prisons,,,,,,,,,,,
Full-Time Positions,"1,975","1,620","1,393","1,327","1,327",0,"2,186","1,830","1,400",786,430
Class 100 Total Oblig./Approp.,"137,253,128","118,472,913","118,473,913","85,603,528","85,603,528",0,"135,537,939","152,531,303","158,889,026","(23,351,087)","(6,357,723)"
Class 100 Overtime Oblig./Approp.,"26,918,548","24,602,298","29,907,097","25,943,567","24,179,876","1,763,691","31,591,422","34,591,422","34,591,422","(3,000,000)",0
Procurement,,,,,,,,,,,
Full-Time Positions,42,35,35,34,34,0,51,54,54,(3),0
Class 100 Total Oblig./Approp.,"2,519,208","2,434,690","2,665,060","1,758,629","1,758,629",0,"3,404,302","3,404,302","3,411,587","(7,285)","(7,285)"
Class 100 Overtime Oblig./Approp.,"5,390","11,124","1,962",450,796,(346),0,600,"1,100","(1,100)",(500)
Public Health,,,,,,,,,,,
Full-Time Positions,739,716,689,679,679,0,835,795,695,140,100
Class 100 Total Oblig./Approp.,"60,130,461","58,289,725","60,210,880","43,869,562","43,869,562",0,"62,755,979","62,755,979","62,781,033","(25,054)","(25,054)"
Class 100 Overtime Oblig./Approp.,"2,602,722","2,319,808","2,434,412","1,797,750","1,895,493","(97,743)","2,397,000","2,397,000","2,397,000",0,0
Public Property,,,,,,,,,,,
Full-Time Positions,119,142,133,127,127,0,156,156,156,0,0
Class 100 Total Oblig./Approp.,"8,610,609","9,847,147","10,124,679","7,412,757","7,412,757",0,"12,050,817","12,050,817","12,064,207","(13,390)","(13,390)"
Class 100 Overtime Oblig./Approp.,"800,350","195,014","228,450","263,322","362,630","(99,308)","261,096","351,096","501,096","(240,000)","(150,000)"
Records,,,,,,,,,,,
Full-Time Positions,51,51,54,54,54,0,60,60,60,0,0
Class 100 Total Oblig./Approp.,"2,995,101","2,823,021","3,202,359","2,314,698","2,314,698",0,"3,374,335","3,374,335","3,376,994","(2,659)","(2,659)"
Class 100 Overtime Oblig./Approp.,"55,381","65,664","282,392","193,142","154,041","39,101","7,523","257,523","257,523","(250,000)",0
