0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department/ Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Fleet Management,,,,,,,,
Full-Time Positions,302,292,265,283,283,268,15,15
Class 100 Total Oblig./Approp.,"16,978,931","16,666,891","15,732,183","15,824,382","15,582,207","15,582,207","242,175",0
Class 100 Overtime Oblig./Approp.,"2,179,011","2,564,572","2,608,404","2,240,168","2,451,653","2,438,629","(198,461)","13,024"
Free Library,,,,,,,,
Full-Time Positions,629,602,619,641,610,608,33,2
Class 100 Total Oblig./Approp.,"32,664,879","29,099,281","29,004,685","29,518,037","29,283,037","29,283,037","235,000",0
Class 100 Overtime Oblig./Approp.,"681,781","472,152","745,424","565,349","769,204","791,993","(226,644)","(22,789)"
Historical Commission,,,,,,,,
Full-Time Positions,6,6,6,6,6,4,2,2
Class 100 Total Oblig./Approp.,"360,867","360,053","375,835","385,995","385,995","385,995",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Relations Commission,,,,,,,,
Full-Time Positions,34,33,30,32,31,29,3,2
Class 100 Total Oblig./Approp.,"2,020,865","1,947,511","1,908,658","1,991,572","1,950,787","1,950,787","40,785",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Services,,,,,,,,
Full-Time Positions (Note 1),"1,741","1,751","1,668",807,804,804,3,0
Class 100 Total Oblig./Approp.,"98,395,991","94,110,384","92,981,141","42,292,544","40,492,544","40,492,544","1,800,000",0
Class 100 Overtime Oblig./Approp.,"8,573,925","7,137,162","8,687,587","4,927,740","4,010,344","4,010,344","917,396",0
