0,1,2,3,4,5,6,7,8
,,,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End,FY 20 Year End,FY 21,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of the Chief Administrative,,,,,,,,
Full-Time Positions,56,64,59,77,72,75,2,(3)
Class 100 Total Oblig./Approp.,"3,831,785","4,435,378","4,005,063","5,062,173","4,605,680","4,605,680","456,493",0
Class 100 Overtime Oblig./Approp.,"21,904","2,621",443,"8,198",698,"1,342","6,856",(644)
Office of Children and Families,,,,,,,,
Full-Time Positions,32,40,3,3,3,2,1,1
Class 100 Total Oblig./Approp.,"2,318,022","2,789,271","418,820","442,000","447,742","447,742","(5,742)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,
Full-Time Positions,151,151,127,162,162,114,48,48
Class 100 Total Oblig./Approp.,"9,056,465","9,589,667","7,600,652","9,307,467","9,786,985","9,786,985","(479,518)",0
Class 100 Overtime Oblig./Approp.,"201,728","332,810","314,954","200,500","145,500","120,570","79,930","24,930"
Office of Human Resources,,,,,,,,
Full-Time Positions,77,79,75,80,80,73,7,7
Class 100 Total Oblig./Approp.,"4,913,051","5,185,267","5,133,178","5,223,802","5,426,581","5,426,581","(202,779)",0
Class 100 Overtime Oblig./Approp.,"45,485","63,347","81,009",0,"88,000","94,206","(94,206)","(6,206)"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,277,317,313,364,343,300,64,43
Class 100 Total Oblig./Approp.,"20,875,286","24,148,702","24,142,550","28,131,196","26,710,814","26,710,814","1,420,382",0
Class 100 Overtime Oblig./Approp.,"489,644","486,875","350,274","418,439","505,439","579,803","(161,364)","(74,364)"
OIT-Base,,,,,,,,
Full-Time Positions,265,301,299,348,327,288,60,39
Class 100 Total Oblig./Approp.,"19,846,610","22,772,627","22,946,742","26,789,649","25,369,267","25,369,267","1,420,382",0
Class 100 Overtime Oblig./Approp.,"454,207","448,945","314,614","355,035","452,035","544,143","(189,108)","(92,108)"
OIT-911,,,,,,,,
Full-Time Positions,12,16,14,16,16,12,4,4
Class 100 Total Oblig./Approp.,"1,028,676","1,376,075","1,195,808","1,341,547","1,341,547","1,341,547",0,0
Class 100 Overtime Oblig./Approp.,"35,437","37,930","35,660","63,404","53,404","35,660","27,744","17,744"
Office of the Inspector General,,,,,,,,
Full-Time Positions,18,16,18,19,19,16,3,3
Class 100 Total Oblig./Approp.,"1,415,627","1,397,115","1,283,300","1,504,223","1,478,002","1,478,002","26,221",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,
Full-Time Positions,196,195,190,223,215,177,46,38
Class 100 Total Oblig./Approp.,"12,500,926","13,142,246","13,393,546","14,395,213","14,835,075","14,835,075","(439,862)",0
Class 100 Overtime Oblig./Approp.,"94,062","73,955","42,002","110,000","54,000","107,053","2,947","(53,053)"
Office of Sustainability,,,,,,,,
Full-Time Positions,9,7,8,12,13,11,1,2
Class 100 Total Oblig./Approp.,"548,133","566,858","484,422","722,621","822,993","822,993","(100,372)",0
Class 100 Overtime Oblig./Approp.,139,79,0,0,0,480,(480),(480)
