0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,0,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"83,562","79,592","85,061","43,297","43,297",0,"82,018","79,557","82,151",(133),"(2,594)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,2,1,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"129,561","126,329","118,576","62,406","62,406",0,"165,635","165,635","171,162","(5,527)","(5,527)"
Class 100 Overtime Oblig./Approp.,"1,164",35,0,"1,150","1,100",50,0,"2,300","2,300","(2,300)",0
Managing Director,,,,,,,,,,,
Full-Time Positions,307,287,290,300,300,0,456,450,450,6,0
Class 100 Total Oblig./Approp.,"20,519,487","40,052,290","28,719,552","12,801,947","12,801,947",0,"43,754,013","43,157,013","44,046,920","(292,907)","(889,907)"
Class 100 Overtime Oblig./Approp.,"501,777","1,088,557","824,568","372,325","343,409","28,916","864,650","744,650","694,650","170,000","50,000"
Mayor's Office,,,,,,,,,,,
Full-Time Positions,51,61,61,58,58,0,62,62,62,0,0
Class 100 Total Oblig./Approp.,"4,779,593","5,526,098","5,574,446","2,712,738","2,712,738",0,"5,892,600","5,892,600","5,970,633","(78,033)","(78,033)"
Class 100 Overtime Oblig./Approp.,0,88,0,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","90,000","45,000",0,0,0,"45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,11,10,8,9,9,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"587,931","598,178","577,153","188,734","188,734",0,"586,569","586,569","593,403","(6,834)","(6,834)"
Class 100 Overtime Oblig./Approp.,"16,444","11,874","2,317","8,500","3,192","5,308","17,000","17,000","17,000",0,0
Office of Arts and Culture,,,,,,,,,,,
Full-Time Positions,7,2,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"453,399","544,982",0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,40,150,0,0,0,0,0,0,0,0,0
