0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2010,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/ Category,FY 07 Year End Actual,FY 08 Year End Actual,FY 09 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Highways,,,,,,,,,,,
Full-Time Positions,304,311,274,294,270,24,294,294,270,24,24
Class 100 Total Oblig./Approp.,"7,652,469","7,322,759","11,892,157","23,864,639","23,864,639",o,"9,664,639","23,864,639","23,864,639","(14,200,000)",o
Class 100 Overtime Oblig./Approp.,"728,224","1,728,904","2,066,141","2,198,868","2,183,481","15,387","1,488,162","2,198,868","2,183,481","(695,319)","15,387"
Street Lighting,,,,,,,,,,,
Full-Time Positions,23,21,20,20,19,1,21,20,19,2,1
Class 100 Total Oblig./Approp.,"600,014","774,107","1,106,564","947,177","947,177",o,"990,999","947,177","947,177","43,822",o
Class 100 Overtime Oblig./Approp.,"54,712","138,089","129,694","114,370","117,278","(2,908)","89,265","114,370","117,278","(28,013)","(2,908)"
Traffic Engineering,,,,,,,,,,,
Full-Time Positions,90,88,85,89,82,7,88,89,82,6,7
Class 100 Total Oblig./Approp.,"2,620,818","2,968,556","3,224,944","2,957,784","2,957,784",o,"2,957,784","2,957,784","2,957,784",o,o
Class 100 Overtime Oblig./Approp.,"188,800","350,988","345,317","291,670","357,605","(65,935)","238,027","291,670","357,605","(119,578)","(65,935)"
General Support,,,,,,,,,,,
Full-Time Positions,80,77,69,74,67,7,74,74,67,7,7
Class 100 Total Oblig./Approp.,"4,139,103","4,100,281","4,100,439","3,609,414","3,609,414",o,"3,609,414","3,609,414","3,609,414",o,o
Class 100 Overtime Oblig./Approp.,"120,160","74,339","61,125","194,590","103,913","90,677","54,567","194,590","103,913","(49,346)","90,677"
Streets-Sanitation,,,,,,,,,,,
Full-Time Positions,"1,222","1,248","1,183","1,228","1,170",58,"1,228","1,228","1,170",58,58
Class 100 Total Oblig./Approp.,"44,468,301","45,722,318","47,484,458","45,145,923","45,145,923",o,"45,102,101","45,145,923","45,145,923","(43,822)",o
Class 100 Overtime Oblig./Approp.,"5,722,009","6,295,977","6,016,377","8,864,576","9,147,087","(282,511)","5,556,178","8,864,576","9,147,087","(3,590,909)","(282,511)"
Youth Commission,,,,,,,,,,,
Full-Time Positions,o,o,1,1,1,0,1,1,1,o,o
Class 100 Total Oblig./Approp.,o,o,"30,073","47,000","47,000",o,"47,000","47,000","47,000",o,o
Class 100 Overtime Oblig./Approp.,o,0,0,0,0,0,0,0,0,0,0
