0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,0,1,1,1,0,0
Class 100 Total Oblig./Approp.,"79,592","85,061","76,786","55,891","55,891",0,"84,116","84,116","84,116",0,0
Class 100 Overtime Oblig./Approp.,0,0,167,60,532,(472),0,80,700,(700),(620)
L&I-Board of L & Review,,,,,,,,,,,
Full-Time Positions,2,1,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"126,329","118,576","134,513","137,321","137,321",0,"170,377","170,377","170,377",0,0
Class 100 Overtime Oblig./Approp.,35,0,"2,983",0,0,0,0,0,0,0,0
Managing Director's Office,,,,,,,,,,,
Full-Time Positions,287,290,324,364,364,0,537,487,407,130,80
Class 100 Total Oblig./Approp.,"40,052,290","28,719,552","31,958,314","16,335,367","16,335,367",0,"36,253,382","37,768,654","31,942,985","4,310,397","5,825,669"
Class 100 Overtime Oblig./Approp.,"1,088,557","824,568","847,036","916,538","913,199","3,339","972,050","1,222,050","1,222,050","(250,000)",0
MDO-Base,,,,,,,,,,,
Full-Time Positions,287,290,311,349,349,0,522,472,392,130,80
Class 100 Total Oblig./Approp.,"40,052,290","28,719,552","31,286,076","15,624,997","15,624,997",0,"35,167,882","36,683,154","30,849,931","4,317,951","5,833,223"
Class 100 Overtime Oblig./Approp.,"1,088,557","824,568","847,036","916,538","913,199","3,339","972,050","1,222,050","1,222,050","(250,000)",0
MDO-Citizens Police Oversight Comm.,,,,,,,,,,,
Full-Time Positions,0,0,13,15,15,0,15,15,15,0,0
Class 100 Total Oblig./Approp.,0,0,"672,238","710,370","710,370",0,"1,085,500","1,085,500","1,093,054","(7,554)","(7,554)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mayor's Office,,,,,,,,,,,
Full-Time Positions,61,61,60,54,54,0,64,64,64,0,0
Class 100 Total Oblig./Approp.,"5,526,098","5,574,446","5,673,722","4,313,506","4,313,506",0,"6,301,957","6,301,957","6,344,603","(42,646)","(42,646)"
Class 100 Overtime Oblig./Approp.,88,0,0,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","45,000","44,997","60,930","60,930",0,"177,185","177,185","177,185",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
