0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/ Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Atwater Kent Museum,,,,,,,,,,,
Full-Time Positions,4,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"256,771",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"2,413",0,0,0,0,0,0,0,0,0,0
Auditing,,,,,,,,,,,
Full-Time Positions,116,124,121,119,119,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"8,324,348","8,650,965","9,466,389","2,064,751","2,064,751",0,"9,045,839","9,045,839","9,045,839",0,0
Class 100 Overtime Oblig./Approp.,"88,050","73,243","60,388","20,000","13,237","6,763","80,000","80,000","80,000",0,0
Board of Ethics,,,,,,,,,,,
Full-Time Positions,10,10,7,8,8,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"942,040","875,033","922,164","174,560","174,560",0,"915,196","915,196","915,196",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,11,11,14,15,15,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"904,051","928,286","1,044,789","220,438","220,438",0,"987,587","987,587","987,587",0,0
Class 100 Overtime Oblig./Approp.,0,190,"1,967",0,0,0,0,0,0,0,0
City Commissioners,,,,,,,,,,,
Full-Time Positions,100,94,98,143,143,0,105,105,105,0,0
Class 100 Total Oblig./Approp.,"5,524,532","5,830,533","7,075,077","1,657,517","1,657,517",0,"6,714,174","6,714,174","6,714,174",0,0
Class 100 Overtime Oblig./Approp.,"803,429","1,033,718","1,592,963","274,389","268,239","6,150","1,097,554","1,097,554","1,325,941","(228,387)","(228,387)"
City Council,,,,,,,,,,,
Full-Time Positions,192,197,180,188,188,0,208,208,208,0,0
Class 100 Total Oblig./Approp.,"13,909,585","14,104,805","14,433,197","3,063,138","3,063,138",0,"14,877,138","14,877,138","14,877,138",0,0
Class 100 Overtime Oblig./Approp.,"14,624","2,882",0,0,0,0,0,0,0,0,0
City Representative,,,,,,,,,,,
Full-Time Positions,9,8,5,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"631,584","714,833","683,372",0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"4,165","2,239",0,0,0,0,0,0,0,0,0
