0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Planning and Development,,,,,,,,,,,
Full-Time Positions,55,55,54,53,53,0,74,74,70,4,4
Class 100 Total Oblig./Approp.,"4,778,297","4,510,200","4,756,995","1,032,877","1,032,877",0,"5,783,913","5,783,913","5,986,313","(202,400)","(202,400)"
Class 100 Overtime Oblig./Approp.,"13,575","9,507","22,401",0,"2,468","(2,468)",0,0,"8,000","(8,000)","(8,000)"
Police,,,,,,,,,,,
Full-Time Positions,"7,175","6,869","6,651","6,555","6,555",0,"7,327","7,127","7,127",200,0
Class 100 Total Oblig./Approp.,"736,072,678","708,324,818","727,678,591","164,860,182","164,860,182",0,"753,577,996","753,577,996","754,284,855","(706,859)","(706,859)"
Class 100 Overtime Oblig./Approp.*,"78,667,457","64,896,010","76,002,003","19,426,595","28,457,645","(9,031,050)","77,706,379","77,706,379","90,506,379","(12,800,000)","(12,800,000)"
Prisons,,,,,,,,,,,
Full-Time Positions,"1,975","1,620","1,393","1,328","1,328",0,"2,186","2,186","2,186",0,0
Class 100 Total Oblig./Approp.,"137,253,128","118,472,913","118,473,913","30,649,827","30,649,827",0,"135,537,939","135,537,939","152,531,303","(16,993,364)","(16,993,364)"
Class 100 Overtime Oblig./Approp.,"26,918,548","24,602,298","29,907,097","7,897,856","8,589,750","(691,894)","31,591,422","31,591,422","34,591,422","(3,000,000)","(3,000,000)"
Procurement,,,,,,,,,,,
Full-Time Positions,42,35,35,31,31,0,51,51,54,(3),(3)
Class 100 Total Oblig./Approp.,"2,519,208","2,434,690","2,665,060","553,681","553,681",0,"3,404,302","3,404,302","3,404,302",0,0
Class 100 Overtime Oblig./Approp.,"5,390","11,124","1,962",0,42,(42),0,0,200,(200),(200)
Public Health,,,,,,,,,,,
Full-Time Positions,739,716,689,691,691,0,835,835,835,0,0
Class 100 Total Oblig./Approp.,"60,130,461","58,289,725","60,210,880","13,424,088","13,424,088",0,"62,755,979","62,755,979","62,755,979",0,0
Class 100 Overtime Oblig./Approp.,"2,602,722","2,319,808","2,434,412","599,250","618,600","(19,350)","2,397,000","2,397,000","2,397,000",0,0
Public Property,,,,,,,,,,,
Full-Time Positions,119,142,133,129,129,0,156,156,156,0,0
Class 100 Total Oblig./Approp.,"8,610,609","9,847,147","10,124,679","2,307,384","2,307,384",0,"12,050,817","12,050,817","12,050,817",0,0
Class 100 Overtime Oblig./Approp.,"800,350","195,014","228,450","65,274","74,694","(9,420)","261,096","261,096","261,096",0,0
Records,,,,,,,,,,,
Full-Time Positions,51,51,54,52,52,0,60,60,60,0,0
Class 100 Total Oblig./Approp.,"2,995,101","2,823,021","3,202,359","716,751","716,751",0,"3,374,335","3,374,335","3,374,335",0,0
Class 100 Overtime Oblig./Approp.,"55,381","65,664","282,392","1,881","64,032","(62,151)","7,523","7,523","257,523","(250,000)","(250,000)"
