0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/ Category,FY 19 Year End,FY 20 Year End,FY 21,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Behavioral Health and Intellectual disAbility,,,,,,,,,,,
Full-Time Positions,16,24,23,23,23,0,47,46,46,1,0
Class 100 Total Oblig./Approp.,"1,580,748","1,550,431","1,546,510","1,270,470","1,270,470",0,"2,980,922","2,963,046","2,963,046","17,876",0
Class 100 Overtime Oblig./Approp.,"6,906","6,636","7,582","56,428","33,053","23,375","4,000","75,237","45,237","(41,237)","30,000"
Office of the Chief Administrative Officer,,,,,,,,,,,
Full-Time Positions,56,64,59,66,66,0,77,72,72,5,0
Class 100 Total Oblig./Approp.,"3,831,785","4,435,378","4,005,063","2,947,268","2,947,268",0,"5,062,173","4,825,798","4,605,680","456,493","220,118"
Class 100 Overtime Oblig./Approp.,"21,904","2,621",443,"2,399",498,"1,901","8,198","3,198",698,"7,500","2,500"
Office of Children and Families,,,,,,,,,,,
Full-Time Positions,32,40,3,2,2,0,3,3,3,0,0
Class 100 Total Oblig./Approp.,"2,318,022","2,789,271","418,820","303,611","303,611",0,"442,000","447,742","447,742","(5,742)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,,,,
Full-Time Positions,151,151,127,120,120,0,162,162,162,0,0
Class 100 Total Oblig./Approp.,"9,056,465","9,589,667","7,600,652","6,505,215","6,505,215",0,"9,307,467","9,786,985","9,786,985","(479,518)",0
Class 100 Overtime Oblig./Approp.,"201,728","332,810","314,954","109,125","109,907",(782),"200,500","145,500","145,500","55,000",0
Office of Human Resources,,,,,,,,,,,
Full-Time Positions,77,79,75,72,72,0,80,80,80,0,0
Class 100 Total Oblig./Approp.,"4,913,051","5,185,267","5,133,178","3,673,109","3,673,109",0,"5,223,802","5,426,581","5,426,581","(202,779)",0
Class 100 Overtime Oblig./Approp.,"45,485","63,347","81,009","66,000","69,214","(3,214)",0,"88,000","88,000","(88,000)",0
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,277,317,313,303,303,0,364,343,343,21,0
Class 100 Total Oblig./Approp.,"20,875,286","24,148,702","24,142,550","18,456,848","18,456,848",0,"28,131,196","26,710,814","26,710,814","1,420,382",0
Class 100 Overtime Oblig./Approp.,"489,644","486,875","350,274","379,079","378,049","1,030","418,439","505,439","505,439","(87,000)",0
OIT-Base,,,,,,,,,,,
Full-Time Positions,265,301,299,291,291,0,348,327,327,21,0
Class 100 Total Oblig./Approp.,"19,846,610","22,772,627","22,946,742","17,595,702","17,595,702",0,"26,789,649","25,369,267","25,369,267","1,420,382",0
Class 100 Overtime Oblig./Approp.,"454,207","448,945","314,614","339,026","339,008",18,"355,035","452,035","452,035","(97,000)",0
