0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,,,,
Full-Time Positions,4,4,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"248,440","256,771",0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"3,134","2,413",0,0,0,0,0,0,0,0,0
Auditing,,,,,,,,,,,
Full-Time Positions,127,116,124,124,124,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"8,055,899","8,324,348","8,650,965","2,161,586","2,161,586",0,"8,862,100","9,452,100","9,452,100","(590,000)",0
Class 100 Overtime Oblig./Approp.,"13,806","88,050","73,243","20,000","6,525","13,475","80,000","80,000","80,000",0,0
Board of Ethics,,,,,,,,,,,
Full-Time Positions,11,10,10,9,9,0,12,12,12,0,0
Class 100 Total Oblig./Approp.,"920,605","942,040","875,033","230,150","230,150",0,"1,041,630","1,041,630","1,041,630",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,13,11,11,15,15,0,15,15,15,0,0
Class 100 Total Oblig./Approp.,"898,026","904,051","928,286","248,709","248,709",0,"962,864","995,164","995,164","(32,300)",0
Class 100 Overtime Oblig./Approp.,0,0,190,"1,000","1,460",(460),0,"4,000","4,000","(4,000)",0
City Commissioners,,,,,,,,,,,
Full-Time Positions,99,100,94,97,97,0,105,105,105,0,0
Class 100 Total Oblig./Approp.,"5,960,120","5,524,532","5,830,533","1,491,174","1,491,174",0,"6,633,233","6,633,233","6,633,233",0,0
Class 100 Overtime Oblig./Approp.,"1,140,928","803,429","1,033,718","374,389","356,189","18,200","1,097,554","1,097,554","1,097,554",0,0
City Council,,,,,,,,,,,
Full-Time Positions,194,192,197,191,191,0,208,208,208,0,0
Class 100 Total Oblig./Approp.,"13,295,341","13,909,585","14,104,805","3,308,642","3,308,642",0,"15,427,138","15,627,138","15,627,138","(200,000)",0
Class 100 Overtime Oblig./Approp.,"35,812","14,624","2,882",0,0,0,0,0,0,0,0
City Planning Commission,,,,,,,,,,,
Full-Time Positions,30,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,351,776",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"7,270",0,0,0,0,0,0,0,0,0,0
