0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2008,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 05 Year End Actual,FY 06 Year End Actual,FY 07 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Procurement,,,,,,,,,,,
Full-Time Positions,58,59,54,62,58,4,62,62,58,4,4
Class 100 Total Oblig./Approp.,"2,790,321","2,660,423","2,488,146","2,885,023","2,885,023",0,"2,885,023","2,885,023","2,885,023",0,0
Class 100 Overtime Oblig./Approp.,"14,854","6,774","5,570","13,000",582,"12,418","13,000","13,000",582,"12,418","12,418"
Public Health,,,,,,,,,,,
Full-Time Positions,671,622,664,695,665,30,738,695,665,73,30
Class 100 Total Oblig./Approp.,"38,048,911","37,598,246","39,900,244","41,602,990","41,491,801","111,189","42,504,060","41,602,990","41,602,990","901,070",0
Class 100 Overtime Oblig j./Approp.,"2,081,629","2,605,931","2,881,249","2,399,790","2,574,376","(174,586)","2,255,778","2,399,790","2,574,376","(318,598)","(174,586)"
Ambulatory Health Services,,,,,,,,,,,
Full-Time Positions,320,315,337,345,343,2,378,345,343,35,2
Class 100 Total Oblig./Approp.,"18,933,271","19,054,045","20,477,836","21,293,354","21,255,561","37,793","21,830,673","21,293,354","21,293,354","537,319",0
Class 100 Overtime Oblig./Approp.,"941,901","900,635","1,016,884","973,960","1,040,384","(66,424)","906,789","973,960","1,040,384","(133,595)","(66,424)"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,,,,
Full-Time Positions,41,25,28,28,23,5,30,28,23,7,5
Class 100 Total Oblig./Approp.,"2,254,079","1,770,175","1,973,308","1,939,363","1,909,982","29,381","1,962,407","1,939,363","1,939,363","23,044",0
Class 100 Overtime Oblig./Approp.,"83,295","94,794","168,606","90,968","104,009","(13,041)","90,967","90,968","104,009","(13,042)","(13,041)"
Phila. Nursing Home,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,o,1,1,1,o,o
Class 100 Total Oblig./Approp.,"57,068","57,407","157,491","188,657","163,387","25,270","176,957","188,657","188,657","(11,700)",o
Class 100 Overtime Oblig./Approp.,0,0,460,0,"1,889","(1,889)",0,o,"1,889","(1,889)","(1,889)"
Environmental Protection Services,,,,,,,,,,,
Full-Time Positions,98,90,95,106,93,13,111,106,93,18,13
Class 100 Total Oblig./Approp.,"5,420,256","5,026,258","5,229,789","5,613,943","5,584,479","29,464","5,902,321","5,613,943","5,613,943","288,378",o
Class 100 Overtime Oblig./Approp.,"162,050","246,453","339,792",247.277,"308,633","(61,356)","251,276","247,277","308,633","(57,357)","(61,356)"
Administration and Support Svcs.,,,,,,,,,,,
Full-Time Positions,110,101,107,108,104,4,110,108,104,6,4
Class 100 Total Oblig./Approp.,"6,075,105","6,115,102","6,174,842","6,436,292","6,451,774","(15,482)","6,525,771","6,436,292","6,436,292","89,479",0
Class 100 Overtime Oblig./Approp.,"333,925","605,212","585,671","517,994","425,472","92,522","528,697","517,994","425,472","103,225","92,522"
