0,1,2,3,4,5,6,7,8
,,,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End,FY 20 Year End,FY 21,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Sheriff,,,,,,,,
Full-Time Positions,355,385,367,428,428,343,85,85
Class 100 Total Oblig./Approp.,"27,638,571","28,049,726","26,258,562","25,192,450","26,432,510","26,497,890","(1,305,440)","(65,380)"
Class 100 Overtime Oblig./Approp.,"6,163,832","4,797,577","2,799,955","2,685,042","3,335,042","4,021,949","(1,336,907)","(686,907)"
Streets,,,,,,,,
Full-Time Positions,"1,736","1,925","1,941","2,045","2,134","2,072",(27),62
Class 100 Total Oblig./Approp.,"83,603,511","90,344,142","88,868,951","90,986,330","99,375,076","99,590,918","(8,604,588)","(215,842)"
Class 100 Overtime Oblig./Approp.,"15,557,607","15,039,549","16,469,836","11,752,509","15,652,509","17,741,782","(5,989,273)","(2,089,273)"
,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,
Full-Time Positions,"22,210","22,422","21,630","24,438","24,046","21,042","3,396","3,004"
Class 100 Total Oblig./Approp. *,"1,749,789,358","1,874,182,010","1,811,423,186","1,888,766,172","1,951,862,244","1,952,143,466","(63,377,294)","(281,222)"
Class 100 Overtime Oblig. ./Approp.,"176,564,791","208,034,045","185,591,876","185,786,679","199,838,896","215,483,643","(29,696,964)","(15,644,747)"
